request_id,timestamp,endpoint,http_method,user_segment,user_id,param_complexity,param_count,payload_size_kb,is_cached,server_load,downstream_count,downstream_degraded_count,downstream_max_latency_ms,downstream_total_latency_ms,has_downstream_degradation,has_downstream_outage,response_time_ms
req_586607,2026-05-09 22:40:43.826584,/api/search,DELETE,bot,user_58,medium,8,33,False,0.45,2,0,26.874188692613426,42.672438177589555,False,False,742.0948075635083
req_652115,2026-05-09 22:42:10.826584,/api/auth/login,DELETE,bot,user_6,simple,2,10,False,0.44,2,0,41.94646580231,57.316626072774085,False,False,441.12510060117904
req_723079,2026-05-09 22:45:07.826584,/api/auth/login,PUT,regular,user_943,complex,14,124,True,0.44,2,0,47.83067115914853,74.56915031003662,False,False,636.0871367504759
req_140248,2026-05-09 22:47:45.826584,/api/orders,GET,internal,user_153,complex,14,116,False,0.3,3,1,75.0,124.83104084857077,True,False,798.2425948315708
req_719593,2026-05-09 22:50:08.826584,/api/users,PUT,regular,user_876,complex,12,80,False,0.34,2,0,22.693664747508464,25.440871352777126,False,False,329.1602348215887
req_619689,2026-05-09 22:50:10.826584,/api/products,GET,new,user_146,simple,3,1,True,0.22,2,0,20.330595845383034,38.94488982135543,False,False,133.6916994150321
req_797817,2026-05-09 22:50:36.826584,/api/auth/login,DELETE,regular,user_179,complex,13,107,False,0.56,2,0,34.85873526034131,59.86078907722093,False,False,688.5389080691451
req_841905,2026-05-09 22:56:20.826584,/api/inventory,PUT,bot,user_450,medium,5,43,False,0.53,2,0,18.337095421931117,22.311884924083486,False,False,343.8803084118251
req_124973,2026-05-09 22:56:41.826584,/api/inventory,PUT,new,user_399,simple,3,8,False,0.43,2,1,66.0,68.6467671727132,True,False,385.6962446860467
req_440505,2026-05-09 22:57:07.826584,/api/payments,GET,regular,user_973,medium,4,24,False,0.79,3,0,121.13429199082931,193.25158493234858,False,False,741.5594792066169
req_205548,2026-05-09 22:58:46.826584,/api/auth/login,PUT,vip,user_835,complex,12,121,True,0.58,2,1,75.0,121.66580748371653,True,False,990.8736070422676
req_206032,2026-05-09 22:59:29.826584,/api/products,PUT,new,user_208,medium,8,42,False,0.26,2,1,60.0,81.33368691301038,True,False,365.1248477536276
req_398490,2026-05-09 23:03:24.826584,/api/users,DELETE,internal,user_986,complex,11,122,False,0.24,2,0,17.577877191355245,22.49324080412449,False,False,282.5923544515696
req_140204,2026-05-09 23:03:25.826584,/api/auth/login,PUT,internal,user_819,medium,5,11,True,0.28,2,0,37.78432724618268,59.665126002746376,False,False,395.1606020160466
req_381533,2026-05-09 23:10:47.826584,/api/inventory,POST,bot,user_579,simple,1,7,False,0.36,2,0,22.06786107191153,26.2133945656445,False,False,259.2454135530729
req_851641,2026-05-09 23:12:04.826584,/api/reports,GET,bot,user_18,simple,1,10,True,0.66,3,0,58.30368704289468,128.4488153868757,False,False,1166.6626253786492
req_928455,2026-05-09 23:13:08.826584,/api/reports,DELETE,internal,user_819,medium,7,28,False,0.43,3,0,57.506385840969884,99.35223405533588,False,False,2790.8766750053046
req_482796,2026-05-09 23:18:07.826584,/api/search,PUT,internal,user_485,simple,1,5,False,0.75,2,1,90.0,114.25633309090215,True,False,577.0025907269421
req_492437,2026-05-09 23:18:22.826584,/api/inventory,GET,vip,user_6,simple,1,2,False,0.44,2,0,23.599980283549858,29.486867673647158,False,False,165.0716318000261
req_938418,2026-05-09 23:18:25.826584,/api/search,GET,new,user_51,complex,11,174,True,0.69,2,1,90.0,110.35621064752598,True,False,1325.2205856061776
req_192316,2026-05-09 23:18:46.826584,/api/payments,PUT,internal,user_875,simple,2,10,False,0.74,3,0,101.96357219878583,148.59039921383282,False,False,393.88310600348467
req_431125,2026-05-09 23:20:31.826584,/api/orders,PUT,new,user_231,complex,9,181,False,0.74,3,0,38.32208673785761,85.01961659757399,False,False,631.5675516452376
req_482422,2026-05-09 23:21:46.826584,/api/search,POST,internal,user_173,complex,10,130,False,0.37,2,0,32.33919272720964,56.11648249969008,False,False,613.2574788778006
req_466803,2026-05-09 23:27:33.826584,/api/search,POST,bot,user_328,simple,1,10,False,0.26,2,0,34.2658164396644,54.64344046747121,False,False,542.8583808306452
req_103973,2026-05-09 23:28:42.826584,/api/orders,PUT,regular,user_653,complex,12,116,False,0.45,3,0,28.68620613555323,67.08798688999059,False,False,545.5809141684327
req_314602,2026-05-09 23:30:38.826584,/api/products,POST,internal,user_19,medium,8,50,False,0.81,2,0,39.92064065295506,62.704485674169476,False,False,154.96059132897832
req_582134,2026-05-09 23:31:08.826584,/api/users,DELETE,internal,user_777,simple,2,3,False,0.21,2,0,24.20286176683734,28.67193606967825,False,False,144.19102773263705
req_238250,2026-05-09 23:31:38.826584,/api/products,PUT,bot,user_831,simple,2,5,False,0.3,2,0,34.0530580529551,56.35806362104356,False,False,149.161760098297
req_677974,2026-05-09 23:40:01.826584,/api/inventory,PUT,vip,user_219,simple,3,3,False,0.58,2,1,29.53297724967873,44.53297724967873,True,False,247.84673567795286
req_182551,2026-05-09 23:41:03.826584,/api/products,PUT,vip,user_764,simple,3,6,False,0.86,2,0,20.67507568872234,30.80191557997137,False,False,133.54571871054455
req_324879,2026-05-09 23:44:01.826584,/api/orders,DELETE,regular,user_483,complex,12,184,True,0.7,3,0,33.769086044299044,75.9830623840126,False,False,580.8734164466806
req_918863,2026-05-09 23:47:05.826584,/api/inventory,PUT,regular,user_479,simple,1,7,False,0.38,2,0,23.030740763609767,28.629737105294033,False,False,207.69671665209697
req_807521,2026-05-09 23:47:46.826584,/api/payments,GET,bot,user_454,simple,3,2,False,0.8,3,0,96.45016232451434,140.93870745477182,False,False,653.552332051608
req_282170,2026-05-09 23:50:49.826584,/api/products,PUT,bot,user_238,simple,1,4,True,0.42,2,0,33.68728342590521,52.50647841349442,False,False,204.6884677230288
req_128717,2026-05-09 23:52:16.826584,/api/orders,DELETE,vip,user_143,medium,5,41,True,0.43,3,0,25.4988011464344,66.59416183750776,False,False,359.8897045864933
req_594164,2026-05-09 23:55:36.826584,/api/inventory,POST,internal,user_101,medium,8,11,False,0.61,2,0,18.95550430128239,24.445466610735103,False,False,232.64668410476554
req_664412,2026-05-09 23:56:51.826584,/api/auth/login,PUT,bot,user_180,medium,5,35,True,0.6,2,0,36.13073090049945,61.32350674442104,False,False,641.3890182621323
req_746723,2026-05-09 23:56:53.826584,/api/inventory,GET,internal,user_309,complex,9,138,False,0.51,2,0,21.583390129424096,27.176978615766323,False,False,320.613982484866
req_423277,2026-05-09 23:57:09.826584,/api/users,GET,new,user_246,complex,14,158,False,0.51,2,0,26.506212400456953,30.895023898206667,False,False,344.2472349988178
req_853919,2026-05-09 23:58:58.826584,/api/orders,POST,new,user_428,medium,5,46,False,0.53,3,0,27.935096198975952,72.7910440835118,False,False,436.33637698865095
req_127500,2026-05-10 00:05:57.826584,/api/payments,DELETE,new,user_989,complex,12,108,True,0.31,3,0,122.66753144636985,181.37801914116545,False,False,705.6966762479966
req_544759,2026-05-10 00:08:00.826584,/api/auth/login,POST,regular,user_936,medium,6,42,False,0.23,2,0,27.931124364962322,51.776803808972645,False,False,299.700482694892
req_965373,2026-05-10 00:08:35.826584,/api/payments,GET,regular,user_670,medium,8,44,False,0.54,3,1,120.48841614329956,212.24212388055955,True,False,797.9294990782424
req_200002,2026-05-10 00:09:39.826584,/api/reports,GET,vip,user_559,simple,3,2,True,0.9,3,1,63.33998185876925,169.1292298723785,True,False,845.2485457535248
req_645794,2026-05-10 00:09:50.826584,/api/products,GET,bot,user_828,complex,15,178,True,0.29,2,0,25.81490057618328,46.41764400771872,False,False,234.32398171187683
req_575876,2026-05-10 00:16:51.826584,/api/payments,GET,regular,user_568,medium,7,34,False,0.27,3,0,118.13668292745852,173.40019163101132,False,False,484.1061735279911
req_396891,2026-05-10 00:17:39.826584,/api/inventory,PUT,regular,user_364,medium,4,25,True,0.44,2,0,31.001655546465216,35.683395382155354,False,False,149.33177690981756
req_378553,2026-05-10 00:23:30.826584,/api/orders,GET,internal,user_374,simple,3,9,False,0.8,3,1,75.0,132.62909255673026,True,False,355.83938429940974
req_295024,2026-05-10 00:23:38.826584,/api/search,GET,new,user_396,medium,4,32,False,0.65,2,0,28.268278749544457,47.85354516691336,False,False,345.7511820295792
req_957410,2026-05-10 00:24:39.826584,/api/inventory,PUT,vip,user_815,medium,4,12,False,0.27,2,0,20.388543932140834,26.570985563233783,False,False,138.24257790430104
req_138118,2026-05-10 00:26:55.826584,/api/search,GET,internal,user_430,medium,4,41,True,0.57,2,0,22.20546579044718,42.554539145634415,False,False,255.09607892948594
req_187183,2026-05-10 00:26:56.826584,/api/users,DELETE,new,user_375,complex,13,52,False,0.38,2,1,20.59545507901701,35.595455079017015,True,False,335.0876999528002
req_480098,2026-05-10 00:32:55.826584,/api/orders,GET,internal,user_594,complex,13,111,False,0.57,3,0,35.21075476699228,76.62522350236712,False,False,297.7791070028976
req_413760,2026-05-10 00:35:32.826584,/api/products,POST,bot,user_358,simple,1,10,False,0.72,2,1,90.0,108.6045920112352,True,False,300.55812242406387
req_412071,2026-05-10 00:36:14.826584,/api/search,PUT,bot,user_790,complex,13,114,True,0.35,2,0,33.11607908544703,59.24703473745734,False,False,657.6718317683202
req_517514,2026-05-10 00:39:40.826584,/api/orders,GET,internal,user_447,complex,15,126,True,0.55,3,0,43.835569484014925,85.04741277773483,False,False,321.7632471048806
req_608149,2026-05-10 00:39:54.826584,/api/products,PUT,internal,user_140,simple,1,8,True,0.47,2,0,33.233460262107954,59.32595657118658,False,False,80.58103348465745
req_116763,2026-05-10 00:40:11.826584,/api/auth/login,DELETE,regular,user_229,complex,15,120,False,0.69,2,1,120.0,151.15598590514597,True,False,755.5805088230624
req_997039,2026-05-10 00:41:44.826584,/api/products,DELETE,vip,user_918,complex,12,74,True,0.79,2,0,32.64083499307499,53.96502103695791,False,False,148.90601187221242
req_442502,2026-05-10 00:43:31.826584,/api/search,DELETE,new,user_214,simple,2,6,False,0.27,2,0,25.015063586607088,44.51934883138152,False,False,253.1721849061626
req_299777,2026-05-10 00:45:04.826584,/api/reports,POST,new,user_898,complex,9,66,False,0.87,3,0,46.679602496299076,98.24542211674517,False,False,1157.627327560732
req_980744,2026-05-10 00:45:59.826584,/api/inventory,POST,regular,user_16,simple,3,10,False,0.65,2,0,19.57622713055389,27.246902505416955,False,False,132.71943005970365
req_740033,2026-05-10 00:46:45.826584,/api/inventory,DELETE,vip,user_654,medium,7,47,False,0.22,2,0,19.22714356562146,23.94638775760339,False,False,136.49975552892033
req_709660,2026-05-10 00:46:53.826584,/api/products,PUT,new,user_993,simple,1,1,False,0.54,2,0,33.08618519728053,49.9472673278363,False,False,100.68964469720932
req_293058,2026-05-10 00:48:16.826584,/api/auth/login,PUT,vip,user_677,complex,15,64,False,0.8,2,0,31.41456490101627,55.281743522626606,False,False,335.309145549745
req_448483,2026-05-10 00:50:40.826584,/api/orders,PUT,bot,user_904,simple,2,2,False,0.45,3,1,75.0,132.08477891444505,True,False,499.698878841852
req_641254,2026-05-10 00:56:47.826584,/api/reports,PUT,bot,user_224,medium,6,24,True,0.42,3,0,51.11001023791528,110.54826570854868,False,False,1044.4320728281314
req_328929,2026-05-10 00:57:20.826584,/api/payments,DELETE,regular,user_63,medium,4,32,False,0.74,3,0,88.06210430536058,153.810894462853,False,False,475.63042606358374
req_730839,2026-05-10 01:00:07.826584,/api/auth/login,PUT,vip,user_118,complex,15,95,False,0.68,2,0,35.47250295286076,54.42820862975715,False,False,369.71478717661586
req_867677,2026-05-10 01:00:17.826584,/api/search,DELETE,vip,user_449,complex,10,87,True,0.72,2,1,90.0,108.90132242525934,True,False,724.4469836513905
req_967236,2026-05-10 01:02:02.826584,/api/products,PUT,bot,user_101,medium,4,31,False,0.21,2,0,23.375127260016484,41.914595508833344,False,False,139.75603871892798
req_400434,2026-05-10 01:11:56.826584,/api/auth/login,GET,new,user_532,simple,1,6,False,0.83,2,0,38.353185328398936,67.18380092280819,False,False,733.441709395817
req_247417,2026-05-10 01:14:18.826584,/api/auth/login,DELETE,vip,user_88,simple,1,3,False,0.29,2,0,42.866398519462145,69.83961893624547,False,False,196.97757284298808
req_693599,2026-05-10 01:15:31.826584,/api/inventory,DELETE,regular,user_630,simple,1,6,False,0.36,2,0,26.574382248924913,30.537869618166322,False,False,147.95606092502123
req_490905,2026-05-10 01:19:35.826584,/api/inventory,DELETE,bot,user_90,simple,3,6,False,0.53,2,0,19.96402897539126,25.81513734768418,False,False,161.50707912195585
req_669999,2026-05-10 01:21:55.826584,/api/users,GET,internal,user_290,simple,3,6,False,0.8,2,0,21.586285775978826,26.88286961312963,False,False,98.41422784880318
req_461772,2026-05-10 01:25:53.826584,/api/payments,POST,regular,user_314,medium,8,24,False,0.43,3,0,63.37350461602076,122.41642952213257,False,False,486.22595116854467
req_667468,2026-05-10 01:26:08.826584,/api/orders,PUT,new,user_503,simple,2,7,False,0.66,3,0,45.44855825183804,82.36500898684555,False,False,223.66851656535403
req_309447,2026-05-10 01:26:44.826584,/api/reports,PUT,vip,user_581,complex,9,143,True,0.63,3,0,64.45635046658087,121.65248730122877,False,False,959.9806658756081
req_545821,2026-05-10 01:33:24.826584,/api/auth/login,POST,regular,user_459,medium,5,49,False,0.32,2,0,45.44167622536468,63.377262149466546,False,False,280.534087537014
req_710663,2026-05-10 01:35:20.826584,/api/products,POST,bot,user_380,medium,8,29,True,0.65,2,0,28.951670033533105,50.43998116432131,False,False,165.29145610006344
req_332388,2026-05-10 01:41:35.826584,/api/search,DELETE,bot,user_673,simple,1,6,True,0.76,2,0,21.9210420056237,42.13303134312126,False,False,294.0308778335123
req_183996,2026-05-10 01:42:05.826584,/api/payments,GET,regular,user_772,medium,7,13,True,0.8,3,1,135.0,212.60053238071717,True,False,814.034405348622
req_744390,2026-05-10 01:42:07.826584,/api/users,DELETE,new,user_336,simple,3,8,False,0.62,2,0,18.75655836168886,26.418417805763504,False,False,125.71545742317106
req_459975,2026-05-10 01:42:34.826584,/api/users,GET,vip,user_732,simple,1,6,False,0.63,2,0,22.073177069319403,27.784406936080536,False,False,114.80882732662502
req_407059,2026-05-10 01:43:50.826584,/api/auth/login,POST,new,user_54,simple,2,7,False,0.87,2,0,48.58343691605877,75.55822676767531,False,False,238.4902372868931
req_365434,2026-05-10 01:44:15.826584,/api/auth/login,GET,internal,user_163,complex,9,114,True,0.5,2,0,43.93130205084422,75.27421822908155,False,False,328.009813627843
req_891625,2026-05-10 01:45:44.826584,/api/orders,POST,bot,user_118,simple,1,2,False,0.83,3,2,250.0,446.4185317334894,False,True,1586.5852088082113
req_423320,2026-05-10 01:45:56.826584,/api/orders,GET,regular,user_261,complex,12,127,True,0.46,3,0,36.08051024190085,78.62390162686278,False,False,362.5601785585223
req_995155,2026-05-10 01:47:12.826584,/api/users,PUT,vip,user_565,medium,6,13,False,0.66,2,0,19.583988470528837,24.92905120171568,False,False,123.78714827837054
req_804892,2026-05-10 01:50:42.826584,/api/search,POST,bot,user_751,complex,12,147,False,0.47,2,0,37.61526995546183,56.01898477637391,False,False,649.0105634700201
req_616796,2026-05-10 01:56:37.826584,/api/inventory,GET,bot,user_483,complex,15,114,False,0.37,2,0,24.573938363546915,30.675454158656386,False,False,351.8813609918869
req_971843,2026-05-10 01:56:47.826584,/api/users,POST,internal,user_808,complex,12,138,False,0.31,2,0,22.178550736404905,26.5858479134478,False,False,178.29052048372301
req_226279,2026-05-10 01:57:48.826584,/api/payments,PUT,regular,user_587,complex,11,124,False,0.27,3,0,122.20003629194241,183.5469832597422,False,False,685.4479018558391
req_167520,2026-05-10 01:57:49.826584,/api/inventory,POST,vip,user_200,complex,14,130,False,0.85,2,0,23.44306584608472,27.886354858279738,False,False,229.78871882342503
req_392630,2026-05-10 01:59:23.826584,/api/inventory,DELETE,bot,user_903,simple,1,10,False,0.35,2,0,23.38148240527574,29.111968108100164,False,False,143.10080332012578
req_804335,2026-05-10 02:04:11.826584,/api/search,DELETE,vip,user_611,complex,14,190,False,0.67,2,0,25.318510531470615,46.218401040512404,False,False,413.6459053001774
req_561421,2026-05-10 02:04:16.826584,/api/orders,GET,vip,user_950,medium,5,45,False,0.35,3,0,36.58366662067195,78.66538993904831,False,False,255.6624332986995
req_836390,2026-05-10 02:04:32.826584,/api/orders,GET,new,user_809,complex,9,104,True,0.71,3,1,45.0,112.62685594114703,True,False,648.0483689761529
req_580521,2026-05-10 02:06:54.826584,/api/payments,POST,internal,user_796,medium,8,22,False,0.27,3,1,300.0,355.50864279944767,True,False,916.235076640111
req_854213,2026-05-10 02:08:12.826584,/api/products,POST,new,user_746,complex,13,158,False,0.78,2,0,29.34036075665703,35.66073684004219,False,False,164.11715080010364
req_663357,2026-05-10 02:08:19.826584,/api/payments,DELETE,internal,user_393,complex,13,95,True,0.38,3,0,145.5417299610661,187.4436411060501,False,False,536.4043154291064
req_249635,2026-05-10 02:08:25.826584,/api/users,DELETE,bot,user_87,complex,10,100,True,0.44,2,0,26.96136263325274,32.58760689931606,False,False,270.0932614185977
req_497914,2026-05-10 02:14:43.826584,/api/products,PUT,vip,user_509,simple,1,1,False,0.65,2,2,300.0,360.0,True,True,1033.2807977983036
req_835993,2026-05-10 02:14:47.826584,/api/products,DELETE,vip,user_10,simple,1,1,False,0.46,2,0,33.667746883429466,53.48371156857902,False,False,106.1751119673097
req_369503,2026-05-10 02:17:46.826584,/api/auth/login,POST,new,user_812,complex,14,68,False,0.29,2,0,37.313771058076625,59.44076176715967,False,False,449.09870511568033
req_416597,2026-05-10 02:21:06.826584,/api/search,DELETE,regular,user_182,medium,7,45,True,0.58,2,0,35.16851015925754,55.341246864124635,False,False,339.8553919413981
req_453614,2026-05-10 02:23:03.826584,/api/reports,POST,vip,user_374,simple,2,4,False,0.46,3,0,42.90157340555276,92.47170988513992,False,False,477.21355672386903
req_808228,2026-05-10 02:24:19.826584,/api/payments,POST,vip,user_881,complex,15,142,False,0.78,3,0,121.01810337869516,200.27955180410214,False,False,615.9871577109599
req_287470,2026-05-10 02:28:53.826584,/api/orders,POST,regular,user_387,complex,9,129,False,0.45,3,0,46.039523756290144,88.50800946238081,False,False,393.8139190874592
req_372315,2026-05-10 02:29:20.826584,/api/search,DELETE,new,user_192,medium,4,35,False,0.37,2,0,25.005866561374628,46.89152878692025,False,False,350.8470679013009
req_867755,2026-05-10 02:29:30.826584,/api/inventory,GET,regular,user_930,simple,2,4,False,0.25,2,0,27.303517865477396,30.14171000166397,False,False,164.1078203246941
req_717362,2026-05-10 02:31:42.826584,/api/orders,GET,new,user_685,simple,2,7,False,0.79,3,0,34.64134915127466,77.09945735434974,False,False,220.9545328411151
req_254271,2026-05-10 02:32:06.826584,/api/search,PUT,new,user_622,medium,6,23,False,0.6,2,0,21.258211183429538,41.86307287550326,False,False,343.48799050507296
req_441573,2026-05-10 02:33:16.826584,/api/products,POST,regular,user_578,complex,12,138,False,0.63,2,0,32.34238802606737,48.92969244782908,False,False,181.35596680649894
req_958890,2026-05-10 02:34:14.826584,/api/products,POST,bot,user_345,medium,4,41,False,0.37,2,0,33.23377843593433,55.147777363117896,False,False,154.93301759365582
req_689960,2026-05-10 02:35:50.826584,/api/auth/login,PUT,regular,user_723,medium,7,24,True,0.22,2,0,42.033021496571486,62.229123705347035,False,False,319.17014328214157
req_539429,2026-05-10 02:36:06.826584,/api/auth/login,DELETE,vip,user_83,simple,3,5,False,0.32,2,0,32.70821079901022,60.27539173075023,False,False,207.5554616035414
req_666470,2026-05-10 02:36:08.826584,/api/users,DELETE,new,user_334,complex,13,95,True,0.59,2,0,24.03075432788731,30.67975476009681,False,False,232.91544130100755
req_534046,2026-05-10 02:40:06.826584,/api/users,GET,new,user_293,medium,5,40,False,0.56,2,1,21.645428111576145,36.645428111576145,True,False,285.78635497721774
req_680687,2026-05-10 02:43:43.826584,/api/payments,GET,internal,user_634,complex,9,197,False,0.44,3,0,75.66138986079716,136.60246060007466,False,False,523.7484309974698
req_535070,2026-05-10 02:45:39.826584,/api/payments,POST,vip,user_585,simple,3,10,True,0.86,3,2,300.0,494.3308543667287,True,True,1722.8266466293358
req_118239,2026-05-10 02:48:43.826584,/api/users,PUT,vip,user_704,simple,1,3,True,0.89,2,0,25.70822372753845,33.135340698401265,False,False,97.03336496000972
req_290357,2026-05-10 02:49:04.826584,/api/orders,POST,vip,user_126,medium,7,29,False,0.41,3,1,45.0,96.22134134988389,True,False,439.08508717506584
req_128529,2026-05-10 02:49:29.826584,/api/auth/login,POST,new,user_947,complex,15,95,False,0.76,2,0,41.28097654130197,68.48548335876447,False,False,426.76117205440653
req_429613,2026-05-10 02:54:42.826584,/api/products,DELETE,new,user_787,medium,4,23,False,0.65,2,0,22.300426957955978,39.30087597418846,False,False,124.29520124727577
req_704263,2026-05-10 02:57:15.826584,/api/reports,GET,new,user_770,medium,7,14,False,0.48,3,0,40.20074519310063,93.07889139513945,False,False,818.6311178493934
req_688947,2026-05-10 02:58:32.826584,/api/inventory,GET,vip,user_566,complex,10,187,False,0.69,2,0,21.779099685016323,29.3998927760463,False,False,197.24055226056305
req_774221,2026-05-10 03:06:55.826584,/api/search,DELETE,internal,user_64,simple,3,10,False,0.59,2,0,22.901816008092897,37.876739428451515,False,False,158.78086395603464
req_731949,2026-05-10 03:07:07.826584,/api/reports,PUT,internal,user_356,complex,13,84,False,0.57,3,0,46.08378126417611,97.55152380973821,False,False,839.1721444142834
req_898031,2026-05-10 03:07:54.826584,/api/orders,PUT,vip,user_350,medium,5,45,True,0.67,3,0,37.75871704387314,74.43243105136513,False,False,201.32821975172524
req_679454,2026-05-10 03:10:06.826584,/api/auth/login,GET,vip,user_701,medium,6,45,True,0.63,2,1,400.0,427.9022718257588,False,True,1601.8349218655312
req_845190,2026-05-10 03:11:50.826584,/api/inventory,PUT,vip,user_90,complex,14,103,False,0.53,2,1,23.65911047657264,38.659110476572636,True,False,335.8460270453678
req_436888,2026-05-10 03:13:24.826584,/api/inventory,GET,bot,user_96,complex,11,129,False,0.26,2,0,23.96674504783414,28.63660662698891,False,False,345.39384495710493
req_459799,2026-05-10 03:14:17.826584,/api/orders,POST,vip,user_601,simple,3,8,False,0.57,3,0,36.01500078808225,68.55730517267534,False,False,191.7142554044589
req_910294,2026-05-10 03:19:40.826584,/api/orders,POST,bot,user_951,simple,1,5,False,0.59,3,0,42.42555720896369,87.07646673385946,False,False,337.3745295969487
req_506562,2026-05-10 03:21:11.826584,/api/search,DELETE,new,user_47,complex,9,107,False,0.36,2,0,27.42194323755243,48.68343482206199,False,False,484.50786873234296
req_501491,2026-05-10 03:22:10.826584,/api/auth/login,POST,internal,user_507,medium,7,40,False,0.64,2,0,32.443591288973856,57.53607839066963,False,False,244.90944701090083
req_262616,2026-05-10 03:26:11.826584,/api/orders,PUT,bot,user_831,medium,8,12,True,0.88,3,1,45.0,90.92346940497947,True,False,588.3682794417837
req_590610,2026-05-10 03:34:38.826584,/api/payments,PUT,bot,user_876,complex,15,162,False,0.23,3,0,107.87932575750116,158.65511131590722,False,False,866.9412009679852
req_614459,2026-05-10 03:35:53.826584,/api/payments,PUT,regular,user_219,complex,12,129,False,0.37,3,0,100.60281322630355,156.61729847542995,False,False,622.6833155815598
req_556367,2026-05-10 03:37:54.826584,/api/payments,DELETE,regular,user_770,simple,2,1,False,0.87,3,1,1000.0,1084.2217012749309,False,True,3228.084372522535
req_435784,2026-05-10 03:39:26.826584,/api/auth/login,PUT,internal,user_613,medium,8,45,False,0.82,2,0,37.0168268847473,60.19329395963673,False,False,895.46200093824
req_216675,2026-05-10 03:40:13.826584,/api/auth/login,POST,bot,user_576,medium,5,47,False,0.58,2,0,47.26087005046074,68.80747852528786,False,False,422.7680936222876
req_802782,2026-05-10 03:43:54.826584,/api/reports,DELETE,bot,user_761,simple,3,6,False,0.24,3,0,38.40567904383702,87.94284977401196,False,False,720.2992013595714
req_321932,2026-05-10 03:44:27.826584,/api/reports,PUT,bot,user_827,simple,2,5,True,0.33,3,0,57.55975360830629,125.79719296368123,False,False,769.425354409611
req_484834,2026-05-10 03:44:55.826584,/api/reports,GET,regular,user_540,medium,5,44,False,0.3,3,0,36.057840877611326,92.50543697588,False,False,729.0853764785396
req_625833,2026-05-10 03:46:53.826584,/api/reports,DELETE,bot,user_479,simple,3,2,True,0.49,3,0,49.295396595340044,101.91861398610405,False,False,734.458287663346
req_886443,2026-05-10 03:47:11.826584,/api/orders,DELETE,regular,user_824,complex,14,167,False,0.89,3,1,105.0,134.49126527402117,True,False,662.132673578316
req_277242,2026-05-10 03:47:44.826584,/api/search,POST,regular,user_897,complex,9,164,False,0.35,2,0,14.744509317482507,25.03366698863239,False,False,464.93254155691164
req_168901,2026-05-10 03:48:08.826584,/api/reports,POST,vip,user_683,complex,11,177,False,0.82,3,0,66.82647594013298,131.9616172575811,False,False,969.9167146546453
req_775146,2026-05-10 03:48:21.826584,/api/payments,GET,new,user_452,simple,1,3,False,0.84,3,1,300.0,361.89684939300025,True,False,911.7187886272627
req_117792,2026-05-10 03:50:16.826584,/api/products,POST,internal,user_546,simple,1,5,False,0.53,2,0,30.488683406777014,51.819911907779996,False,False,121.67720570280754
req_885782,2026-05-10 03:51:02.826584,/api/users,POST,bot,user_628,complex,12,110,False,0.74,2,0,24.379414445742807,27.732852262242755,False,False,270.89666662104287
req_580620,2026-05-10 03:51:49.826584,/api/products,DELETE,new,user_604,complex,10,58,False,0.45,2,0,24.38761644010624,44.97689187623182,False,False,193.78824583206526
req_155719,2026-05-10 03:52:20.826584,/api/payments,PUT,internal,user_178,simple,3,4,False,0.6,3,0,93.438188699846,143.84876640188975,False,False,319.2975806581063
req_216369,2026-05-10 03:52:52.826584,/api/reports,POST,vip,user_806,simple,2,7,True,0.53,3,0,32.319432808256025,81.37042745281673,False,False,465.76134434878037
req_676424,2026-05-10 03:53:23.826584,/api/auth/login,POST,internal,user_77,simple,3,3,True,0.33,2,1,400.0,420.29728736319584,False,True,1400.917593280009
req_435942,2026-05-10 03:53:41.826584,/api/inventory,POST,vip,user_148,medium,6,34,False,0.55,2,1,66.0,68.00939855179547,True,False,304.89992048078244
req_998544,2026-05-10 03:54:49.826584,/api/payments,GET,regular,user_442,complex,14,94,False,0.55,3,0,103.83974451245655,188.71929789743893,False,False,637.6258053534963
req_341831,2026-05-10 03:59:42.826584,/api/auth/login,POST,internal,user_601,medium,7,33,True,0.23,2,0,35.388643389321246,59.23213867467275,False,False,277.6528324910148
req_434286,2026-05-10 04:00:23.826584,/api/payments,DELETE,internal,user_115,complex,12,174,False,0.21,3,0,87.84303468250685,156.88374133988788,False,False,534.8255398622803
req_133425,2026-05-10 04:00:40.826584,/api/payments,DELETE,bot,user_464,medium,5,45,True,0.75,3,0,95.01600128503375,158.3967886339452,False,False,591.0579612608727
req_388200,2026-05-10 04:01:11.826584,/api/inventory,DELETE,vip,user_650,complex,11,116,False,0.8,2,0,16.047075356782763,22.70684930667038,False,False,234.11970408745316
req_662785,2026-05-10 04:06:36.826584,/api/reports,GET,vip,user_796,medium,6,15,False,0.78,3,0,51.58647451212279,105.51937866457233,False,False,689.6134609177811
req_983952,2026-05-10 04:09:40.826584,/api/auth/login,DELETE,regular,user_340,medium,8,37,False,0.27,2,0,41.45806754865634,66.01854673963288,False,False,330.33085193379907
req_785512,2026-05-10 04:15:51.826584,/api/auth/login,PUT,new,user_560,complex,10,156,False,0.6,2,0,38.97024268318103,69.50871879686915,False,False,501.2377840059471
req_870427,2026-05-10 04:17:27.826584,/api/reports,GET,new,user_848,medium,8,39,False,0.58,3,0,53.14985285705955,104.86993668370869,False,False,831.5125302895716
req_930973,2026-05-10 04:18:19.826584,/api/payments,GET,bot,user_640,simple,1,8,False,0.65,3,0,114.28620659199589,179.16557943310798,False,False,471.89178492074507
