origin,destination,route,airline,departure_date,search_date,booking_days,oil_price,oil_futures_price,oil_volatility,fuel_surcharge,is_holiday,is_promotion,discount_amount,event_impact,seasonal_effect,month,day_of_week,price
北京,成都,北京-成都,南方航空,2024-10-20,2024-08-02,79,70.7125341463445,75.06913228935495,0.025,150.0,0.5,0,0.0,1.2545918994895917,1.2545918994895917,10,6,1575.0
上海,深圳,上海-深圳,东方航空,2024-11-16,2024-09-05,72,80.03795267342589,77.45927357785803,0.025,80.06,0.5,0,0.0,1.48822533426975,1.48822533426975,11,5,1085.0
深圳,成都,深圳-成都,中国国航,2025-02-24,2025-02-15,9,107.17357824680694,79.82374510790947,0.02,120.76,0.0,0,0.0,1.3083247294100955,1.3083247294100955,2,0,2026.0
北京,广州,北京-广州,四川航空,2025-03-24,2025-01-26,57,101.27480578631963,74.95034491010522,0.025,203.19,0.0,0,0.0,1.3460972998435967,1.3460972998435967,3,0,1164.0
上海,广州,上海-广州,中国国航,2024-01-12,2024-01-04,8,69.06148739212146,81.15098886163177,0.02,80.0,0.0,0,0.0,1.344199647103335,1.344199647103335,1,4,1679.0
上海,广州,上海-广州,四川航空,2025-04-16,2025-02-22,53,104.3118383801721,74.84230697413449,0.025,116.47,0.0,0,0.0,1.439609481006413,1.439609481006413,4,2,1217.0
北京,上海,北京-上海,深圳航空,2025-05-12,2025-04-14,28,104.30205039712577,79.46608015387669,0.02,74.3,0.0,0,0.0,1.1531603220597177,1.1531603220597177,5,0,696.0
北京,广州,北京-广州,东方航空,2025-05-10,2025-04-25,15,109.71243403071706,79.88394082396482,0.02,224.28,0.5,0,0.0,1.2575204251446737,1.2575204251446737,5,5,2002.0
北京,上海,北京-上海,海南航空,2025-02-15,2024-12-02,75,101.18542167234138,81.49790026776863,0.025,71.19,0.5,0,0.0,0.7811878007222294,0.7811878007222294,2,5,722.0
北京,成都,北京-成都,深圳航空,2024-09-07,2024-06-12,87,74.72017248747454,82.05397639183587,0.03,150.0,0.5,0,0.0,1.0,1.0,9,5,1015.0
北京,上海,北京-上海,四川航空,2025-05-18,2025-02-21,86,104.57781031660988,75.42644012441144,0.03,74.58,0.5,0,0.0,1.4925897642114987,1.4925897642114987,5,6,970.0
深圳,成都,深圳-成都,深圳航空,2024-12-23,2024-10-28,56,89.71510358337922,74.82391244160561,0.025,94.57,0.0,0,0.0,1.4267356727275282,1.4267356727275282,12,0,1443.0
深圳,成都,深圳-成都,四川航空,2024-02-26,2024-02-12,14,66.28785187479994,75.57089948919527,0.02,80.0,0.0,0,0.0,1.3675696244176458,1.3675696244176458,2,0,2356.0
深圳,成都,深圳-成都,东方航空,2024-10-06,2024-09-18,18,87.26837679389527,75.73770975533594,0.02,90.9,0.5,1,0.18864904267749744,1.0152468119611733,1.251304140086969,10,6,1628.0
上海,广州,上海-广州,中国国航,2025-03-20,2025-01-18,61,99.70461346115255,77.08576899544725,0.025,109.56,0.0,0,0.0,1.4993662895375857,1.4993662895375857,3,3,956.0
上海,深圳,上海-深圳,南方航空,2024-09-23,2024-07-22,63,79.92748629895522,80.263177768858,0.025,80.0,0.0,0,0.0,1.2490722105891996,1.2490722105891996,9,0,877.0
深圳,成都,深圳-成都,海南航空,2025-01-04,2024-10-29,67,88.31180818522843,81.00584835562823,0.03,92.47,0.5,0,0.0,1.3051530663393618,1.3051530663393618,1,5,1862.0
北京,上海,北京-上海,南方航空,2024-12-04,2024-10-21,44,90.38393394194301,75.81744524833519,0.025,60.38,0.0,0,0.0,1.348011155696449,1.348011155696449,12,2,741.0
北京,上海,北京-上海,海南航空,2024-06-28,2024-05-28,31,68.83453443627627,81.55487129633075,0.02,50.0,0.0,0,0.0,1.1938069037747197,1.1938069037747197,6,4,656.0
上海,深圳,上海-深圳,深圳航空,2025-04-06,2025-03-26,11,102.2299013235364,79.01913414106808,0.02,113.34,0.5,0,0.0,0.837247894662607,0.837247894662607,4,6,1022.0
上海,广州,上海-广州,海南航空,2024-01-27,2024-01-15,12,66.19889033733129,76.67721749568776,0.02,80.0,0.5,0,0.0,1.3608298329757686,1.3608298329757686,1,5,2233.0
上海,广州,上海-广州,南方航空,2024-04-06,2024-01-21,76,64.84337344083798,73.24825070292952,0.03,80.0,0.5,0,0.0,1.48950797497563,1.48950797497563,4,5,1186.0
北京,成都,北京-成都,深圳航空,2024-12-26,2024-11-19,37,98.71981792440467,79.22716747795914,0.02,196.8,0.0,0,0.0,0.7974050089067761,0.7974050089067761,12,3,891.0
深圳,成都,深圳-成都,东方航空,2024-01-15,2024-01-10,5,68.80986631602008,79.49584992969694,0.02,80.0,0.0,0,0.0,1.5660144540386183,1.5660144540386183,1,0,2816.0
北京,广州,北京-广州,东方航空,2025-01-19,2024-10-26,85,88.8366036890499,84.40783634820012,0.03,172.09,0.5,0,0.0,1.3002961720627375,1.3002961720627375,1,6,1393.0
上海,广州,上海-广州,东方航空,2024-06-06,2024-03-23,75,68.23426842062604,76.66495846487481,0.03,80.0,0.0,0,0.0,0.7530366143626306,0.7530366143626306,6,3,533.0
上海,深圳,上海-深圳,海南航空,2025-01-17,2024-11-03,75,89.88191097923139,79.7674749670699,0.025,94.82,0.0,0,0.0,0.7144768341552664,0.7144768341552664,1,4,538.0
北京,广州,北京-广州,中国国航,2024-09-11,2024-07-09,64,73.7681035205887,75.97569592640394,0.025,150.0,0.0,0,0.0,1.3179654841027801,1.3179654841027801,9,2,1289.0
北京,广州,北京-广州,海南航空,2025-05-27,2025-03-10,78,105.2809106594204,79.15802779153361,0.025,213.2,0.0,0,0.0,0.8020379145744498,0.8020379145744498,5,1,858.0
北京,广州,北京-广州,四川航空,2024-02-24,2024-01-07,48,68.73354472888069,79.14168753714185,0.02,150.0,0.5,0,0.0,1.598837549554406,1.598837549554406,2,5,2198.0
深圳,成都,深圳-成都,东方航空,2024-09-08,2024-08-22,17,74.6561599736266,78.78902457929797,0.02,80.0,0.5,0,0.0,1.4490640342550483,1.4490640342550483,9,6,1979.0
上海,深圳,上海-深圳,深圳航空,2024-11-13,2024-10-17,27,89.62838582132927,74.6566645235696,0.02,94.44,0.0,0,0.0,1.4165677786874369,1.4165677786874369,11,2,1066.0
上海,广州,上海-广州,四川航空,2024-08-21,2024-07-21,31,78.51534049126661,79.30485343386789,0.02,80.0,0.0,0,0.0,1.4909401876496369,1.4909401876496369,8,2,1416.0
上海,深圳,上海-深圳,深圳航空,2025-04-30,2025-04-24,6,109.02766334969935,77.53748490642316,0.02,123.54,0.0,0,0.0,1.268850271831758,1.268850271831758,4,2,1458.0
北京,广州,北京-广州,深圳航空,2024-03-16,2024-03-02,14,74.94271754674386,77.62668389778578,0.02,150.0,0.5,0,0.0,0.8034271088053828,0.8034271088053828,3,5,1170.0
上海,深圳,上海-深圳,南方航空,2024-04-26,2024-03-13,44,72.80817225320841,75.44010684947521,0.02,80.0,0.0,0,0.0,0.7755340850577721,0.7755340850577721,4,4,527.0
上海,广州,上海-广州,南方航空,2024-08-27,2024-08-26,1,77.8106932777956,76.44046524105737,0.02,80.0,0.0,0,0.0,1.4026020101422032,1.4026020101422032,8,1,2578.0
深圳,成都,深圳-成都,南方航空,2025-06-01,2025-05-22,10,105.85145442582228,78.13963862699782,0.02,118.78,0.5,0,0.0,1.3824655628290006,1.3824655628290006,6,6,1930.0
上海,广州,上海-广州,四川航空,2024-07-07,2024-06-22,15,73.99926249808807,83.94804134257113,0.02,80.0,0.5,0,0.0,1.0,1.0,7,6,1289.0
北京,成都,北京-成都,东方航空,2024-11-23,2024-09-04,80,80.36223881946098,77.24477776506014,0.025,150.91,0.5,0,0.0,1.4303977112894903,1.4303977112894903,11,5,1692.0
北京,上海,北京-上海,东方航空,2024-08-21,2024-07-13,39,73.42866583947031,85.096854085553,0.02,50.0,0.0,0,0.0,1.2617448356857386,1.2617448356857386,8,2,1012.0
北京,广州,北京-广州,深圳航空,2024-11-14,2024-09-29,46,91.29927639882145,76.13786991237872,0.025,178.25,0.0,0,0.0,1.3228135738475766,1.3228135738475766,11,3,1592.0
上海,广州,上海-广州,南方航空,2024-03-23,2024-01-17,66,66.51244089976367,78.41078511026542,0.025,80.0,0.5,0,0.0,1.583379826601396,1.583379826601396,3,5,1357.0
北京,广州,北京-广州,中国国航,2024-10-20,2024-07-27,85,76.55537495706665,72.67211814687073,0.03,150.0,0.5,0,0.0,1.4205148431355834,1.4205148431355834,10,6,1290.0
深圳,成都,深圳-成都,南方航空,2024-12-20,2024-10-16,65,86.88389358111976,77.15012162076414,0.025,90.33,0.0,0,0.0,1.3044317189059957,1.3044317189059957,12,4,1121.0
北京,成都,北京-成都,东方航空,2024-12-24,2024-11-11,43,100.03300837291167,77.89417427431906,0.02,200.08,0.0,0,0.0,0.7108975068939585,0.7108975068939585,12,1,495.0
北京,广州,北京-广州,深圳航空,2024-09-01,2024-07-17,46,73.24101004780229,81.61238262827919,0.025,150.0,0.5,0,0.0,1.4499813782098023,1.4499813782098023,9,6,1607.0
上海,广州,上海-广州,四川航空,2024-08-10,2024-05-17,85,69.8149134970164,84.45567945012874,0.03,80.0,0.5,0,0.0,1.211035066159927,1.211035066159927,8,5,1356.0
北京,上海,北京-上海,东方航空,2024-06-14,2024-05-17,28,69.8149134970164,78.83514922710634,0.02,50.0,0.0,0,0.0,1.3553199300508776,1.3553199300508776,6,4,921.0
北京,成都,北京-成都,海南航空,2024-11-02,2024-09-02,61,80.84553975086466,77.93137077454436,0.025,152.11,0.5,0,0.0,1.5069938878971096,1.5069938878971096,11,5,1669.0
北京,广州,北京-广州,东方航空,2025-03-20,2025-02-24,24,101.94610270293387,74.76299536506528,0.02,204.87,0.0,0,0.0,1.399220406499363,1.399220406499363,3,3,1422.0
深圳,成都,深圳-成都,深圳航空,2024-06-06,2024-03-21,77,70.94646799134115,78.9084817661188,0.03,80.0,0.0,0,0.0,0.7479420706687162,0.7479420706687162,6,3,529.0
深圳,成都,深圳-成都,海南航空,2024-09-19,2024-09-17,2,88.74441757535686,78.34309311449482,0.02,93.12,0.0,0,0.0,1.4085537604462224,1.4085537604462224,9,3,2852.0
北京,成都,北京-成都,东方航空,2024-02-15,2024-01-22,24,64.52449808212604,80.23192923498071,0.02,150.0,1.0,0,0.0,1.3844448718331994,1.3844448718331994,2,3,2802.0
上海,深圳,上海-深圳,南方航空,2025-06-26,2025-03-30,88,103.38140242474388,78.0984186842264,0.03,115.07,0.0,0,0.0,0.778820485695463,0.778820485695463,6,3,454.0
上海,广州,上海-广州,四川航空,2024-03-25,2024-01-10,75,68.80986631602008,75.50966349097693,0.025,80.0,0.0,0,0.0,1.567111140712668,1.567111140712668,3,0,1266.0
北京,广州,北京-广州,海南航空,2025-06-04,2025-04-13,52,104.12808976008655,76.47754599248918,0.025,210.32,0.0,0,0.0,1.3212848521264076,1.3212848521264076,6,2,1253.0
北京,广州,北京-广州,南方航空,2024-12-17,2024-10-20,58,91.61820831978397,80.56096483480289,0.025,179.05,0.0,0,0.0,1.322742268489726,1.322742268489726,12,1,1237.0
上海,广州,上海-广州,四川航空,2025-01-09,2024-10-24,77,87.27558781767263,77.98561056725043,0.03,90.91,0.0,0,0.0,1.5446807231689739,1.5446807231689739,1,3,1388.0
北京,成都,北京-成都,中国国航,2025-03-26,2025-01-24,61,102.19486731702511,72.89730790145818,0.025,205.49,0.0,0,0.0,1.5181813103760713,1.5181813103760713,3,2,1299.0
上海,深圳,上海-深圳,深圳航空,2024-12-08,2024-10-03,66,92.43810369659943,75.40474476820013,0.025,98.66,0.5,0,0.0,1.4881717718677014,1.4881717718677014,12,6,1241.0
北京,上海,北京-上海,四川航空,2025-01-18,2024-11-22,57,102.26445643415211,79.7711224948811,0.025,72.26,0.5,0,0.0,0.8405687596365248,0.8405687596365248,1,5,582.0
深圳,成都,深圳-成都,东方航空,2024-06-18,2024-03-23,87,68.23426842062604,79.35056560950612,0.03,80.0,0.0,0,0.0,0.7293616877503714,0.7293616877503714,6,1,621.0
北京,广州,北京-广州,中国国航,2024-12-26,2024-10-03,84,92.43810369659943,82.05247717435428,0.025,181.1,0.0,0,0.0,1.2518403642052738,1.2518403642052738,12,3,1178.0
深圳,成都,深圳-成都,深圳航空,2025-05-16,2025-03-05,72,98.56553099251317,80.79637897402854,0.025,107.85,0.0,0,0.0,0.7802634948653677,0.7802634948653677,5,4,752.0
北京,广州,北京-广州,四川航空,2025-06-03,2025-05-14,20,103.72015590575278,78.39257445306569,0.02,209.3,0.0,0,0.0,1.157990072860418,1.157990072860418,6,1,1251.0
北京,上海,北京-上海,中国国航,2025-02-06,2025-01-24,13,102.19486731702511,82.6306456577342,0.02,72.19,0.0,0,0.0,1.447026241576919,1.447026241576919,2,3,1624.0
深圳,成都,深圳-成都,四川航空,2025-06-28,2025-06-01,27,92.19710254330104,80.43410361141683,0.02,98.3,0.5,0,0.0,1.0,1.0,6,5,1230.0
北京,成都,北京-成都,中国国航,2024-08-22,2024-06-01,82,69.00068366439993,83.5472234986991,0.025,150.0,0.0,0,0.0,1.0,1.0,8,3,1319.0
北京,广州,北京-广州,深圳航空,2024-02-25,2024-01-30,26,65.77092719814644,77.21515065239663,0.02,150.0,0.5,0,0.0,1.3411254286620855,1.3411254286620855,2,6,1721.0
上海,深圳,上海-深圳,四川航空,2025-01-19,2024-11-02,78,90.75029508243396,80.13680458383486,0.025,96.13,0.5,0,0.0,0.7631511001500304,0.7631511001500304,1,6,653.0
北京,广州,北京-广州,南方航空,2025-01-11,2024-12-04,38,101.09843287007298,84.25882328827275,0.02,202.75,0.5,0,0.0,0.8830446309637607,0.8830446309637607,1,5,1020.0
上海,广州,上海-广州,南方航空,2024-07-18,2024-06-21,27,73.39275500377776,84.10826363865925,0.02,80.0,0.0,0,0.0,1.0,1.0,7,3,1060.0
北京,上海,北京-上海,深圳航空,2024-06-11,2024-04-13,59,70.23145304077407,78.41352489521044,0.025,50.0,0.0,0,0.0,1.3732895899209463,1.3732895899209463,6,1,883.0
上海,深圳,上海-深圳,海南航空,2024-03-30,2024-02-15,44,66.0273565989476,75.4390328901176,0.02,80.0,0.5,0,0.0,1.5733690215583616,1.5733690215583616,3,5,1633.0
北京,上海,北京-上海,东方航空,2024-07-29,2024-07-19,10,76.18253655454774,78.84474893988035,0.02,50.0,0.0,0,0.0,1.2688839204726676,1.2688839204726676,7,0,1358.0
上海,广州,上海-广州,深圳航空,2024-04-08,2024-01-10,89,68.80986631602008,78.6384457560631,0.03,80.0,0.0,0,0.0,1.5248613658477643,1.5248613658477643,4,0,1079.0
上海,深圳,上海-深圳,中国国航,2025-03-08,2025-03-03,5,98.7076584665654,76.8977527318349,0.02,108.06,0.5,0,0.0,0.8182303968521553,0.8182303968521553,3,5,929.0
上海,深圳,上海-深圳,深圳航空,2025-01-31,2025-01-11,20,98.8940122911811,78.9543331644985,0.02,108.34,1.0,0,0.0,1.438782205397879,1.438782205397879,1,4,2048.0
上海,广州,上海-广州,中国国航,2024-03-18,2024-01-03,75,71.20016863648075,77.21120651990911,0.025,80.0,0.0,0,0.0,1.340289513883931,1.340289513883931,3,0,945.0
北京,广州,北京-广州,海南航空,2024-04-10,2024-04-08,2,68.30575787742073,78.81609480778657,0.02,150.0,0.0,1,0.22768112505102833,0.9989323626618264,1.2934195900984906,4,2,1471.0
北京,上海,北京-上海,深圳航空,2025-05-15,2025-04-26,19,109.4658850743372,78.09247905533962,0.02,79.47,0.0,0,0.0,1.312093846822098,1.312093846822098,5,3,1001.0
北京,上海,北京-上海,四川航空,2025-04-27,2025-03-25,33,104.62822613380102,78.82455235678552,0.02,74.63,0.5,0,0.0,0.8226134024673161,0.8226134024673161,4,6,550.0
北京,广州,北京-广州,东方航空,2024-07-13,2024-06-05,38,70.52300636499061,83.83784890064335,0.02,150.0,0.5,0,0.0,1.0,1.0,7,5,1183.0
北京,成都,北京-成都,四川航空,2025-05-09,2025-04-23,16,108.56000182140501,77.07696286337881,0.02,221.4,0.0,0,0.0,1.3060903143637705,1.3060903143637705,5,4,1781.0
上海,广州,上海-广州,深圳航空,2024-07-27,2024-06-27,30,77.94662612488743,85.22575502742416,0.02,80.0,0.5,0,0.0,1.0,1.0,7,5,1254.0
北京,广州,北京-广州,东方航空,2024-11-10,2024-11-09,1,100.92027405815753,80.54125557971483,0.02,202.3,0.5,0,0.0,0.7770804781351648,0.7770804781351648,11,6,1580.0
北京,广州,北京-广州,海南航空,2024-07-29,2024-07-19,10,76.18253655454774,76.3418032471433,0.02,150.0,0.0,0,0.0,1.3761776251972404,1.3761776251972404,7,0,2303.0
北京,广州,北京-广州,南方航空,2024-09-20,2024-06-28,84,78.56784833675154,77.31489451871391,0.03,150.0,0.0,1,0.24653973046600808,0.7534602695339919,1.0,9,4,772.0
北京,上海,北京-上海,南方航空,2025-02-23,2025-02-07,16,101.84068617854946,76.06979660474605,0.02,71.84,0.5,0,0.0,1.3914886935347917,1.3914886935347917,2,6,1397.0
北京,广州,北京-广州,深圳航空,2024-03-23,2024-03-11,12,71.93821002607713,76.34664899047978,0.02,150.0,0.5,0,0.0,0.717235331639341,0.717235331639341,3,5,1051.0
北京,广州,北京-广州,四川航空,2024-10-30,2024-08-13,78,75.76141034359321,74.04703905611383,0.025,150.0,0.0,0,0.0,1.205085376992311,1.205085376992311,10,2,1018.0
北京,上海,北京-上海,深圳航空,2024-09-02,2024-07-02,62,77.34616901855685,78.54253997765346,0.025,50.0,0.0,0,0.0,1.213647965204784,1.213647965204784,9,0,764.0
北京,广州,北京-广州,中国国航,2024-04-28,2024-03-18,41,71.00360742525,77.69679716171257,0.02,150.0,0.5,0,0.0,0.7351391549412495,0.7351391549412495,4,6,864.0
北京,广州,北京-广州,深圳航空,2024-06-05,2024-05-03,33,69.89943953197732,78.60482382035082,0.02,150.0,0.0,0,0.0,1.3143271614292225,1.3143271614292225,6,2,1017.0
北京,上海,北京-上海,海南航空,2024-09-23,2024-09-08,15,82.21581832388345,76.32603594978521,0.02,52.22,0.0,1,0.15103596387189813,1.1566683853495805,1.3624468600870727,9,0,816.0
上海,广州,上海-广州,深圳航空,2025-04-02,2025-02-18,43,105.391407334621,75.91954893619133,0.025,118.09,0.0,0,0.0,1.5239357002901885,1.5239357002901885,4,2,1242.0
北京,成都,北京-成都,中国国航,2024-03-15,2024-02-12,32,66.28785187479994,73.97885892147302,0.02,150.0,0.0,1,0.2957517839128137,0.9824022862510204,1.394965956334632,3,4,761.0
北京,广州,北京-广州,海南航空,2024-05-07,2024-02-17,80,66.3929607448983,80.83830551794962,0.03,150.0,0.0,0,0.0,1.528866386362233,1.528866386362233,5,1,1379.0
上海,广州,上海-广州,深圳航空,2025-03-05,2025-02-11,22,104.70781247788514,73.73059700369932,0.02,117.06,0.0,0,0.0,1.4037327595817852,1.4037327595817852,3,2,1203.0
北京,广州,北京-广州,深圳航空,2024-10-05,2024-10-03,2,92.43810369659943,79.16091325766209,0.02,181.1,0.5,0,0.0,1.3265056873601948,1.3265056873601948,10,5,3009.0
上海,广州,上海-广州,中国国航,2025-01-13,2024-11-30,44,101.63694447318419,77.42603096925585,0.025,112.46,0.0,0,0.0,0.7343686827742613,0.7343686827742613,1,0,908.0
上海,广州,上海-广州,海南航空,2025-03-01,2024-12-27,64,97.66664754502929,78.9966346252408,0.03,106.5,0.5,0,0.0,0.8554874326501983,0.8554874326501983,3,5,623.0
上海,广州,上海-广州,东方航空,2024-05-31,2024-04-08,53,68.30575787742073,77.73198476387775,0.02,80.0,0.0,0,0.0,1.2674587411223086,1.2674587411223086,5,4,1163.0
北京,成都,北京-成都,四川航空,2024-08-09,2024-06-11,59,75.16831041159583,79.36261765686257,0.025,150.0,0.0,0,0.0,1.0,1.0,8,4,1461.0
北京,上海,北京-上海,南方航空,2025-05-17,2025-04-30,17,108.80721218644771,81.83327230777654,0.02,78.81,0.5,0,0.0,1.1702498763105011,1.1702498763105011,5,5,1005.0
北京,广州,北京-广州,深圳航空,2025-06-26,2025-06-11,15,91.88694825194125,76.45838845893033,0.02,179.72,0.0,0,0.0,1.0,1.0,6,3,1120.0
北京,成都,北京-成都,四川航空,2024-11-28,2024-09-10,79,83.63048212991009,73.66942737103815,0.025,159.08,0.0,0,0.0,1.2580388588567952,1.2580388588567952,11,3,1225.0
北京,广州,北京-广州,四川航空,2024-04-08,2024-02-20,48,68.20136154167412,76.15139659296396,0.025,150.0,0.0,0,0.0,1.3408332166638677,1.3408332166638677,4,0,1536.0
北京,上海,北京-上海,深圳航空,2024-06-11,2024-06-10,1,73.65688139533356,81.3400029459825,0.02,50.0,0.0,0,0.0,1.0,1.0,6,1,721.0
上海,广州,上海-广州,东方航空,2024-08-16,2024-05-23,85,65.21830468967605,82.88796640973491,0.03,80.0,0.0,0,0.0,1.311175604566332,1.311175604566332,8,4,1179.0
北京,广州,北京-广州,东方航空,2024-03-19,2024-01-02,77,71.71563114566325,75.85492384723457,0.025,150.0,0.0,0,0.0,1.398733946515509,1.398733946515509,3,1,1289.0
上海,深圳,上海-深圳,中国国航,2025-01-01,2024-12-13,19,100.28593456347346,81.53045903100612,0.02,110.43,1.0,0,0.0,0.8284963441999745,0.8284963441999745,1,2,1115.0
上海,广州,上海-广州,南方航空,2025-05-12,2025-03-04,69,98.225922168586,78.64504953942718,0.025,107.34,0.0,0,0.0,0.749164626426536,0.749164626426536,5,0,526.0
北京,广州,北京-广州,四川航空,2024-04-08,2024-02-14,54,66.60412479893323,78.37322453432253,0.025,150.0,0.0,0,0.0,1.558160661424099,1.558160661424099,4,0,1592.0
上海,深圳,上海-深圳,深圳航空,2024-12-08,2024-11-21,17,100.79699083004803,80.51959490540573,0.02,111.2,0.5,0,0.0,0.7066332136152634,0.7066332136152634,12,6,580.0
深圳,成都,深圳-成都,南方航空,2025-02-19,2025-01-22,28,99.8315646063431,79.45440903979697,0.02,109.75,0.0,0,0.0,1.379771186076758,1.379771186076758,2,2,1988.0
北京,广州,北京-广州,海南航空,2024-12-03,2024-11-03,30,89.88191097923139,77.9964097966637,0.02,174.7,0.0,0,0.0,0.8132247311279833,0.8132247311279833,12,1,975.0
北京,成都,北京-成都,海南航空,2024-03-18,2024-03-10,8,72.1258703873752,77.36953835636409,0.02,150.0,0.0,0,0.0,0.7548956765132081,0.7548956765132081,3,0,1294.0
上海,广州,上海-广州,中国国航,2024-11-06,2024-10-14,23,87.6716487184402,74.94933695717843,0.02,91.51,0.0,0,0.0,1.357878028240251,1.357878028240251,11,2,1125.0
北京,成都,北京-成都,四川航空,2024-12-20,2024-11-01,49,90.32918824175992,78.38477838734094,0.02,175.82,0.0,0,0.0,0.7497442671078127,0.7497442671078127,12,4,904.0
上海,深圳,上海-深圳,南方航空,2025-02-21,2025-01-04,48,99.04264995568042,78.97963557531553,0.02,108.56,0.0,0,0.0,1.4509271779569035,1.4509271779569035,2,4,1188.0
北京,广州,北京-广州,中国国航,2024-09-01,2024-08-24,8,76.54880940156842,80.71546791094063,0.02,150.0,0.5,0,0.0,1.3705342916391066,1.3705342916391066,9,6,2236.0
上海,广州,上海-广州,四川航空,2025-04-25,2025-01-29,86,101.42859570553172,76.01843287817294,0.03,112.14,0.0,0,0.0,1.5227650530837664,1.5227650530837664,4,4,1193.0
深圳,成都,深圳-成都,南方航空,2024-03-17,2024-02-09,37,66.50618396307198,77.83892368089339,0.02,80.0,0.5,0,0.0,1.4102532998926052,1.4102532998926052,3,6,1108.0
北京,成都,北京-成都,东方航空,2024-04-18,2024-01-30,79,65.77092719814644,75.61252135727126,0.03,150.0,0.0,0,0.0,1.5400167595894836,1.5400167595894836,4,3,1838.0
北京,上海,北京-上海,南方航空,2025-03-25,2025-02-04,49,100.90451012680883,77.05645820789157,0.02,70.9,0.0,0,0.0,1.3073443337516435,1.3073443337516435,3,1,907.0
上海,深圳,上海-深圳,四川航空,2024-05-10,2024-03-14,57,73.0427513526661,76.79159844572557,0.025,80.0,0.0,0,0.0,0.8276342170227515,0.8276342170227515,5,4,610.0
北京,广州,北京-广州,海南航空,2024-07-21,2024-06-13,38,72.3863136113484,83.21775357727434,0.02,150.0,0.5,0,0.0,1.0,1.0,7,6,1092.0
上海,深圳,上海-深圳,南方航空,2025-04-26,2025-04-19,7,107.86469307689616,81.09507174787177,0.02,121.8,0.5,0,0.0,1.3238500146248025,1.3238500146248025,4,5,1894.0
北京,成都,北京-成都,四川航空,2025-06-28,2025-05-17,42,104.49595338210453,77.35626126587405,0.02,211.24,0.5,0,0.0,1.2688192287938924,1.2688192287938924,6,5,1781.0
北京,上海,北京-上海,东方航空,2024-05-26,2024-03-23,64,68.23426842062604,81.85986231270661,0.025,50.0,0.5,0,0.0,0.7995690193577247,0.7995690193577247,5,6,621.0
北京,成都,北京-成都,深圳航空,2025-06-12,2025-05-02,41,105.89412150566694,79.20370404822171,0.02,214.74,0.0,0,0.0,1.3701013550400507,1.3701013550400507,6,3,1613.0
上海,深圳,上海-深圳,海南航空,2024-08-20,2024-06-13,68,72.3863136113484,78.8388346176282,0.025,80.0,0.0,0,0.0,1.0,1.0,8,1,684.0
上海,广州,上海-广州,深圳航空,2024-03-23,2024-01-18,65,67.11577711289542,76.701570661463,0.025,80.0,0.5,0,0.0,1.4402103372937087,1.4402103372937087,3,5,1355.0
上海,深圳,上海-深圳,中国国航,2024-08-08,2024-05-23,77,65.21830468967605,84.27831631461302,0.03,80.0,0.0,0,0.0,1.2246504834172764,1.2246504834172764,8,3,1029.0
北京,成都,北京-成都,东方航空,2024-10-26,2024-09-11,45,83.8907035696279,78.54531557134793,0.02,159.73,0.5,0,0.0,1.3752855496196879,1.3752855496196879,10,5,1820.0
深圳,成都,深圳-成都,海南航空,2024-05-28,2024-04-12,46,69.77361024551134,78.36392967187852,0.02,80.0,0.0,0,0.0,1.3111367511577061,1.3111367511577061,5,1,1155.0
上海,广州,上海-广州,南方航空,2024-05-22,2024-04-26,26,67.76589159485107,77.23488161272168,0.02,80.0,0.0,0,0.0,1.3035566610994298,1.3035566610994298,5,2,1201.0
上海,广州,上海-广州,南方航空,2025-01-11,2024-11-28,44,100.72104526358605,82.06403721744769,0.025,111.08,0.5,1,0.18906238760659325,0.6638419504832398,0.8186103842488847,1,5,703.0
北京,上海,北京-上海,南方航空,2025-04-28,2025-03-31,28,103.85268194981202,75.58136729008181,0.02,73.85,0.0,0,0.0,0.7901431990306702,0.7901431990306702,4,0,598.0
深圳,成都,深圳-成都,东方航空,2025-01-26,2024-10-31,87,90.48213613690457,83.10841626873582,0.03,95.72,0.5,0,0.0,1.4504249035562915,1.4504249035562915,1,6,1537.0
上海,广州,上海-广州,东方航空,2025-03-30,2025-01-29,60,101.42859570553172,77.05512710883085,0.025,112.14,0.5,0,0.0,1.4678441003835379,1.4678441003835379,3,6,1511.0
深圳,成都,深圳-成都,深圳航空,2024-08-16,2024-06-01,76,69.00068366439993,79.88416933988016,0.025,80.0,0.0,0,0.0,1.0,1.0,8,4,1117.0
上海,深圳,上海-深圳,四川航空,2025-06-19,2025-04-17,63,107.96524444594127,80.1722018399082,0.025,121.95,0.0,0,0.0,1.3812677560409632,1.3812677560409632,6,3,857.0
深圳,成都,深圳-成都,深圳航空,2024-11-20,2024-09-04,77,80.36223881946098,75.87741342974685,0.025,80.54,0.0,0,0.0,1.5047001295081657,1.5047001295081657,11,2,1288.0
北京,广州,北京-广州,中国国航,2025-01-22,2024-11-21,62,100.79699083004803,79.13055858393074,0.025,201.99,0.0,0,0.0,0.7805524656431766,0.7805524656431766,1,2,927.0
深圳,成都,深圳-成都,海南航空,2024-08-16,2024-08-11,5,71.28335679593576,77.02981013119013,0.02,80.0,0.0,0,0.0,1.2578317777560346,1.2578317777560346,8,4,2472.0
