user_id,movie_id,rating,rating_date
U010,M166,3.1,2026-05-18
U019,M185,3.0,2025-09-19
U085,M112,2.6,2026-03-18
U011,M036,3.2,2025-07-02
U054,M117,3.4,2025-06-04
U078,M109,3.7,2025-07-11
U024,M117,2.8,2025-09-08
U055,M142,4.2,2025-10-08
U050,M091,2.5,2026-01-31
U024,M109,2.9,2025-07-21
U001,M148,2.4,2025-09-13
U065,M069,2.6,2025-10-28
U070,M148,3.7,2025-11-20
U005,M010,3.8,2025-08-09
U062,M181,2.6,2025-11-19
U015,M149,2.6,2025-09-22
U089,M021,3.0,2026-03-15
U094,M188,2.6,2025-08-30
U097,M200,3.7,2026-01-03
U060,M133,2.9,2026-04-16
U067,M157,2.3,2026-04-11
U032,M121,4.0,2025-07-08
U095,M170,4.0,2025-06-18
U010,M176,2.8,2025-07-06
U070,M149,3.1,2025-12-18
U069,M200,3.7,2026-05-21
U061,M147,4.0,2025-12-08
U054,M091,3.0,2025-12-27
U038,M043,2.5,2026-05-08
U094,M145,3.1,2026-01-13
U008,M162,3.5,2025-09-26
U075,M044,4.1,2025-08-06
U007,M169,3.2,2025-12-28
U095,M160,3.5,2026-05-13
U037,M125,2.9,2026-04-14
U017,M130,4.0,2026-04-17
U036,M065,4.1,2026-03-20
U079,M072,2.8,2026-01-06
U033,M004,3.0,2026-03-30
U078,M045,3.9,2025-07-28
U058,M095,3.9,2026-02-26
U034,M180,4.0,2026-01-26
U063,M047,3.2,2025-08-29
U005,M088,3.7,2026-04-13
U019,M153,3.9,2026-03-09
U064,M193,3.4,2025-10-27
U099,M099,3.1,2026-01-25
U085,M113,3.7,2025-07-04
U022,M054,3.8,2025-08-04
U094,M089,3.6,2026-04-29
U083,M068,3.5,2026-03-28
U007,M043,3.0,2025-10-01
U052,M122,3.2,2025-12-23
U061,M192,3.6,2025-08-27
U030,M098,2.6,2025-06-11
U091,M100,3.6,2025-09-26
U034,M038,2.7,2025-08-28
U056,M004,3.3,2025-12-30
U058,M098,3.7,2025-06-13
U041,M136,2.7,2025-06-11
U006,M025,2.7,2025-08-27
U082,M091,2.2,2025-10-17
U079,M167,3.5,2026-01-07
U043,M070,3.1,2026-01-10
U013,M066,4.1,2025-06-25
U075,M101,2.8,2025-10-02
U099,M173,3.4,2026-01-23
U094,M173,2.9,2025-07-29
U099,M050,3.9,2025-09-02
U044,M174,3.8,2025-06-07
U024,M081,3.2,2025-08-19
U002,M173,3.7,2026-05-22
U009,M004,3.0,2025-10-28
U013,M135,2.9,2026-04-03
U088,M115,3.3,2025-11-28
U029,M186,3.5,2026-01-01
U004,M159,2.8,2026-04-09
U008,M153,2.8,2025-06-24
U028,M154,3.2,2025-07-04
U016,M182,2.9,2026-03-26
U012,M155,2.5,2026-03-21
U049,M169,3.6,2025-06-29
U073,M048,3.8,2026-03-31
U090,M048,2.9,2026-01-17
U038,M120,2.6,2025-06-22
U010,M164,4.0,2025-10-06
U036,M197,2.6,2025-10-20
U089,M171,2.0,2025-12-12
U033,M042,3.0,2026-04-19
U036,M199,2.7,2026-04-25
U049,M100,2.9,2025-12-07
U008,M067,3.7,2026-01-11
U063,M052,3.3,2025-07-18
U051,M046,2.5,2025-06-30
U063,M028,3.4,2026-03-14
U070,M197,3.7,2025-10-18
U028,M158,3.2,2025-07-01
U014,M114,4.2,2026-01-14
U014,M009,2.7,2026-04-19
U010,M147,2.3,2026-01-18
U100,M115,2.8,2026-05-17
U064,M039,3.0,2025-06-26
U082,M001,3.7,2026-05-07
U086,M100,3.0,2026-01-10
U020,M180,3.3,2025-12-09
U051,M148,2.6,2026-05-25
U066,M182,3.9,2025-09-17
U062,M112,2.8,2025-11-01
U094,M200,3.7,2026-04-21
U070,M058,3.4,2026-05-25
U050,M177,2.8,2025-09-22
U016,M146,3.4,2025-08-25
U046,M086,3.2,2025-06-11
U039,M103,3.2,2026-04-28
U081,M166,3.7,2026-04-10
U047,M137,2.9,2025-12-03
U011,M118,3.5,2025-12-29
U083,M052,3.5,2026-02-25
U071,M011,3.5,2025-11-11
U085,M049,2.4,2025-12-24
U090,M100,4.2,2026-04-02
U063,M022,2.3,2025-07-07
U057,M189,2.9,2026-02-18
U018,M010,3.0,2026-02-17
U004,M185,3.3,2025-07-27
U031,M126,2.4,2025-11-08
U009,M139,3.4,2025-07-01
U040,M128,2.3,2025-08-26
U058,M005,2.4,2026-05-08
U044,M015,2.0,2025-12-05
U093,M011,2.0,2025-10-31
U016,M055,3.4,2025-06-26
U086,M134,3.6,2025-10-04
U087,M138,3.7,2026-03-11
U095,M149,2.8,2026-01-27
U010,M010,3.2,2026-03-15
U063,M168,3.2,2026-05-17
U061,M159,2.4,2026-05-03
U032,M180,4.2,2025-06-28
U017,M004,3.3,2026-02-27
U081,M013,3.4,2025-12-20
U013,M117,3.1,2025-07-18
U022,M152,3.0,2026-04-24
U014,M030,2.2,2025-09-14
U077,M158,2.7,2026-02-03
U009,M052,3.3,2025-10-20
U044,M189,2.5,2025-06-13
U052,M084,2.9,2026-03-26
U018,M083,3.6,2026-02-06
U098,M012,3.2,2025-07-27
U023,M086,3.2,2026-04-24
U016,M071,3.8,2026-03-15
U097,M107,3.3,2026-03-01
U090,M095,3.3,2025-08-16
U022,M113,2.9,2026-01-22
U075,M011,3.2,2026-03-19
U013,M162,3.7,2025-07-17
U049,M200,4.0,2026-03-07
U003,M125,3.2,2026-04-15
U001,M002,3.7,2026-02-24
U012,M181,2.6,2025-06-27
U076,M073,3.5,2025-10-25
U089,M198,3.2,2025-09-25
U089,M033,4.3,2026-02-10
U019,M164,3.0,2026-01-08
U067,M116,3.9,2025-10-28
U031,M045,3.2,2025-07-18
U089,M010,2.4,2025-07-25
U024,M184,3.0,2025-09-13
U079,M023,2.8,2025-07-09
U039,M090,3.0,2025-10-24
U001,M143,2.9,2026-01-26
U025,M031,2.2,2025-08-28
U013,M159,2.7,2025-11-22
U098,M139,3.8,2025-09-09
U029,M119,3.9,2025-07-10
U085,M054,3.4,2026-01-05
U007,M050,3.5,2026-03-30
U020,M176,3.1,2025-09-26
U064,M046,3.2,2026-03-06
U086,M012,2.4,2026-04-29
U083,M094,3.0,2026-01-01
U027,M112,2.5,2026-01-18
U069,M046,3.0,2026-03-07
U004,M125,3.7,2025-09-05
U015,M019,2.3,2026-01-26
U093,M114,2.4,2025-07-27
U075,M084,3.1,2025-10-24
U026,M192,3.3,2025-06-14
U042,M059,3.8,2026-03-31
U026,M097,2.5,2026-02-03
U010,M121,3.6,2025-07-31
U063,M014,3.7,2025-10-15
U019,M056,3.3,2025-07-18
U059,M046,2.3,2025-11-09
U048,M035,4.0,2025-10-04
U093,M050,3.3,2025-07-07
U046,M070,2.5,2026-02-12
U043,M033,3.4,2026-05-10
U089,M146,3.6,2026-04-26
U036,M035,3.0,2026-03-31
U060,M118,2.6,2025-10-24
U022,M195,2.7,2025-12-02
U029,M076,3.4,2025-07-21
U021,M164,3.7,2025-07-17
U022,M148,3.4,2025-08-16
U067,M126,3.5,2026-02-05
U076,M122,1.8,2025-10-02
U036,M004,3.4,2025-10-19
U095,M064,2.2,2026-01-20
U042,M112,2.6,2025-08-03
U029,M152,2.2,2026-03-11
U005,M109,3.6,2025-08-28
U051,M123,2.8,2025-06-04
U031,M022,2.8,2025-08-14
U097,M004,2.2,2025-06-06
U094,M105,3.6,2026-02-04
U017,M092,2.6,2025-12-26
U031,M166,2.1,2026-04-10
U003,M123,3.0,2025-06-18
U040,M042,3.5,2025-05-31
U059,M147,3.7,2025-08-01
U004,M117,2.5,2025-10-01
U099,M036,3.3,2025-05-31
U052,M048,3.1,2025-11-18
U081,M119,4.2,2025-05-31
U010,M099,3.4,2025-06-07
U043,M136,3.7,2026-05-10
U038,M110,3.0,2026-01-08
U090,M157,2.7,2025-08-22
U074,M054,3.0,2025-06-10
U011,M159,3.2,2025-12-06
U095,M015,3.1,2025-09-05
U087,M094,3.7,2026-04-30
U015,M099,3.0,2025-11-20
U060,M159,3.3,2026-05-06
U047,M094,2.9,2026-02-26
U083,M144,3.4,2025-05-31
U009,M144,2.3,2025-05-28
U100,M053,3.3,2026-03-17
U043,M062,3.9,2025-08-23
U015,M167,3.3,2025-09-24
U095,M193,1.6,2025-08-02
U042,M091,3.1,2026-01-10
U065,M175,3.3,2025-10-22
U036,M014,2.3,2026-04-24
U048,M089,3.6,2025-10-07
U063,M129,2.5,2025-08-30
U016,M121,2.9,2025-05-28
U069,M174,4.2,2025-08-27
U038,M116,3.3,2025-07-13
U048,M173,3.4,2025-06-06
U009,M049,3.5,2025-10-04
U012,M021,3.0,2025-11-07
U023,M074,3.4,2026-04-17
U015,M179,4.3,2026-03-12
U067,M161,3.2,2026-05-15
U038,M107,3.6,2025-06-11
U070,M034,3.5,2025-09-26
U045,M108,3.3,2025-10-11
U095,M166,4.0,2026-05-16
U038,M049,2.3,2026-04-24
U003,M060,3.7,2025-09-02
U083,M086,2.6,2025-10-28
U075,M088,3.2,2025-06-25
U083,M084,2.8,2025-09-20
U076,M171,3.2,2025-06-04
U068,M141,3.3,2025-10-11
U059,M078,3.3,2025-08-09
U017,M079,3.4,2026-02-28
U034,M059,3.6,2025-09-21
U048,M074,3.2,2026-05-02
U019,M091,3.0,2026-01-01
U059,M043,3.9,2025-07-14
U021,M183,4.3,2025-08-25
U037,M047,2.4,2026-02-26
U091,M178,3.8,2025-06-19
U020,M042,3.7,2026-01-25
U015,M011,2.9,2025-12-15
U034,M095,3.0,2026-02-21
U027,M144,3.2,2025-05-29
U005,M171,3.0,2025-12-15
U045,M038,3.1,2025-11-17
U058,M139,2.3,2026-03-04
U069,M078,2.7,2026-03-25
U004,M104,3.7,2025-09-13
U041,M040,2.1,2026-05-24
U095,M140,2.1,2025-09-09
U043,M166,2.9,2025-05-30
U038,M122,2.2,2025-12-29
U097,M147,3.7,2025-06-19
U019,M145,3.5,2025-10-12
U044,M177,2.6,2026-03-30
U094,M123,4.2,2026-05-06
U018,M174,3.9,2025-08-17
U015,M079,2.7,2026-05-14
U052,M159,2.3,2026-02-03
U058,M092,4.0,2026-04-09
U042,M015,2.4,2025-07-19
U083,M050,2.3,2025-08-01
U026,M006,4.6,2026-04-14
U069,M115,4.1,2025-06-14
U086,M023,3.4,2025-09-06
U051,M050,2.8,2025-09-17
U041,M155,3.2,2025-07-21
U066,M015,3.1,2025-06-19
U047,M102,3.5,2026-03-12
U092,M110,3.3,2025-11-18
U050,M096,3.2,2026-05-20
U037,M089,2.9,2025-11-28
U040,M115,2.9,2025-08-12
U012,M056,1.8,2025-10-11
U095,M107,3.3,2025-10-12
U037,M042,2.6,2025-10-21
U094,M107,2.4,2026-03-16
U076,M154,3.4,2026-04-12
U019,M054,3.8,2025-12-22
U061,M135,3.2,2025-12-06
U009,M152,2.3,2025-11-15
U012,M002,2.7,2025-10-29
U082,M070,3.6,2025-10-26
U091,M146,3.5,2026-03-17
U026,M048,3.3,2025-11-12
U038,M142,2.3,2025-09-17
U006,M078,3.7,2025-07-31
U039,M127,2.3,2025-08-13
U095,M119,3.1,2026-02-01
U004,M001,2.7,2026-03-09
U034,M077,2.2,2025-07-03
U082,M121,3.7,2026-03-24
U084,M171,2.9,2025-12-30
U054,M046,3.4,2025-09-17
U089,M166,3.4,2026-01-21
U004,M031,3.5,2026-01-05
U064,M018,2.9,2025-07-24
U096,M093,2.9,2025-08-02
U062,M145,2.5,2025-10-15
U034,M161,2.8,2025-06-09
U061,M178,3.3,2026-03-26
U048,M132,2.9,2025-08-05
U003,M067,2.7,2026-03-04
U075,M015,2.5,2026-03-13
U041,M119,2.1,2025-06-06
U018,M092,3.6,2026-03-04
U007,M070,2.4,2025-11-23
U054,M163,2.8,2025-11-25
U007,M075,2.6,2025-12-28
U068,M164,3.8,2026-04-17
U066,M050,3.4,2025-07-09
U077,M193,2.7,2026-03-02
U070,M083,3.2,2025-12-16
U088,M078,2.6,2026-01-08
U088,M179,4.2,2025-06-08
U047,M025,2.6,2025-08-26
U075,M091,3.1,2026-03-14
U002,M036,2.9,2025-09-03
U037,M096,3.1,2025-09-20
U053,M088,2.7,2026-03-04
U014,M056,3.1,2026-03-08
U065,M057,3.0,2026-02-19
U072,M158,3.0,2025-06-07
U068,M137,3.4,2025-05-27
U071,M180,4.3,2026-03-29
U054,M118,2.8,2026-04-17
U015,M034,2.2,2026-05-18
U062,M090,3.2,2025-12-18
U089,M093,4.5,2026-03-16
U057,M153,3.0,2025-09-01
U098,M088,4.2,2026-02-27
U091,M078,4.3,2026-05-12
U096,M031,3.1,2026-02-02
U017,M178,3.4,2026-03-15
U089,M059,3.6,2025-12-20
U017,M054,3.0,2026-03-21
U011,M109,3.1,2025-06-07
U098,M029,2.5,2026-04-17
U003,M199,2.5,2025-09-21
U097,M111,2.9,2026-05-05
U026,M028,2.7,2026-05-10
U085,M132,3.6,2025-07-27
U008,M121,3.1,2026-03-27
U033,M012,3.5,2026-04-23
U039,M171,2.3,2026-05-21
U097,M025,3.3,2026-03-24
U078,M053,3.5,2025-07-30
U045,M008,3.0,2026-04-10
U019,M192,3.4,2026-01-04
U021,M129,3.9,2025-07-17
U031,M130,3.3,2025-08-08
U009,M026,2.9,2025-08-03
U098,M004,3.0,2025-08-29
U028,M184,3.2,2026-02-17
U037,M044,3.0,2025-08-24
U028,M130,2.4,2025-05-29
U061,M094,3.0,2025-06-03
U076,M048,2.7,2025-10-13
U087,M028,3.4,2026-02-23
U046,M098,2.2,2025-10-21
U028,M132,2.5,2026-01-30
U053,M029,3.5,2025-12-17
U016,M120,4.0,2026-03-31
U098,M093,2.3,2025-05-31
U037,M143,2.8,2026-05-06
U011,M084,3.5,2025-09-16
U059,M154,4.2,2025-12-18
U088,M114,3.1,2026-01-31
U071,M105,3.6,2025-12-29
U055,M049,2.8,2026-04-21
U061,M174,3.6,2025-11-19
U023,M004,3.0,2025-06-15
U063,M173,3.3,2026-04-03
U051,M113,3.6,2025-09-01
U085,M174,2.8,2026-04-13
U016,M037,2.6,2025-11-05
U052,M178,2.3,2025-07-28
U014,M190,3.5,2026-03-01
U009,M094,2.5,2026-02-14
U044,M052,2.3,2025-07-26
U052,M032,3.3,2026-01-27
U055,M186,4.2,2025-09-13
U036,M196,2.9,2025-08-02
U076,M070,3.7,2025-07-01
U052,M092,3.4,2025-09-25
U086,M155,3.1,2025-10-31
U063,M131,3.8,2026-01-04
U014,M032,3.1,2026-01-18
U063,M128,3.2,2026-01-28
U081,M035,3.1,2026-05-11
U013,M189,3.8,2026-04-29
U009,M128,3.1,2025-06-13
U004,M046,2.5,2025-11-12
U078,M174,3.3,2025-12-10
U020,M078,3.0,2025-07-12
U080,M025,3.0,2026-04-17
U085,M193,2.8,2025-09-02
U099,M127,3.9,2025-09-30
U026,M076,3.6,2025-06-22
U064,M126,3.2,2025-09-10
U070,M140,3.7,2026-05-17
U098,M009,3.3,2025-10-18
U016,M099,3.0,2025-10-08
U041,M097,2.2,2025-10-12
U059,M010,2.3,2026-05-10
U100,M078,2.4,2025-05-30
U022,M126,3.1,2025-10-18
U018,M080,3.2,2025-11-08
U063,M196,3.1,2026-03-31
U073,M173,3.6,2025-09-17
U085,M142,3.4,2025-06-10
U070,M147,3.2,2025-09-28
U065,M015,2.4,2025-11-07
U034,M127,3.4,2025-07-28
U049,M158,2.4,2025-06-14
U046,M197,3.3,2026-01-01
U042,M016,3.6,2026-05-12
U076,M012,4.1,2026-03-22
U047,M090,3.0,2025-08-01
U044,M098,2.9,2026-04-07
U055,M089,2.7,2025-11-25
U053,M090,2.9,2026-04-28
U085,M063,3.2,2026-01-20
U076,M022,3.5,2025-06-08
U044,M044,3.2,2026-05-16
U069,M084,3.3,2026-05-07
U059,M169,4.0,2025-10-22
U073,M132,3.8,2025-10-23
U035,M006,2.6,2025-06-04
U061,M151,1.9,2026-05-15
U050,M083,1.9,2025-08-06
U013,M126,3.5,2026-04-05
U089,M173,2.4,2026-02-10
U044,M128,2.3,2025-09-11
U098,M171,3.7,2025-12-04
U022,M158,3.3,2025-12-24
U047,M112,2.8,2026-02-12
U064,M163,1.6,2026-04-18
U069,M055,2.8,2025-12-30
U034,M013,3.7,2025-12-25
U074,M103,2.6,2026-01-31
U080,M191,3.3,2026-04-09
U092,M149,3.5,2026-04-08
U076,M087,3.5,2026-01-07
U009,M146,3.3,2025-08-28
U061,M110,2.3,2026-02-08
U045,M020,3.7,2025-06-27
U039,M130,3.2,2025-12-24
U056,M170,2.9,2025-08-23
U041,M052,2.1,2025-10-26
U052,M065,2.8,2025-07-11
U066,M117,3.2,2025-06-17
U098,M141,2.9,2026-02-23
U003,M161,4.0,2025-05-31
U067,M048,2.3,2025-08-04
U064,M055,2.2,2025-06-22
U096,M120,3.9,2026-01-09
U099,M112,2.8,2025-08-10
U067,M052,2.5,2025-11-21
U060,M038,3.7,2026-01-23
U020,M192,3.4,2025-06-10
U098,M077,2.6,2025-10-16
U053,M082,4.2,2026-04-24
U082,M053,2.6,2025-10-27
U035,M074,2.8,2025-06-30
U021,M066,3.2,2025-06-09
U077,M061,3.6,2025-10-31
U031,M030,3.8,2026-03-11
U025,M008,2.8,2026-01-21
U040,M119,2.6,2025-09-20
U072,M112,3.5,2025-10-22
U083,M010,2.6,2026-02-12
U021,M070,4.0,2026-03-18
U004,M067,2.8,2026-01-04
U085,M141,3.0,2026-02-25
U083,M011,2.9,2025-09-20
U003,M015,2.7,2026-04-14
U009,M105,4.0,2025-11-21
U086,M169,3.2,2026-04-10
U031,M029,3.3,2025-08-07
U095,M129,3.7,2026-03-26
U100,M135,3.5,2026-01-18
U064,M024,2.9,2026-01-25
U077,M032,2.4,2025-12-17
U043,M150,3.9,2025-11-08
U096,M191,3.1,2026-01-26
U055,M056,2.6,2026-03-14
U014,M045,4.1,2026-02-06
U036,M113,3.2,2025-10-29
U033,M151,3.7,2026-04-28
U063,M137,4.1,2025-11-16
U090,M029,2.7,2025-12-15
U070,M109,3.6,2025-09-25
U088,M064,3.1,2026-01-04
U019,M093,3.2,2025-09-25
U092,M095,4.0,2025-12-20
U003,M166,3.5,2025-07-20
U005,M190,3.5,2025-06-21
U007,M177,3.6,2025-06-17
U031,M065,2.7,2025-08-17
U050,M080,2.7,2025-07-03
U090,M093,2.5,2025-06-10
U016,M137,2.2,2026-01-25
U057,M100,3.9,2026-05-22
U051,M066,2.5,2025-12-23
U012,M194,2.9,2026-01-26
U039,M054,3.1,2026-03-05
U057,M162,3.2,2025-12-15
U099,M165,3.6,2025-10-30
U005,M071,3.4,2026-04-15
U100,M126,3.2,2025-09-27
U095,M106,2.8,2025-12-07
U092,M109,3.4,2026-04-05
U021,M179,3.0,2026-01-13
U065,M017,3.7,2025-11-27
U054,M155,3.2,2025-08-19
U095,M084,3.6,2025-10-06
U089,M008,3.5,2026-04-30
U083,M165,3.5,2026-02-21
U081,M114,3.6,2025-07-02
U018,M001,2.6,2025-11-02
U026,M161,3.5,2025-12-21
U041,M148,2.5,2026-04-14
U015,M041,2.9,2026-01-19
U067,M183,3.4,2025-06-28
U098,M034,3.7,2025-07-26
U088,M106,3.4,2025-12-14
U058,M123,3.1,2026-03-19
U034,M045,4.4,2025-06-09
U076,M084,3.3,2026-01-02
U026,M022,4.4,2025-10-26
U048,M047,3.1,2025-11-06
U049,M147,2.0,2026-02-01
U003,M006,3.8,2025-08-14
U083,M157,3.0,2025-07-10
U026,M068,3.5,2025-06-01
U022,M013,3.0,2025-11-02
U080,M110,2.4,2025-07-23
U034,M039,3.4,2026-04-11
U048,M044,2.8,2025-08-09
U016,M004,3.0,2025-08-30
U056,M198,3.5,2025-10-06
U087,M127,4.1,2026-03-27
U029,M183,3.7,2026-02-11
U025,M069,2.4,2025-12-30
U096,M127,3.8,2025-11-12
U017,M111,3.5,2026-02-10
U077,M056,2.8,2026-01-02
U094,M174,2.8,2026-02-19
U054,M047,3.7,2025-10-29
U019,M008,2.7,2025-12-29
U034,M061,3.5,2025-07-14
U058,M064,2.8,2025-11-18
U075,M176,3.2,2025-06-29
U059,M022,2.4,2026-05-21
U061,M035,2.9,2025-12-12
U089,M102,3.7,2025-06-09
U028,M183,3.0,2025-11-11
U091,M109,4.1,2025-07-25
U033,M019,2.7,2026-04-08
U072,M016,3.4,2026-04-30
U043,M061,3.4,2025-09-27
U046,M156,2.0,2025-06-17
U077,M182,2.1,2026-05-03
U001,M065,2.2,2025-09-10
U080,M098,3.3,2025-12-23
U051,M172,2.5,2025-11-18
U017,M144,4.9,2026-05-05
U075,M046,2.9,2026-01-13
U022,M129,3.3,2025-09-16
U044,M120,4.3,2026-03-20
U012,M082,3.8,2025-05-28
U068,M111,4.2,2026-03-15
U034,M030,4.1,2025-12-17
U006,M033,3.4,2025-09-13
U036,M192,3.5,2025-11-23
U056,M073,3.5,2026-01-12
U079,M195,2.9,2026-01-11
U067,M081,2.8,2025-10-15
U022,M081,3.0,2025-09-17
U098,M039,3.3,2025-08-15
U085,M163,2.6,2025-10-13
U007,M059,3.5,2026-02-22
U005,M121,3.2,2026-01-13
U021,M181,4.1,2025-09-29
U056,M030,2.5,2025-09-15
U006,M114,3.3,2025-11-25
U091,M144,3.2,2025-09-20
U059,M127,2.4,2026-03-30
U093,M038,2.9,2026-03-24
U045,M024,3.2,2026-02-11
U096,M131,4.3,2026-01-07
U073,M170,2.7,2025-07-31
U028,M150,3.6,2026-05-24
U068,M197,3.8,2025-08-07
U024,M107,3.4,2026-04-17
U032,M197,3.4,2025-09-13
U087,M025,2.8,2025-12-09
U004,M073,2.9,2025-06-12
U088,M032,3.4,2025-11-06
U048,M152,3.8,2026-04-02
U042,M040,3.6,2026-05-12
U085,M123,2.5,2025-10-06
U081,M069,3.2,2025-07-26
U085,M002,1.9,2025-12-09
U006,M168,3.2,2025-07-12
U058,M084,2.6,2025-08-08
U017,M055,2.8,2026-05-02
U083,M073,2.0,2025-12-12
U008,M191,3.5,2026-04-20
U071,M155,2.8,2025-11-12
U023,M062,2.0,2025-11-03
U012,M006,3.0,2026-02-09
U021,M100,4.1,2025-11-01
U037,M166,4.2,2025-06-26
U020,M031,3.1,2025-12-25
U063,M111,2.6,2025-12-19
U088,M155,3.3,2026-03-20
U046,M171,2.4,2026-04-07
U063,M115,3.5,2025-11-09
U061,M069,4.0,2025-08-11
U077,M109,3.1,2026-04-10
U097,M109,3.0,2025-11-19
U079,M048,2.6,2025-10-16
U081,M110,2.6,2026-04-09
U006,M132,3.1,2025-12-03
U060,M174,3.2,2026-02-01
U083,M176,3.4,2026-03-08
U064,M135,2.5,2025-07-08
U083,M135,3.7,2026-04-14
U011,M123,3.0,2025-12-24
U020,M033,3.0,2025-06-10
U039,M064,1.6,2025-09-01
U055,M076,3.2,2025-08-08
U007,M142,3.3,2026-04-17
U066,M109,3.1,2025-10-27
U013,M119,3.4,2025-06-22
U093,M146,1.9,2026-01-17
U046,M066,2.6,2025-07-31
U011,M197,3.8,2025-09-11
U003,M030,2.4,2025-06-22
U060,M046,2.9,2026-02-22
U051,M012,2.2,2026-04-14
U054,M181,3.2,2025-12-25
U041,M151,2.9,2025-10-06
U097,M172,2.6,2025-10-08
U080,M068,3.4,2025-12-03
U024,M055,2.7,2026-02-21
U011,M192,2.6,2025-07-21
U034,M173,3.3,2026-04-02
U056,M137,3.7,2026-05-17
U001,M102,2.8,2026-03-28
U002,M044,3.0,2025-06-25
U062,M118,3.2,2025-06-06
U052,M169,3.9,2025-07-22
U093,M125,2.9,2025-12-22
U080,M158,2.7,2025-11-23
U087,M102,3.6,2025-12-23
U012,M033,2.3,2026-03-18
U002,M049,2.0,2026-03-30
U003,M179,3.2,2026-02-19
U004,M054,3.5,2025-09-22
U084,M038,2.4,2025-06-28
U031,M112,2.4,2025-07-10
U069,M049,3.3,2026-04-12
U039,M198,4.1,2025-10-01
U019,M122,3.1,2025-10-22
U020,M190,3.0,2025-06-01
U057,M125,3.5,2025-09-27
U003,M116,2.9,2025-07-31
U032,M052,3.1,2025-12-27
U073,M101,2.6,2026-04-30
U043,M003,2.5,2026-04-04
U081,M183,3.6,2025-10-17
U054,M127,3.9,2025-08-03
U077,M188,3.1,2025-08-16
U038,M010,2.7,2025-09-19
U052,M125,3.0,2025-09-06
U076,M186,2.2,2025-07-17
U087,M125,3.6,2026-01-28
U092,M016,3.1,2025-08-29
U003,M109,2.8,2025-08-04
U041,M142,4.6,2026-04-24
U035,M166,3.1,2025-10-25
U061,M030,2.6,2025-09-15
U080,M166,2.9,2025-11-30
U058,M179,3.5,2025-10-15
U003,M042,3.2,2025-12-30
U045,M113,3.5,2026-01-28
U088,M087,4.0,2025-07-22
U092,M169,3.9,2025-09-29
U050,M107,3.2,2025-06-16
U084,M189,3.6,2025-11-23
U061,M042,4.1,2025-07-12
U027,M073,3.1,2025-06-07
U096,M023,2.7,2025-06-19
U062,M034,2.6,2026-02-27
U026,M041,3.2,2025-07-20
U063,M026,3.1,2025-10-26
U064,M078,2.9,2026-01-26
U027,M143,2.3,2026-05-02
U003,M092,3.6,2026-01-13
U046,M174,3.9,2026-03-06
U023,M129,2.3,2026-05-10
U009,M087,3.1,2025-10-18
U015,M159,3.7,2026-01-30
U016,M144,3.1,2026-02-01
U063,M067,3.1,2025-12-03
U099,M143,3.5,2026-01-10
U020,M177,2.9,2025-09-05
U078,M172,4.1,2026-04-03
U091,M013,3.7,2025-10-14
U059,M194,4.2,2026-03-31
U014,M157,3.7,2025-07-18
U065,M027,3.3,2026-03-02
U047,M041,3.3,2025-12-28
U091,M114,3.2,2025-09-09
U064,M188,3.1,2026-04-06
U020,M166,4.0,2025-11-21
U043,M036,2.6,2026-03-25
U026,M113,3.4,2025-10-26
U099,M197,4.1,2026-05-23
U032,M122,3.2,2025-12-03
U037,M130,2.2,2026-02-28
U011,M069,2.6,2025-11-17
U092,M194,3.6,2025-10-26
U047,M162,3.3,2025-06-20
U032,M039,2.5,2025-08-28
U054,M059,2.9,2026-03-17
U055,M106,3.3,2025-10-29
U059,M133,3.3,2025-06-11
U047,M008,3.1,2025-10-12
U019,M198,2.6,2026-05-21
U092,M133,2.9,2026-04-21
U011,M087,2.6,2025-12-16
U052,M198,3.9,2026-03-03
U056,M016,3.0,2025-11-06
U098,M010,3.6,2025-06-22
U083,M039,3.9,2025-08-05
U067,M076,2.9,2025-10-24
U052,M175,3.1,2025-06-02
U071,M078,3.1,2025-12-17
U045,M003,2.3,2026-01-03
U068,M157,3.1,2026-03-12
U090,M104,2.3,2025-10-10
U083,M053,3.5,2025-08-21
U080,M159,2.9,2025-06-27
U057,M179,2.9,2025-12-01
U084,M104,3.0,2026-02-14
U039,M022,2.6,2026-05-08
U069,M086,3.9,2025-11-08
U093,M185,3.0,2026-03-23
U067,M139,3.3,2026-01-01
U028,M024,2.6,2025-09-07
U071,M080,3.0,2025-09-02
U044,M194,4.2,2025-07-05
U021,M006,2.8,2026-05-12
U070,M152,2.5,2026-01-14
U031,M199,3.4,2025-12-22
U093,M109,3.4,2025-09-10
U015,M188,3.2,2026-04-26
U048,M067,3.7,2025-07-09
U065,M091,3.2,2026-03-24
U007,M194,3.6,2025-06-27
U016,M115,3.3,2025-12-25
U074,M189,2.8,2026-05-24
U059,M087,3.5,2026-01-26
U096,M149,4.3,2025-08-10
U092,M161,3.1,2025-06-20
U069,M153,2.9,2026-01-27
U045,M077,3.6,2026-01-01
U086,M184,3.1,2025-08-06
U087,M036,2.4,2025-11-14
U067,M189,3.5,2026-01-20
U014,M084,3.0,2025-09-04
U075,M050,2.9,2025-11-23
U059,M026,3.3,2026-03-12
U011,M024,3.3,2026-04-25
U055,M034,2.6,2025-09-25
U028,M115,2.9,2026-04-17
U048,M174,3.0,2025-08-30
U067,M200,3.3,2025-11-05
U034,M150,2.6,2025-09-13
U082,M109,3.9,2025-10-13
