employee_id,department,role,level,age,tenure_years,salary,commute_distance,hire_date,risk_score,is_attrited,attrition_date,avg_overtime_hours,avg_work_hours,late_rate_raw,absent_rate,commute_distance_norm,late_rate_adjusted,avg_internal_emails,avg_external_emails,avg_total_emails,avg_response_hours,avg_completion_rate,avg_ontime_rate,avg_task_hours,satisfaction_score,work_life_balance_score,leadership_score,career_growth_score,compensation_score,overall_satisfaction,dept_encoded,role_encoded,level_encoded,target
EMP0072,市场部,初级工程师,M2,31,1.7,35300,6.1,2022-04-21,0.4247,False,,0.1570841889117043,7.969609856262833,0.1437371663244353,0.10061601642710473,0.034267912772585674,0.14099573330262846,5.455555555555556,0.9111111111111111,6.366666666666666,4.033333333333333,0.504048076923077,0.5342115384615385,7.604807692307692,2.75,2.75,2.125,2.25,2.375,2.45,4,3,1,0
EMP0073,工程部,销售经理,M2,35,5.2,35000,8.3,2018-10-21,0.1958,False,,0.1515400410677618,8.047638603696099,0.08418891170431211,0.04722792607802875,0.047975077881619935,0.08035090547378251,12.011111111111111,5.044444444444444,17.055555555555557,3.022222222222222,0.6473173076923077,0.7184326923076922,6.742307692307692,2.75,3.625,3.5,2.625,3.25,3.15,3,8,1,0
EMP0074,市场部,高级工程师,M1,38,2.5,51100,17.0,2021-07-03,0.2787,False,,0.1835728952772074,8.048665297741273,0.10677618069815195,0.07392197125256673,0.10218068535825545,0.09860172586949151,12.3,3.566666666666667,15.866666666666667,2.9277777777777776,0.5834134615384615,0.5936634615384615,6.979807692307692,3.125,3.5,3.125,2.75,3.0,3.1,4,9,0,0
EMP0075,市场部,销售经理,P4,48,1.3,62600,6.4,2022-09-14,0.4121,True,2025-01-28,0.13121149897330595,7.93388090349076,0.16632443531827515,0.08008213552361396,0.03613707165109034,0.16343346958618793,2.3555555555555556,4.722222222222222,7.0777777777777775,4.282222222222222,0.4775673076923077,0.5268076923076923,7.306730769230769,2.75,3.5,3.0,2.875,2.5,2.925,4,8,2,1
EMP0076,客服部,中级工程师,M1,39,1.0,25100,7.5,2023-01-01,0.1638,False,,0.2293634496919918,8.142915811088296,0.07392197125256673,0.0513347022587269,0.04299065420560748,0.07048271891611814,15.28888888888889,4.211111111111111,19.5,2.7666666666666666,0.6989615384615384,0.7747307692307692,6.621153846153846,3.625,3.125,3.5,3.125,2.25,3.125,2,1,0,0
EMP0077,人力资源部,财务分析师,P5,22,4.4,60200,7.8,2019-08-09,0.2265,False,,0.22238193018480493,8.096098562628336,0.10677618069815195,0.06981519507186858,0.044859813084112146,0.10318739565142299,10.266666666666667,1.5444444444444445,11.811111111111112,2.718888888888889,0.6199807692307692,0.5976826923076923,6.714423076923077,2.875,3.25,3.125,3.25,2.875,3.075,1,6,3,0
EMP0078,工程部,HR专员,M1,22,5.9,121300,4.9,2018-02-08,0.193,False,,0.19794661190965093,8.075564681724847,0.09650924024640657,0.04722792607802875,0.02679127725856698,0.09436593806572122,12.71111111111111,2.388888888888889,15.1,2.943333333333333,0.6559423076923078,0.7042692307692308,6.554807692307692,4.125,3.625,3.375,3.0,2.75,3.375,3,0,0,0
EMP0079,财务部,销售代表,M2,22,4.0,87500,5.5,2020-01-02,0.2481,False,,0.2190965092402464,8.074743326488706,0.11293634496919917,0.057494866529774126,0.03052959501557632,0.11049397736795306,1.5777777777777777,5.366666666666666,6.944444444444445,2.517777777777778,0.5272788461538462,0.4888846153846154,6.6875,3.25,3.625,3.0,3.0,2.625,3.1,5,7,1,0
EMP0080,客服部,高级工程师,P5,44,1.0,78300,8.5,2023-01-01,0.5041,True,2025-08-26,0.1408624229979466,7.941478439425051,0.1540041067761807,0.13963039014373715,0.049221183800623056,0.15006641207213087,7.366666666666666,1.0777777777777777,8.444444444444445,5.041111111111111,0.47579807692307696,0.5786730769230769,7.875,2.875,2.375,2.625,2.125,1.875,2.375,2,9,3,1
EMP0081,市场部,市场专员,P5,32,2.2,59700,21.9,2021-10-20,0.4051,False,,0.1700205338809035,8.012731006160164,0.1375770020533881,0.09856262833675565,0.13271028037383178,0.12696017962348155,3.588888888888889,0.6444444444444445,4.233333333333333,3.758888888888889,0.507951923076923,0.5393173076923077,7.300961538461538,3.5,2.375,2.625,2.375,2.0,2.575,4,5,3,0
EMP0082,财务部,客服代表,M2,33,2.6,88700,3.3,2021-05-27,0.4901,False,,0.1439425051334702,7.9716632443531825,0.14168377823408623,0.09650924024640657,0.016822429906542053,0.14033798384156287,5.366666666666666,1.1,6.466666666666667,4.506666666666667,0.42553846153846153,0.36732692307692305,7.498076923076923,2.375,2.75,2.5,2.125,2.125,2.375,5,4,1,0
EMP0083,销售部,市场专员,P6,24,0.8,63500,6.2,2023-03-15,0.5147,False,,0.15092402464065707,7.947843942505133,0.15811088295687886,0.1273100616016427,0.034890965732087234,0.15531960569831188,2.7888888888888888,2.577777777777778,5.366666666666666,4.421111111111111,0.46167307692307696,0.5372980769230769,7.9951923076923075,2.625,2.625,2.875,1.875,2.25,2.45,6,5,4,0
EMP0084,产品部,中级工程师,M2,31,1.1,38300,2.8,2022-11-26,0.2405,False,,0.25277207392197126,8.137577002053389,0.0944558521560575,0.055441478439425054,0.013707165109034268,0.09335927894733476,5.955555555555556,1.4666666666666666,7.4222222222222225,2.801111111111111,0.6424423076923076,0.7028557692307692,6.935576923076923,3.25,3.875,2.75,3.125,2.375,3.075,0,1,1,0
EMP0085,工程部,产品经理,P4,25,1.6,81400,26.6,2022-05-27,0.2637,False,,0.18418891170431212,8.021971252566734,0.12525667351129363,0.06981519507186858,0.161993769470405,0.11229717195366123,6.477777777777778,1.1444444444444444,7.622222222222222,3.1666666666666665,0.6191057692307692,0.6617307692307693,6.774038461538462,2.875,3.0,3.625,2.875,3.125,3.1,3,2,2,0
EMP0086,市场部,市场专员,P5,30,4.4,46000,8.8,2019-08-09,0.4123,False,,0.17268993839835728,8.006365503080081,0.13552361396303902,0.06776180698151951,0.05109034267912772,0.13143638654870882,2.0444444444444443,0.5222222222222223,2.566666666666667,4.156666666666667,0.519201923076923,0.5566442307692308,7.483653846153846,2.5,2.75,2.625,2.5,2.5,2.575,4,5,3,0
EMP0087,产品部,财务分析师,P4,36,6.1,102900,16.8,2017-11-27,0.3493,False,,0.17494866529774128,8.002669404517453,0.14168377823408623,0.08624229979466119,0.10093457943925234,0.13360901187894605,8.511111111111111,1.5222222222222221,10.033333333333333,3.738888888888889,0.560451923076923,0.6359038461538462,7.248076923076923,3.0,2.75,2.75,2.75,2.375,2.725,0,6,2,0
EMP0088,工程部,HR专员,P5,36,0.4,63200,3.1,2023-08-08,0.4447,False,,0.15092402464065707,7.968172484599589,0.14168377823408623,0.0944558521560575,0.015576323987538943,0.1404376723150831,5.944444444444445,5.7,11.644444444444444,4.536666666666667,0.48424038461538466,0.54525,7.671153846153846,2.375,3.0,2.875,2.375,2.125,2.55,3,0,3,0
EMP0089,销售部,客服代表,P4,31,2.9,85900,1.5,2021-02-07,0.5222,False,,0.17638603696098562,7.9710472279260784,0.16837782340862423,0.10472279260780287,0.005607476635514018,0.16792922527778312,4.766666666666667,0.4444444444444444,5.211111111111111,4.964444444444444,0.4639230769230769,0.5367980769230769,7.885576923076924,2.0,2.5,2.375,2.25,2.0,2.225,6,4,2,0
EMP0090,客服部,HR专员,P4,44,3.6,72700,0.9,2020-05-27,0.4945,True,2024-06-23,0.14414784394250513,7.956673511293634,0.15195071868583163,0.12525667351129363,0.0018691588785046728,0.15180118597555126,7.733333333333333,3.522222222222222,11.255555555555556,4.931111111111111,0.4743076923076923,0.5882115384615385,7.904807692307693,2.25,2.5,2.75,2.25,1.75,2.3,2,0,2,1
EMP0091,市场部,HR专员,M1,22,2.2,48700,22.8,2021-10-20,0.4505,False,,0.13880903490759752,7.940657084188912,0.14989733059548255,0.1026694045174538,0.13831775700934582,0.13883191003473488,1.9555555555555555,4.444444444444445,6.4,4.773333333333333,0.48332692307692304,0.5039038461538461,7.615384615384615,2.75,2.75,2.375,2.375,2.75,2.6,4,0,0,0
EMP0092,销售部,产品经理,P7,26,0.6,82200,2.5,2023-05-27,0.5251,False,,0.14661190965092405,7.961601642710472,0.1437371663244353,0.1026694045174538,0.011838006230529595,0.14279012582599293,1.3777777777777778,3.1,4.477777777777778,4.776666666666666,0.4540096153846154,0.5419519230769231,7.883653846153846,2.125,2.0,2.5,1.625,2.125,2.075,6,2,5,0
EMP0093,人力资源部,客服代表,M1,24,4.2,56000,3.8,2019-10-21,0.4808,False,,0.13552361396303902,7.935728952772074,0.16837782340862423,0.09034907597535935,0.01993769470404984,0.16678280783230023,1.988888888888889,3.511111111111111,5.5,4.382222222222222,0.4626923076923077,0.42038461538461536,7.6432692307692305,2.375,2.75,2.875,2.125,2.125,2.45,1,4,0,0
EMP0094,市场部,财务分析师,P7,29,4.7,76000,5.3,2019-04-22,0.1993,False,,0.20308008213552362,8.065503080082136,0.1026694045174538,0.039014373716632446,0.029283489096573207,0.10032672538972794,20.333333333333332,0.4444444444444444,20.77777777777778,3.006666666666667,0.629576923076923,0.6623557692307693,6.653846153846154,3.0,3.375,3.5,2.75,2.75,3.075,4,6,5,0
EMP0095,客服部,高级工程师,P4,35,6.9,105700,4.7,2017-02-08,0.3032,False,,0.1895277207392197,8.02464065708419,0.12320328542094455,0.06570841889117043,0.025545171339563865,0.12115967171377945,3.588888888888889,1.8,5.388888888888889,3.606666666666667,0.6271442307692308,0.710173076923077,6.967307692307693,3.0,3.0,3.125,2.375,2.625,2.825,2,9,2,0
EMP0096,财务部,产品经理,P4,22,1.1,42100,4.6,2022-11-26,0.3735,False,,0.1648870636550308,8.017248459958932,0.12525667351129363,0.07186858316221766,0.0249221183800623,0.12326290404088865,3.933333333333333,1.6444444444444444,5.5777777777777775,3.988888888888889,0.4817403846153846,0.39751923076923074,7.085576923076923,3.125,3.0,2.75,2.75,2.5,2.825,5,2,2,0
EMP0097,市场部,中级工程师,P7,30,1.5,85300,3.5,2022-07-03,0.1571,False,,0.14681724845995894,8.057905544147843,0.06981519507186858,0.04106776180698152,0.01806853582554517,0.06836971220582497,9.477777777777778,4.477777777777778,13.955555555555556,2.6155555555555554,0.6699038461538461,0.6925192307692308,6.553846153846154,3.25,3.125,3.875,3.875,2.5,3.3249999999999997,4,1,5,0
EMP0098,财务部,高级工程师,P5,22,2.5,42300,5.0,2021-07-03,0.5548,False,,0.16960985626283367,7.9897330595482545,0.1437371663244353,0.13141683778234087,0.027414330218068536,0.14154401990698984,1.5,1.5888888888888888,3.088888888888889,5.035555555555556,0.3791346153846154,0.31169230769230766,7.918269230769231,2.75,2.625,2.125,2.25,1.75,2.3000000000000003,5,9,3,0
EMP0099,市场部,财务分析师,P7,34,5.1,70400,13.1,2018-11-27,0.1979,False,,0.12854209445585216,8.013347022587268,0.08829568788501027,0.053388090349075976,0.0778816199376947,0.0820651582899947,9.8,2.511111111111111,12.311111111111112,2.5677777777777777,0.6499230769230769,0.6545288461538461,6.742307692307692,3.375,3.375,4.125,2.75,2.875,3.3,4,6,5,0
EMP0100,产品部,HR专员,M1,29,3.7,42900,9.9,2020-04-21,0.2216,False,,0.1404517453798768,7.998767967145791,0.10882956878850103,0.049281314168377825,0.05794392523364486,0.10419405476980945,7.333333333333333,4.377777777777778,11.71111111111111,2.8844444444444446,0.6376153846153846,0.7154230769230769,6.8442307692307685,3.375,3.5,3.125,2.875,3.0,3.175,0,0,0,0
EMP0101,产品部,高级工程师,P4,32,2.8,80900,2.5,2021-03-16,0.4483,True,2024-04-21,0.20082135523613961,8.05605749486653,0.10882956878850103,0.10472279260780287,0.011838006230529595,0.10788252829005866,2.4444444444444446,0.5666666666666667,3.011111111111111,4.053333333333334,0.5055865384615384,0.5710576923076923,7.711538461538462,2.75,2.5,2.625,2.0,2.25,2.425,0,9,2,1
EMP0102,销售部,产品经理,P5,39,7.0,33600,5.2,2017-01-02,0.4719,True,2024-12-12,0.140041067761807,7.944763860369609,0.162217659137577,0.12525667351129363,0.028660436137071654,0.15992482424661125,1.7555555555555555,3.6777777777777776,5.433333333333334,4.823333333333333,0.5060673076923077,0.5758557692307693,7.709615384615384,2.375,2.25,2.125,2.125,2.625,2.3,6,2,3,1
EMP0103,工程部,市场专员,P5,33,0.5,47400,34.1,2023-07-03,0.4352,True,2025-12-02,0.1570841889117043,7.971252566735113,0.13963039014373715,0.0944558521560575,0.20872274143302183,0.12293257082909541,4.788888888888889,1.0888888888888888,5.877777777777778,4.387777777777777,0.4974807692307692,0.5282788461538461,7.568269230769231,2.75,2.875,3.0,2.125,2.375,2.625,3,5,3,1
EMP0104,工程部,市场专员,P6,31,7.5,36700,20.9,2016-07-04,0.2111,False,,0.1706365503080082,8.025051334702258,0.11498973305954825,0.06981519507186858,0.1264797507788162,0.10487135299724296,4.666666666666667,3.3222222222222224,7.988888888888889,3.022222222222222,0.6575480769230769,0.6993846153846154,6.701923076923077,3.375,3.375,3.5,3.5,2.625,3.275,3,5,4,0
EMP0105,市场部,初级工程师,P4,35,8.6,28600,4.7,2015-05-29,0.4816,False,,0.19096509240246407,8.042505133470225,0.12525667351129363,0.11704312114989733,0.025545171339563865,0.12321305980412853,5.8,0.4222222222222222,6.222222222222222,4.935555555555555,0.475625,0.47275000000000006,7.742307692307692,2.625,3.0,2.625,2.25,2.25,2.55,4,3,2,0
EMP0106,工程部,产品经理,P7,25,2.3,167000,5.3,2021-09-14,0.2172,False,,0.22053388090349077,8.124024640657085,0.08213552361396304,0.057494866529774126,0.029283489096573207,0.07979284448623718,4.033333333333333,5.611111111111111,9.644444444444444,2.7644444444444445,0.6589326923076922,0.7118365384615385,6.750961538461539,3.375,3.25,3.0,2.625,2.875,3.025,3,2,5,0
EMP0107,客服部,初级工程师,M1,24,0.7,98700,10.9,2023-04-21,0.3651,False,,0.18501026694045172,8.018685831622177,0.13141683778234087,0.08829568788501027,0.06417445482866044,0.12628288139604804,7.766666666666667,2.7222222222222223,10.488888888888889,4.1211111111111105,0.5627115384615384,0.6701730769230768,7.244230769230769,3.375,2.625,2.875,2.25,2.625,2.75,2,3,0,0
EMP0108,人力资源部,产品经理,M2,28,2.9,49700,15.1,2021-02-07,0.0603,False,,0.1737166324435318,8.085626283367557,0.07597535934291581,0.01642710472279261,0.09034267912772585,0.06874794501269775,10.377777777777778,5.7444444444444445,16.122222222222224,1.8177777777777777,0.7245,0.6845865384615385,6.065384615384615,4.0,3.25,3.125,3.5,3.125,3.4000000000000004,1,2,1,0
EMP0109,客服部,市场专员,P6,29,3.3,69500,10.8,2020-09-14,0.4025,False,,0.1671457905544148,8.015400410677618,0.12525667351129363,0.10061601642710473,0.06355140186915888,0.12017256136176092,3.088888888888889,1.788888888888889,4.877777777777778,3.8377777777777777,0.5524711538461539,0.6417115384615385,7.642307692307692,2.375,3.0,3.125,2.875,2.375,2.75,2,5,4,0
EMP0110,工程部,市场专员,M2,28,4.0,37900,16.8,2020-01-02,0.302,False,,0.16324435318275154,8.04394250513347,0.10061601642710473,0.08418891170431211,0.10093457943925234,0.09254125007196454,9.5,0.6333333333333333,10.133333333333333,3.533333333333333,0.5795673076923077,0.6436346153846154,6.979807692307692,2.875,2.75,2.875,3.0,2.875,2.875,3,5,1,0
EMP0111,产品部,HR专员,P5,38,3.2,47600,11.7,2020-10-20,0.3837,False,,0.21827515400410677,8.005749486652977,0.16632443531827515,0.07392197125256673,0.0691588785046729,0.16079172503790132,3.488888888888889,2.7777777777777777,6.266666666666667,4.028888888888889,0.5486538461538462,0.6303461538461538,7.523076923076923,2.375,2.875,3.125,2.75,2.25,2.6750000000000003,0,0,3,0
EMP0112,客服部,产品经理,P5,39,2.7,74900,40.1,2021-04-21,0.3324,False,,0.21560574948665298,8.07535934291581,0.11293634496919917,0.057494866529774126,0.24610591900311526,0.09324787144894996,1.2555555555555555,1.2333333333333334,2.488888888888889,3.4877777777777776,0.6110576923076922,0.6973846153846155,7.0807692307692305,2.625,3.5,2.5,2.875,2.5,2.8,2,2,3,0
EMP0113,客服部,产品经理,P7,34,3.6,46100,5.0,2020-05-27,0.2729,False,,0.2104722792607803,8.08952772073922,0.09856262833675565,0.09650924024640657,0.027414330218068536,0.09636948191931016,7.211111111111111,3.5,10.71111111111111,3.532222222222222,0.6405,0.724798076923077,7.0932692307692315,2.875,3.375,3.375,3.375,2.5,3.1,2,2,5,0
EMP0114,财务部,HR专员,M1,31,2.3,141100,3.5,2021-09-14,0.3332,False,,0.18542094455852157,8.027515400410678,0.1273100616016427,0.06776180698151951,0.01806853582554517,0.1258645787355991,7.3,2.5555555555555554,9.855555555555556,3.3244444444444445,0.5147019230769231,0.4726826923076923,7.275961538461539,2.875,3.125,2.5,3.125,3.125,2.95,5,0,0,0
EMP0115,市场部,市场专员,P4,32,4.9,94100,5.9,2019-02-08,0.4061,True,2024-03-29,0.21252566735112938,8.038398357289527,0.1437371663244353,0.06570841889117043,0.03302180685358255,0.1410954217761487,1.6,1.3222222222222222,2.922222222222222,3.466666666666667,0.5245384615384615,0.5864519230769231,7.502884615384615,2.875,2.75,2.5,2.75,2.0,2.575,4,5,2,1
EMP0116,销售部,高级工程师,P6,22,3.5,133300,17.5,2020-07-03,0.5196,True,2024-03-30,0.1813141683778234,7.9572895277207385,0.1806981519507187,0.10677618069815195,0.10529595015576323,0.17227447593825765,4.977777777777778,0.9333333333333333,5.911111111111111,5.135555555555555,0.45792307692307693,0.5444038461538462,7.757692307692308,2.375,2.25,2.625,1.875,2.25,2.275,6,9,4,1
EMP0117,产品部,初级工程师,M1,28,1.9,49200,12.2,2022-02-07,0.1238,False,,0.2141683778234086,8.138603696098563,0.057494866529774126,0.039014373716632446,0.07227414330218068,0.05171293506559967,7.4,2.511111111111111,9.911111111111111,2.41,0.7072403846153846,0.755625,6.314423076923077,3.875,3.375,4.0,3.25,2.875,3.475,0,3,0,0
EMP0118,产品部,中级工程师,M1,31,1.0,95700,6.5,2023-01-01,0.2341,False,,0.16119096509240247,8.028336755646817,0.10472279260780287,0.08008213552361396,0.0367601246105919,0.10178198263895552,8.355555555555556,6.377777777777778,14.733333333333333,3.1666666666666665,0.6301153846153846,0.6882211538461539,6.93076923076923,3.25,3.625,3.125,3.375,2.75,3.225,0,1,0,0
EMP0119,市场部,产品经理,P4,22,1.6,119000,25.3,2022-05-27,0.2112,False,,0.19527720739219712,8.03305954825462,0.12320328542094455,0.053388090349075976,0.15389408099688476,0.11089175894119377,9.38888888888889,4.177777777777778,13.566666666666666,2.8422222222222224,0.6338653846153846,0.6755384615384615,6.717307692307693,3.875,3.125,3.75,2.75,3.0,3.3,4,2,2,0
EMP0120,产品部,客服代表,M1,37,1.7,49100,12.4,2022-04-21,0.1513,False,,0.13696098562628337,8.026283367556468,0.0944558521560575,0.043121149897330596,0.0735202492211838,0.08857423221836279,4.411111111111111,3.311111111111111,7.722222222222222,2.4722222222222223,0.7118749999999999,0.757576923076923,6.2846153846153845,3.125,3.75,3.25,3.25,2.625,3.2,0,4,0,0
EMP0121,财务部,销售代表,P7,29,1.9,69800,10.4,2022-02-07,0.3651,False,,0.15564681724845994,7.984599589322382,0.13347022587268995,0.059548254620123205,0.06105919003115265,0.12858549067019773,1.4222222222222223,1.4777777777777779,2.9,3.26,0.4974230769230769,0.4162596153846154,7.065384615384615,3.25,3.0,3.5,2.75,2.375,2.975,5,7,5,0
EMP0122,销售部,中级工程师,P4,36,0.4,61100,6.7,2023-08-08,0.4426,True,2024-06-22,0.16098562628336757,7.960985626283367,0.15605749486652978,0.09650924024640657,0.03800623052959502,0.1530169964241622,7.433333333333334,0.35555555555555557,7.788888888888889,4.668888888888889,0.49264423076923075,0.5688846153846154,7.385576923076924,2.75,2.625,3.0,2.75,2.875,2.8,6,1,2,1
EMP0123,销售部,销售经理,M1,22,1.9,32300,11.1,2022-02-07,0.1385,False,,0.22238193018480493,8.127310061601642,0.07186858316221766,0.030800821355236138,0.06542056074766354,0.06663493830240458,12.822222222222223,4.711111111111111,17.533333333333335,2.368888888888889,0.7001442307692307,0.7590192307692308,6.372115384615385,3.25,3.75,3.375,2.5,3.5,3.275,6,8,0,0
EMP0124,产品部,销售经理,P5,35,9.1,39300,9.2,2014-11-28,0.225,False,,0.13675564681724844,8.0217659137577,0.09650924024640657,0.07186858316221766,0.05358255451713395,0.09222263588503586,9.8,6.444444444444445,16.244444444444444,3.356666666666667,0.6349807692307692,0.7032692307692308,6.8076923076923075,3.625,3.875,3.125,3.125,2.75,3.3,0,8,3,0
EMP0125,客服部,HR专员,P5,33,1.5,64400,8.4,2022-07-03,0.3399,False,,0.22464065708418893,8.071457905544149,0.12320328542094455,0.0944558521560575,0.048598130841121495,0.11931543495365483,10.544444444444444,3.2888888888888888,13.833333333333334,4.241111111111111,0.5687788461538461,0.6612115384615385,7.366346153846154,3.625,2.375,3.5,2.625,2.625,2.95,2,0,3,0
EMP0126,工程部,初级工程师,M2,41,0.6,37900,16.5,2023-05-27,0.2384,False,,0.1706365503080082,8.050513347022587,0.0944558521560575,0.055441478439425054,0.09906542056074766,0.08653061851119768,8.377777777777778,4.277777777777778,12.655555555555555,3.013333333333333,0.6212211538461538,0.6763173076923077,6.975961538461538,3.25,3.25,3.375,3.25,3.125,3.25,3,3,1,0
EMP0127,财务部,市场专员,M2,34,6.8,85900,6.6,2017-03-16,0.1591,False,,0.18234086242299793,8.070841889117043,0.08624229979466119,0.03696098562628337,0.03738317757009345,0.08325164558905372,6.211111111111111,5.477777777777778,11.688888888888888,2.2222222222222223,0.6212307692307693,0.5532019230769231,6.4586538461538465,3.375,3.625,3.5,3.5,3.125,3.425,5,5,1,0
EMP0128,产品部,市场专员,P4,38,2.7,33400,1.5,2021-04-21,0.3314,False,,0.1439425051334702,7.99958932238193,0.10882956878850103,0.059548254620123205,0.005607476635514018,0.1083809706576599,4.711111111111111,3.566666666666667,8.277777777777779,3.311111111111111,0.584701923076923,0.6428365384615385,7.240384615384615,2.75,3.375,3.25,2.5,2.375,2.85,0,5,2,0
EMP0129,产品部,客服代表,P6,45,2.6,92600,25.2,2021-05-27,0.2121,False,,0.15318275154004105,7.98952772073922,0.12114989733059549,0.06365503080082136,0.15327102803738318,0.10888821508760484,9.344444444444445,3.2666666666666666,12.61111111111111,2.6933333333333334,0.6531346153846154,0.7191346153846154,6.604807692307692,3.375,3.25,2.75,3.25,3.0,3.125,0,4,4,0
EMP0130,人力资源部,销售代表,P5,31,2.2,56400,2.0,2021-10-20,0.5058,True,2024-03-26,0.2032854209445585,8.017248459958932,0.15605749486652978,0.11088295687885011,0.008722741433021807,0.15535967555188804,8.78888888888889,3.422222222222222,12.21111111111111,4.9944444444444445,0.4157884615384615,0.46447115384615384,7.963461538461539,2.625,2.625,2.375,2.0,2.125,2.35,1,7,3,1
EMP0131,市场部,销售代表,P6,30,6.8,70000,4.0,2017-03-16,0.2829,False,,0.15010266940451744,7.991991786447638,0.11293634496919917,0.08008213552361396,0.02118380062305296,0.11124164091935494,7.488888888888889,2.566666666666667,10.055555555555555,3.1766666666666663,0.5961057692307692,0.6391634615384615,7.008653846153846,3.125,3.5,2.75,3.0,2.625,3.0,4,7,4,0
EMP0132,客服部,初级工程师,P5,26,2.7,40300,15.7,2021-04-21,0.3345,False,,0.1887063655030801,8.036960985626283,0.12114989733059549,0.09856262833675565,0.09408099688473519,0.11362341757981667,6.7444444444444445,2.522222222222222,9.266666666666667,3.6055555555555556,0.5913846153846154,0.677,7.158653846153846,3.375,3.125,2.875,3.125,2.125,2.925,2,3,3,0
EMP0133,销售部,HR专员,M1,28,4.2,41800,3.8,2019-10-21,0.3105,False,,0.19096509240246407,8.067761806981519,0.1026694045174538,0.07802874743326489,0.01993769470404984,0.1010743889411298,1.7,3.888888888888889,5.588888888888889,3.03,0.60075,0.664673076923077,7.121153846153846,3.0,3.125,3.125,2.625,2.625,2.9,6,0,0,0
EMP0134,财务部,HR专员,M2,22,4.6,53400,10.2,2019-05-29,0.4473,True,2025-12-01,0.20308008213552362,8.075154004106777,0.11498973305954825,0.11088295687885011,0.05981308411214953,0.11020468633057628,1.3,4.7444444444444445,6.044444444444444,4.248888888888889,0.4371346153846154,0.3631634615384615,7.5307692307692315,2.5,3.0,2.75,2.375,2.625,2.65,5,0,1,1
EMP0135,工程部,客服代表,P6,27,4.6,85600,31.7,2019-05-29,0.2428,False,,0.19938398357289527,8.05318275154004,0.10882956878850103,0.06981519507186858,0.19376947040498443,0.09332801115610227,7.644444444444445,1.9333333333333333,9.577777777777778,3.031111111111111,0.6327692307692309,0.6727692307692308,6.815384615384615,3.125,3.125,3.125,3.375,2.625,3.075,3,4,4,0
EMP0136,客服部,高级工程师,P6,44,5.4,160700,1.6,2018-08-09,0.3672,False,,0.16570841889117044,7.981724845995893,0.14168377823408623,0.08829568788501027,0.006230529595015577,0.141185335866485,3.477777777777778,0.5222222222222223,4.0,3.632222222222222,0.5896923076923077,0.6901826923076922,7.410576923076923,2.5,3.25,2.875,3.0,2.375,2.8,2,9,4,0
EMP0137,市场部,客服代表,P4,40,2.0,30500,3.9,2022-01-01,0.3986,False,,0.19096509240246407,8.024229979466119,0.1375770020533881,0.08213552361396304,0.020560747663551402,0.135932142240304,5.5777777777777775,1.511111111111111,7.088888888888889,4.174444444444444,0.5138461538461538,0.5646442307692308,7.425961538461538,2.75,3.25,2.5,2.5,2.125,2.625,4,4,2,0
EMP0138,人力资源部,初级工程师,P7,38,3.5,31300,11.6,2020-07-03,0.2069,False,,0.20308008213552362,8.084188911704311,0.0944558521560575,0.039014373716632446,0.06853582554517133,0.08897298611244378,6.8,1.8666666666666667,8.666666666666666,2.631111111111111,0.63425,0.6368269230769231,6.721153846153846,3.5,3.5,3.5,3.0,2.75,3.25,1,3,5,0
EMP0139,工程部,中级工程师,P7,28,2.2,79300,9.6,2021-10-20,0.4293,False,,0.14455852156057497,7.991375770020534,0.1293634496919918,0.09240246406570841,0.05607476635514018,0.12487746838358058,2.411111111111111,5.277777777777778,7.688888888888889,4.606666666666667,0.5050961538461538,0.5481634615384615,7.5413461538461535,2.75,2.875,2.875,2.375,1.875,2.55,3,1,5,0
EMP0140,客服部,中级工程师,M2,24,2.3,53900,29.4,2021-09-14,0.4364,False,,0.17268993839835728,7.96694045174538,0.162217659137577,0.1026694045174538,0.17943925233644858,0.1478625189506611,1.3444444444444446,1.5888888888888888,2.933333333333333,4.238888888888889,0.5343076923076923,0.6344807692307692,7.576923076923077,3.0,2.875,2.75,2.125,2.375,2.625,2,1,1,0
EMP0141,客服部,产品经理,P5,31,3.8,41700,21.1,2020-03-15,0.304,False,,0.15215605749486652,8.012320328542094,0.11704312114989733,0.07802874743326489,0.12772585669781933,0.10682505261407178,11.455555555555556,1.0666666666666667,12.522222222222222,3.511111111111111,0.5998846153846153,0.7012307692307692,7.059615384615385,2.75,3.5,3.25,2.625,2.625,2.95,2,2,3,0
EMP0142,人力资源部,高级工程师,P4,28,1.0,66800,10.4,2023-01-01,0.5111,True,2024-03-31,0.14907597535934294,7.944763860369609,0.1704312114989733,0.0944558521560575,0.06105919003115265,0.1655464762964811,3.2666666666666666,1.0555555555555556,4.322222222222222,5.69,0.42409615384615384,0.3935961538461538,7.941346153846154,2.125,2.75,2.875,2.0,2.25,2.4,1,9,2,1
EMP0143,人力资源部,高级工程师,P5,32,1.3,32400,2.9,2022-09-14,0.5084,True,2024-06-09,0.1408624229979466,7.962422997946612,0.13552361396303902,0.12320328542094455,0.014330218068535825,0.13437719651755617,3.8444444444444446,2.6555555555555554,6.5,4.487777777777778,0.4175384615384615,0.4016153846153846,7.725,2.125,2.625,3.0,2.375,2.25,2.475,1,9,3,1
