customer_id,purchase_date,purchase_amount,base_price,discount_amount,discount_pct,is_promotion,promotion_type,order_number,discount_used,is_returned,product_category,price_sensitivity,promotion_responsiveness
CUST_000113,2025-03-23,124.18,124.18,0.0,0.0,0,None,16,0,0,Sports,0.41119733308068473,0.38627525312902344
CUST_000113,2025-05-09,114.19,114.19,0.0,0.0,0,None,17,0,0,Sports,0.41119733308068473,0.38627525312902344
CUST_000113,2025-07-10,411.0,411.0,0.0,0.0,0,None,18,0,0,Electronics,0.41119733308068473,0.38627525312902344
CUST_000113,2025-07-18,23.32,23.32,0.0,0.0,0,None,19,0,0,Food,0.41119733308068473,0.38627525312902344
CUST_000113,2025-08-01,78.03,78.03,0.0,0.0,0,None,20,0,0,Clothing,0.41119733308068473,0.38627525312902344
CUST_000113,2025-08-21,62.19,62.19,0.0,0.0,0,None,21,0,0,Beauty,0.41119733308068473,0.38627525312902344
CUST_000113,2025-08-31,83.79,83.79,0.0,0.0,0,None,22,0,0,Clothing,0.41119733308068473,0.38627525312902344
CUST_000113,2025-09-08,201.55,201.55,0.0,0.0,0,None,23,0,0,Electronics,0.41119733308068473,0.38627525312902344
CUST_000113,2025-10-19,31.52,31.52,0.0,0.0,0,None,24,0,0,Food,0.41119733308068473,0.38627525312902344
CUST_000113,2025-12-07,50.61,73.7,23.1,0.3134,1,Bundle Deal,25,1,0,Clothing,0.41119733308068473,0.38627525312902344
CUST_000114,2023-02-07,34.08,46.39,12.3,0.2652,1,Coupon,1,1,0,Clothing,0.6156054247319931,0.5280490659814447
CUST_000114,2023-02-14,239.61,239.61,0.0,0.0,0,None,2,0,0,Electronics,0.6156054247319931,0.5280490659814447
CUST_000114,2023-03-19,31.86,31.86,0.0,0.0,0,None,3,0,0,Food,0.6156054247319931,0.5280490659814447
CUST_000114,2023-09-02,333.71,333.71,0.0,0.0,0,None,4,0,0,Electronics,0.6156054247319931,0.5280490659814447
CUST_000114,2023-11-19,40.49,72.45,31.96,0.4411,1,Coupon,5,1,0,Beauty,0.6156054247319931,0.5280490659814447
CUST_000114,2024-02-20,195.1,195.1,0.0,0.0,0,None,6,0,0,Home,0.6156054247319931,0.5280490659814447
CUST_000114,2024-04-02,112.53,112.53,0.0,0.0,0,None,7,0,0,Sports,0.6156054247319931,0.5280490659814447
CUST_000114,2024-04-12,375.25,375.25,0.0,0.0,0,None,8,0,0,Electronics,0.6156054247319931,0.5280490659814447
CUST_000114,2024-05-07,41.85,41.85,0.0,0.0,0,None,9,0,0,Clothing,0.6156054247319931,0.5280490659814447
CUST_000114,2024-08-08,32.67,32.67,0.0,0.0,0,None,10,0,0,Food,0.6156054247319931,0.5280490659814447
CUST_000114,2025-11-03,38.39,52.99,14.6,0.2756,1,Bundle Deal,11,1,0,Clothing,0.6156054247319931,0.5280490659814447
CUST_000114,2025-12-20,66.75,92.66,25.91,0.2796,1,Membership Discount,12,1,0,Clothing,0.6156054247319931,0.5280490659814447
CUST_000114,2025-12-21,29.57,29.57,0.0,0.0,0,None,13,0,0,Beauty,0.6156054247319931,0.5280490659814447
CUST_000115,2023-01-27,59.33,59.33,0.0,0.0,0,None,1,0,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2023-03-28,96.56,96.56,0.0,0.0,0,None,2,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2023-04-08,178.47,178.47,0.0,0.0,0,None,3,0,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2023-05-03,92.15,92.15,0.0,0.0,0,None,4,0,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2023-05-04,70.7,70.7,0.0,0.0,0,None,5,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2023-05-15,75.19,75.19,0.0,0.0,0,None,6,0,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2023-06-09,122.19,148.96,26.77,0.1797,1,Membership Discount,7,1,0,Sports,0.22533800132845413,0.6884076196652514
CUST_000115,2023-07-16,141.24,181.54,40.29,0.222,1,Membership Discount,8,1,0,Sports,0.22533800132845413,0.6884076196652514
CUST_000115,2023-07-25,287.46,287.46,0.0,0.0,0,None,9,0,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2023-09-03,217.69,217.69,0.0,0.0,0,None,10,0,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2023-09-04,63.25,79.49,16.24,0.2043,1,Coupon,11,1,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2023-09-06,101.82,101.82,0.0,0.0,0,None,12,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2023-10-05,8.9,10.0,1.1,0.1096,1,Bundle Deal,13,1,0,Food,0.22533800132845413,0.6884076196652514
CUST_000115,2023-11-25,161.72,161.72,0.0,0.0,0,None,14,0,0,Sports,0.22533800132845413,0.6884076196652514
CUST_000115,2023-12-13,179.79,179.79,0.0,0.0,0,None,15,0,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2023-12-15,88.32,88.32,0.0,0.0,0,None,16,0,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2023-12-28,87.57,87.57,0.0,0.0,0,None,17,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2024-01-07,60.85,60.85,0.0,0.0,0,None,18,0,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2024-02-06,78.95,78.95,0.0,0.0,0,None,19,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2024-04-03,26.45,26.45,0.0,0.0,0,None,20,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2024-04-25,35.02,45.44,10.42,0.2293,1,Coupon,21,1,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2024-05-12,95.28,95.28,0.0,0.0,0,None,22,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2024-06-01,43.42,43.42,0.0,0.0,0,None,23,0,0,Food,0.22533800132845413,0.6884076196652514
CUST_000115,2024-08-15,15.71,20.03,4.32,0.2158,1,Bundle Deal,24,1,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2024-08-25,70.78,96.8,26.02,0.2688,1,Bundle Deal,25,1,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2024-10-19,346.5,346.5,0.0,0.0,0,None,26,0,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2024-10-29,322.79,322.79,0.0,0.0,0,None,27,0,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2024-12-07,93.23,93.23,0.0,0.0,0,None,28,0,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2024-12-13,38.45,38.45,0.0,0.0,0,None,29,0,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2025-01-06,5.39,10.0,4.61,0.4606,1,Bundle Deal,30,1,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2025-02-02,37.83,58.14,20.32,0.3494,1,Membership Discount,31,1,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2025-03-06,48.07,48.07,0.0,0.0,0,None,32,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2025-03-19,43.15,63.18,20.03,0.317,1,Membership Discount,33,1,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2025-04-28,312.51,312.51,0.0,0.0,0,None,34,0,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2025-06-26,104.04,104.04,0.0,0.0,0,None,35,0,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2025-07-23,34.81,38.89,4.08,0.1049,1,Bundle Deal,36,1,0,Food,0.22533800132845413,0.6884076196652514
CUST_000115,2025-07-29,159.92,195.12,35.21,0.1804,1,Coupon,37,1,0,Home,0.22533800132845413,0.6884076196652514
CUST_000115,2025-08-28,133.93,133.93,0.0,0.0,0,None,38,0,0,Sports,0.22533800132845413,0.6884076196652514
CUST_000115,2025-08-29,262.84,328.33,65.49,0.1995,1,Direct Discount,39,1,0,Electronics,0.22533800132845413,0.6884076196652514
CUST_000115,2025-09-06,35.99,73.05,37.07,0.5074,1,Direct Discount,40,1,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2025-10-03,95.05,145.01,49.95,0.3445,1,Coupon,41,1,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2025-10-25,146.4,146.4,0.0,0.0,0,None,42,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000115,2025-11-16,54.1,54.1,0.0,0.0,0,None,43,0,0,Beauty,0.22533800132845413,0.6884076196652514
CUST_000115,2025-12-16,194.94,194.94,0.0,0.0,0,None,44,0,0,Sports,0.22533800132845413,0.6884076196652514
CUST_000115,2025-12-22,21.07,21.07,0.0,0.0,0,None,45,0,0,Food,0.22533800132845413,0.6884076196652514
CUST_000115,2025-12-27,101.85,101.85,0.0,0.0,0,None,46,0,0,Clothing,0.22533800132845413,0.6884076196652514
CUST_000116,2023-07-22,114.31,114.31,0.0,0.0,0,None,1,0,0,Sports,0.5466670127082689,0.9022823845270249
CUST_000116,2023-08-09,159.13,159.13,0.0,0.0,0,None,2,0,0,Home,0.5466670127082689,0.9022823845270249
CUST_000116,2023-09-05,307.89,307.89,0.0,0.0,0,None,3,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2023-11-21,119.29,119.29,0.0,0.0,0,None,4,0,0,Sports,0.5466670127082689,0.9022823845270249
CUST_000116,2023-11-22,389.29,389.29,0.0,0.0,0,None,5,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2024-01-11,13.84,13.84,0.0,0.0,0,None,6,0,0,Beauty,0.5466670127082689,0.9022823845270249
CUST_000116,2024-01-12,362.18,362.18,0.0,0.0,0,None,7,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2024-01-25,34.27,34.27,0.0,0.0,0,None,8,0,0,Food,0.5466670127082689,0.9022823845270249
CUST_000116,2024-02-02,25.92,41.56,15.64,0.3763,1,Direct Discount,9,1,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000116,2024-04-02,107.06,107.06,0.0,0.0,0,None,10,0,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000116,2024-05-30,58.34,94.47,36.12,0.3824,1,Coupon,11,1,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000116,2024-08-04,157.82,157.82,0.0,0.0,0,None,12,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2024-08-17,334.96,334.96,0.0,0.0,0,None,13,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2024-09-10,233.56,233.56,0.0,0.0,0,None,14,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2024-09-20,147.4,176.11,28.71,0.163,1,Direct Discount,15,1,0,Sports,0.5466670127082689,0.9022823845270249
CUST_000116,2024-11-10,89.66,89.66,0.0,0.0,0,None,16,0,0,Sports,0.5466670127082689,0.9022823845270249
CUST_000116,2025-01-10,10.0,10.0,0.0,0.0,0,None,17,0,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000116,2025-01-15,415.96,415.96,0.0,0.0,0,None,18,0,0,Electronics,0.5466670127082689,0.9022823845270249
CUST_000116,2025-01-16,114.57,114.57,0.0,0.0,0,None,19,0,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000116,2025-04-28,59.86,59.86,0.0,0.0,0,None,20,0,0,Beauty,0.5466670127082689,0.9022823845270249
CUST_000116,2025-05-16,94.57,94.57,0.0,0.0,0,None,21,0,0,Home,0.5466670127082689,0.9022823845270249
CUST_000116,2025-11-17,18.54,26.84,8.3,0.3093,1,Membership Discount,22,1,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000116,2025-12-01,73.89,73.89,0.0,0.0,0,None,23,0,0,Clothing,0.5466670127082689,0.9022823845270249
CUST_000117,2023-01-27,27.41,27.41,0.0,0.0,0,None,1,0,0,Food,0.3321219281106466,0.831872206307609
CUST_000117,2023-05-27,99.7,99.7,0.0,0.0,0,None,2,0,0,Sports,0.3321219281106466,0.831872206307609
CUST_000117,2023-06-24,162.91,162.91,0.0,0.0,0,None,3,0,0,Sports,0.3321219281106466,0.831872206307609
CUST_000117,2023-08-07,220.58,220.58,0.0,0.0,0,None,4,0,0,Electronics,0.3321219281106466,0.831872206307609
CUST_000117,2023-09-15,479.51,479.51,0.0,0.0,0,None,5,0,0,Electronics,0.3321219281106466,0.831872206307609
CUST_000117,2023-09-22,23.37,23.37,0.0,0.0,0,None,6,0,0,Beauty,0.3321219281106466,0.831872206307609
CUST_000117,2024-07-14,255.3,255.3,0.0,0.0,0,None,7,0,0,Electronics,0.3321219281106466,0.831872206307609
CUST_000117,2024-12-10,108.89,126.14,17.25,0.1368,1,Direct Discount,8,1,1,Sports,0.3321219281106466,0.831872206307609
CUST_000117,2025-01-12,292.29,292.29,0.0,0.0,0,None,9,0,0,Electronics,0.3321219281106466,0.831872206307609
CUST_000117,2025-04-06,27.99,34.81,6.82,0.1959,1,Direct Discount,10,1,0,Food,0.3321219281106466,0.831872206307609
CUST_000117,2025-05-17,128.06,128.06,0.0,0.0,0,None,11,0,0,Home,0.3321219281106466,0.831872206307609
CUST_000117,2025-06-10,54.03,73.87,19.85,0.2686,1,Direct Discount,12,1,0,Beauty,0.3321219281106466,0.831872206307609
CUST_000117,2025-11-14,80.12,80.12,0.0,0.0,0,None,13,0,0,Clothing,0.3321219281106466,0.831872206307609
CUST_000117,2025-12-29,100.1,100.1,0.0,0.0,0,None,14,0,0,Clothing,0.3321219281106466,0.831872206307609
CUST_000118,2023-01-07,45.68,79.84,34.15,0.4278,1,Direct Discount,1,1,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2023-01-08,73.35,73.35,0.0,0.0,0,None,2,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2023-01-20,31.51,31.51,0.0,0.0,0,None,3,0,0,Food,0.4369142711241468,0.7357592100246689
CUST_000118,2023-01-28,78.02,78.02,0.0,0.0,0,None,4,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2023-02-09,59.01,59.01,0.0,0.0,0,None,5,0,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2023-02-27,49.25,72.32,23.07,0.319,1,Coupon,6,1,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2023-03-03,19.13,19.13,0.0,0.0,0,None,7,0,0,Food,0.4369142711241468,0.7357592100246689
CUST_000118,2023-03-11,321.31,321.31,0.0,0.0,0,None,8,0,0,Electronics,0.4369142711241468,0.7357592100246689
CUST_000118,2023-05-14,62.36,62.36,0.0,0.0,0,None,9,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2023-05-28,11.17,11.17,0.0,0.0,0,None,10,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2023-07-20,23.21,27.73,4.53,0.1632,1,Direct Discount,11,1,0,Food,0.4369142711241468,0.7357592100246689
CUST_000118,2023-08-19,94.77,94.77,0.0,0.0,0,None,12,0,0,Sports,0.4369142711241468,0.7357592100246689
CUST_000118,2023-08-22,167.17,167.17,0.0,0.0,0,None,13,0,0,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2023-10-10,32.79,37.56,4.76,0.1268,1,Coupon,14,1,0,Food,0.4369142711241468,0.7357592100246689
CUST_000118,2023-10-30,32.48,32.48,0.0,0.0,0,None,15,0,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2023-11-18,19.41,44.69,25.28,0.5656,1,Direct Discount,16,1,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2023-12-23,29.33,44.21,14.88,0.3366,1,Direct Discount,17,1,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2024-01-14,374.69,447.69,73.0,0.1631,1,Coupon,18,1,0,Electronics,0.4369142711241468,0.7357592100246689
CUST_000118,2024-01-22,79.79,79.79,0.0,0.0,0,None,19,0,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2024-02-16,113.55,113.55,0.0,0.0,0,None,20,0,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2024-02-23,55.61,96.81,41.2,0.4256,1,Coupon,21,1,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2024-03-09,122.75,122.75,0.0,0.0,0,None,22,0,1,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2024-04-11,393.47,393.47,0.0,0.0,0,None,23,0,0,Electronics,0.4369142711241468,0.7357592100246689
CUST_000118,2024-06-02,86.74,86.74,0.0,0.0,0,None,24,0,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2024-06-24,31.68,57.02,25.34,0.4444,1,Direct Discount,25,1,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2024-07-02,59.12,59.12,0.0,0.0,0,None,26,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2024-07-10,185.62,185.62,0.0,0.0,0,None,27,0,0,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2024-08-17,110.62,110.62,0.0,0.0,0,None,28,0,0,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2024-08-21,233.74,233.74,0.0,0.0,0,None,29,0,0,Electronics,0.4369142711241468,0.7357592100246689
CUST_000118,2024-08-27,46.83,46.83,0.0,0.0,0,None,30,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2024-09-09,229.13,229.13,0.0,0.0,0,None,31,0,0,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2024-09-18,123.39,123.39,0.0,0.0,0,None,32,0,0,Sports,0.4369142711241468,0.7357592100246689
CUST_000118,2024-09-27,227.62,227.62,0.0,0.0,0,None,33,0,0,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2024-11-09,162.29,162.29,0.0,0.0,0,None,34,0,0,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2024-12-15,23.81,23.81,0.0,0.0,0,None,35,0,0,Food,0.4369142711241468,0.7357592100246689
CUST_000118,2025-01-02,106.37,127.25,20.89,0.1641,1,Coupon,36,1,1,Home,0.4369142711241468,0.7357592100246689
CUST_000118,2025-02-03,19.09,21.8,2.71,0.1244,1,Coupon,37,1,0,Food,0.4369142711241468,0.7357592100246689
CUST_000118,2025-02-21,40.7,62.05,21.35,0.344,1,Direct Discount,38,1,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2025-04-15,29.21,29.21,0.0,0.0,0,None,39,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2025-04-18,74.63,74.63,0.0,0.0,0,None,40,0,0,Sports,0.4369142711241468,0.7357592100246689
CUST_000118,2025-06-12,69.43,69.43,0.0,0.0,0,None,41,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2025-06-27,71.04,71.04,0.0,0.0,0,None,42,0,0,Clothing,0.4369142711241468,0.7357592100246689
CUST_000118,2025-07-13,144.02,209.2,65.18,0.3116,1,Coupon,43,1,0,Electronics,0.4369142711241468,0.7357592100246689
CUST_000118,2025-11-23,56.95,56.95,0.0,0.0,0,None,44,0,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000118,2025-12-07,47.43,69.36,21.93,0.3162,1,Coupon,45,1,0,Beauty,0.4369142711241468,0.7357592100246689
CUST_000119,2023-12-02,533.88,533.88,0.0,0.0,0,None,1,0,0,Electronics,0.6093089756682815,0.5458749030901515
CUST_000119,2024-01-09,182.56,182.56,0.0,0.0,0,None,2,0,0,Home,0.6093089756682815,0.5458749030901515
CUST_000119,2024-01-22,38.93,38.93,0.0,0.0,0,None,3,0,1,Clothing,0.6093089756682815,0.5458749030901515
CUST_000119,2024-05-10,26.77,35.32,8.55,0.242,1,Direct Discount,4,1,0,Food,0.6093089756682815,0.5458749030901515
CUST_000119,2024-06-13,56.42,56.42,0.0,0.0,0,None,5,0,0,Beauty,0.6093089756682815,0.5458749030901515
CUST_000119,2024-06-21,45.95,45.95,0.0,0.0,0,None,6,0,0,Clothing,0.6093089756682815,0.5458749030901515
CUST_000119,2024-07-04,16.45,21.33,4.88,0.2287,1,Membership Discount,7,1,0,Food,0.6093089756682815,0.5458749030901515
CUST_000119,2025-01-05,82.39,82.39,0.0,0.0,0,None,8,0,1,Clothing,0.6093089756682815,0.5458749030901515
CUST_000119,2025-06-14,47.57,75.7,28.13,0.3716,1,Direct Discount,9,1,0,Clothing,0.6093089756682815,0.5458749030901515
CUST_000119,2025-10-21,149.42,149.42,0.0,0.0,0,None,10,0,0,Sports,0.6093089756682815,0.5458749030901515
CUST_000119,2025-11-01,80.89,80.89,0.0,0.0,0,None,11,0,0,Clothing,0.6093089756682815,0.5458749030901515
CUST_000120,2023-01-03,29.04,31.75,2.71,0.0854,1,Coupon,1,1,0,Food,0.022367734093118933,0.36331020068379904
CUST_000120,2023-03-28,93.16,93.16,0.0,0.0,0,None,2,0,0,Home,0.022367734093118933,0.36331020068379904
CUST_000120,2023-04-08,134.16,134.16,0.0,0.0,0,None,3,0,0,Home,0.022367734093118933,0.36331020068379904
CUST_000120,2023-09-13,12.46,16.8,4.34,0.2583,1,Direct Discount,4,1,0,Beauty,0.022367734093118933,0.36331020068379904
CUST_000120,2023-11-04,19.65,19.65,0.0,0.0,0,None,5,0,0,Food,0.022367734093118933,0.36331020068379904
CUST_000120,2024-01-02,32.34,32.34,0.0,0.0,0,None,6,0,0,Clothing,0.022367734093118933,0.36331020068379904
CUST_000120,2024-01-07,96.63,96.63,0.0,0.0,0,None,7,0,0,Beauty,0.022367734093118933,0.36331020068379904
CUST_000120,2024-02-13,472.55,472.55,0.0,0.0,0,None,8,0,0,Electronics,0.022367734093118933,0.36331020068379904
CUST_000120,2024-03-10,217.64,217.64,0.0,0.0,0,None,9,0,0,Electronics,0.022367734093118933,0.36331020068379904
CUST_000120,2024-03-15,91.4,91.4,0.0,0.0,0,None,10,0,0,Sports,0.022367734093118933,0.36331020068379904
CUST_000120,2024-05-11,40.45,58.82,18.37,0.3122,1,Seasonal Sale,11,1,0,Beauty,0.022367734093118933,0.36331020068379904
CUST_000120,2024-08-25,38.21,52.91,14.7,0.2779,1,Seasonal Sale,12,1,0,Beauty,0.022367734093118933,0.36331020068379904
CUST_000120,2024-09-26,61.64,78.17,16.53,0.2115,1,Bundle Deal,13,1,0,Clothing,0.022367734093118933,0.36331020068379904
CUST_000120,2024-10-03,87.24,87.24,0.0,0.0,0,None,14,0,0,Clothing,0.022367734093118933,0.36331020068379904
CUST_000120,2024-10-31,24.46,24.46,0.0,0.0,0,None,15,0,0,Food,0.022367734093118933,0.36331020068379904
CUST_000120,2024-11-20,33.13,33.13,0.0,0.0,0,None,16,0,0,Food,0.022367734093118933,0.36331020068379904
CUST_000120,2025-01-05,35.97,35.97,0.0,0.0,0,None,17,0,0,Food,0.022367734093118933,0.36331020068379904
CUST_000120,2025-03-05,127.15,151.66,24.51,0.1616,1,Direct Discount,18,1,0,Home,0.022367734093118933,0.36331020068379904
CUST_000120,2025-03-15,10.0,10.0,0.0,0.0,0,None,19,0,0,Food,0.022367734093118933,0.36331020068379904
CUST_000120,2025-04-05,296.86,296.86,0.0,0.0,0,None,20,0,0,Electronics,0.022367734093118933,0.36331020068379904
CUST_000120,2025-04-19,80.73,80.73,0.0,0.0,0,None,21,0,0,Beauty,0.022367734093118933,0.36331020068379904
CUST_000120,2025-07-22,243.85,243.85,0.0,0.0,0,None,22,0,0,Electronics,0.022367734093118933,0.36331020068379904
CUST_000120,2025-09-17,40.8,40.8,0.0,0.0,0,None,23,0,0,Clothing,0.022367734093118933,0.36331020068379904
CUST_000120,2025-09-18,436.59,436.59,0.0,0.0,0,None,24,0,0,Electronics,0.022367734093118933,0.36331020068379904
CUST_000120,2025-11-12,424.61,424.61,0.0,0.0,0,None,25,0,0,Electronics,0.022367734093118933,0.36331020068379904
CUST_000121,2023-01-06,139.99,139.99,0.0,0.0,0,None,1,0,0,Sports,0.17259024174053622,0.30669979862560365
CUST_000121,2023-01-17,47.82,76.27,28.45,0.3731,1,Seasonal Sale,2,1,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2023-01-30,66.78,90.5,23.72,0.2621,1,Membership Discount,3,1,0,Sports,0.17259024174053622,0.30669979862560365
CUST_000121,2023-01-31,69.88,69.88,0.0,0.0,0,None,4,0,0,Beauty,0.17259024174053622,0.30669979862560365
CUST_000121,2023-03-28,109.09,109.09,0.0,0.0,0,None,5,0,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2023-04-25,19.99,25.2,5.21,0.2067,1,Membership Discount,6,1,0,Food,0.17259024174053622,0.30669979862560365
CUST_000121,2023-05-12,316.35,316.35,0.0,0.0,0,None,7,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-05-13,194.77,194.77,0.0,0.0,0,None,8,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-05-16,394.83,394.83,0.0,0.0,0,None,9,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-06-03,31.23,34.03,2.8,0.0823,1,Coupon,10,1,0,Food,0.17259024174053622,0.30669979862560365
CUST_000121,2023-07-08,70.14,70.14,0.0,0.0,0,None,11,0,0,Beauty,0.17259024174053622,0.30669979862560365
CUST_000121,2023-07-26,124.75,124.75,0.0,0.0,0,None,12,0,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2023-07-26,340.79,340.79,0.0,0.0,0,None,13,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-07-30,326.81,326.81,0.0,0.0,0,None,14,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-08-26,208.54,208.54,0.0,0.0,0,None,15,0,0,Sports,0.17259024174053622,0.30669979862560365
CUST_000121,2023-09-05,279.52,279.52,0.0,0.0,0,None,16,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-10-10,348.58,348.58,0.0,0.0,0,None,17,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-10-11,295.45,295.45,0.0,0.0,0,None,18,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2023-12-17,103.05,103.05,0.0,0.0,0,None,19,0,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2024-01-12,94.85,94.85,0.0,0.0,0,None,20,0,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2024-01-28,68.37,102.79,34.41,0.3348,1,Direct Discount,21,1,0,Beauty,0.17259024174053622,0.30669979862560365
CUST_000121,2024-02-18,44.22,44.22,0.0,0.0,0,None,22,0,0,Beauty,0.17259024174053622,0.30669979862560365
CUST_000121,2024-02-24,51.92,51.92,0.0,0.0,0,None,23,0,0,Food,0.17259024174053622,0.30669979862560365
CUST_000121,2024-02-28,10.36,10.36,0.0,0.0,0,None,24,0,0,Food,0.17259024174053622,0.30669979862560365
CUST_000121,2024-04-04,176.11,176.11,0.0,0.0,0,None,25,0,0,Electronics,0.17259024174053622,0.30669979862560365
CUST_000121,2024-05-01,101.04,101.04,0.0,0.0,0,None,26,0,0,Home,0.17259024174053622,0.30669979862560365
CUST_000121,2024-07-02,65.84,65.84,0.0,0.0,0,None,27,0,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2024-08-05,20.48,32.9,12.42,0.3775,1,Direct Discount,28,1,0,Clothing,0.17259024174053622,0.30669979862560365
CUST_000121,2024-08-27,32.06,32.06,0.0,0.0,0,None,29,0,0,Beauty,0.17259024174053622,0.30669979862560365
CUST_000121,2024-12-31,52.9,52.9,0.0,0.0,0,None,30,0,0,Beauty,0.17259024174053622,0.30669979862560365
CUST_000121,2025-01-16,24.39,24.39,0.0,0.0,0,None,31,0,0,Clothing,0.17259024174053622,0.30669979862560365
