customer_id,survey_date,nps_score,purchase_id,ease_of_use,product_quality,customer_service
CUST_000267,2025-10-14,8,6230,5,3,5
CUST_000268,2024-10-11,8,6235,4,3,3
CUST_000268,2025-01-14,8,6238,5,4,4
CUST_000268,2025-02-28,7,6239,4,3,3
CUST_000269,2024-03-06,10,6247,5,5,5
CUST_000269,2025-01-22,9,6253,5,5,4
CUST_000270,2025-10-09,7,6270,4,4,4
CUST_000271,2023-05-06,7,6272,4,4,2
CUST_000271,2024-04-25,9,6273,5,4,5
CUST_000271,2025-01-26,9,6278,3,5,3
CUST_000272,2023-08-19,4,6284,2,2,1
CUST_000272,2024-03-09,9,6289,4,4,3
CUST_000272,2025-01-13,5,6294,2,3,2
CUST_000273,2025-09-07,10,6342,5,5,5
CUST_000274,2023-01-26,8,6348,4,4,4
CUST_000274,2024-09-13,8,6355,3,4,5
CUST_000274,2024-11-19,7,6356,4,4,4
CUST_000275,2024-04-01,10,6367,4,5,4
CUST_000275,2025-05-03,10,6374,5,5,5
CUST_000276,2023-10-01,2,6377,1,1,1
CUST_000276,2025-08-25,6,6383,3,4,3
CUST_000276,2025-12-11,9,6384,4,5,4
CUST_000277,2024-08-27,10,6399,5,5,5
CUST_000277,2025-05-20,8,6401,4,4,4
CUST_000278,2025-02-21,6,6423,3,3,2
CUST_000278,2025-02-25,10,6425,5,4,5
CUST_000279,2024-07-08,10,6441,5,5,5
CUST_000280,2024-08-09,9,6459,5,4,5
CUST_000280,2025-05-22,7,6464,3,3,4
CUST_000281,2025-09-02,10,6489,5,5,5
CUST_000281,2025-12-03,9,6492,5,4,4
CUST_000281,2025-12-21,10,6494,5,5,5
CUST_000282,2024-10-04,10,6508,5,4,5
CUST_000282,2024-11-07,10,6511,5,5,5
CUST_000283,2024-06-03,7,6525,4,3,2
CUST_000283,2025-01-25,5,6526,3,3,2
CUST_000284,2023-12-23,10,6537,5,5,4
CUST_000284,2025-08-02,10,6555,5,5,5
CUST_000284,2025-09-15,10,6557,5,5,5
CUST_000285,2023-11-12,8,6574,4,4,5
CUST_000285,2024-01-01,10,6575,4,5,5
CUST_000286,2024-10-20,10,6599,5,5,4
CUST_000286,2025-12-11,9,6607,4,4,5
CUST_000287,2023-11-27,7,6616,4,4,4
CUST_000287,2025-03-21,7,6624,4,4,4
CUST_000287,2025-10-27,10,6629,5,5,3
CUST_000288,2024-02-22,10,6639,5,5,5
CUST_000288,2024-07-16,10,6645,5,5,5
CUST_000289,2023-03-18,9,6658,5,4,4
CUST_000289,2025-09-14,8,6678,4,3,4
CUST_000290,2025-05-14,8,6688,4,4,4
CUST_000291,2024-08-21,7,6702,4,4,5
CUST_000292,2023-09-14,10,6715,5,5,5
CUST_000292,2023-09-17,6,6716,3,3,2
CUST_000292,2025-10-30,5,6724,2,2,2
CUST_000293,2025-09-16,10,6754,5,5,5
CUST_000294,2023-06-10,10,6759,4,5,5
CUST_000294,2025-11-11,8,6771,4,4,5
CUST_000294,2025-11-30,10,6772,4,4,5
CUST_000295,2023-08-04,3,6775,1,2,2
CUST_000295,2023-10-15,6,6776,2,3,4
CUST_000295,2024-02-13,9,6779,5,5,5
CUST_000296,2023-09-02,10,6788,5,5,5
CUST_000296,2024-05-03,8,6792,4,4,5
CUST_000297,2024-09-28,7,6815,4,5,3
CUST_000297,2025-02-10,8,6818,4,4,5
CUST_000297,2025-09-30,8,6822,4,4,4
CUST_000298,2023-09-28,7,6823,4,4,4
CUST_000298,2024-06-21,8,6829,4,4,4
CUST_000298,2025-10-26,7,6837,4,2,4
CUST_000299,2024-02-02,10,6845,5,5,4
CUST_000299,2024-11-14,5,6852,3,2,3
CUST_000300,2024-10-22,9,6870,3,5,4
CUST_000300,2025-05-28,9,6876,4,4,4
CUST_000301,2023-01-31,6,6879,3,4,3
CUST_000301,2025-09-08,6,6891,3,3,3
CUST_000301,2025-11-13,9,6894,4,5,3
CUST_000302,2023-03-05,10,6897,5,5,5
CUST_000302,2024-05-29,10,6906,5,5,5
CUST_000302,2024-09-02,10,6908,5,5,5
CUST_000303,2024-11-30,5,6933,3,4,3
CUST_000303,2025-02-08,7,6934,3,3,4
CUST_000303,2025-09-28,9,6938,4,4,5
CUST_000304,2025-10-31,8,6965,5,5,4
CUST_000305,2025-01-12,10,6984,5,5,5
CUST_000305,2025-10-09,10,6990,5,5,5
CUST_000306,2024-12-29,9,7012,4,4,5
CUST_000306,2025-06-04,8,7018,3,4,4
CUST_000306,2025-09-20,10,7021,5,5,5
CUST_000307,2023-09-17,7,7031,3,3,2
CUST_000307,2024-10-30,10,7039,5,5,5
CUST_000308,2023-12-18,10,7065,5,5,5
CUST_000309,2024-03-20,10,7113,5,5,5
CUST_000309,2024-09-02,8,7123,4,3,4
CUST_000310,2023-01-22,9,7136,5,4,4
CUST_000310,2023-11-17,9,7148,5,5,4
CUST_000310,2024-04-15,10,7151,5,4,4
CUST_000311,2024-07-21,8,7169,4,4,5
CUST_000311,2024-10-05,7,7170,3,3,3
CUST_000312,2023-09-15,10,7180,4,4,4
CUST_000313,2023-05-13,7,7197,3,4,2
CUST_000313,2024-01-19,8,7202,5,4,4
CUST_000313,2025-07-18,9,7208,4,4,4
CUST_000314,2025-06-01,10,7227,5,5,5
CUST_000314,2025-08-22,8,7229,5,3,4
CUST_000315,2023-03-12,9,7232,4,5,5
CUST_000315,2024-11-14,8,7244,4,4,5
CUST_000315,2025-10-12,5,7251,2,2,2
CUST_000316,2023-05-09,4,7254,2,2,2
CUST_000317,2023-02-27,8,7273,4,4,3
CUST_000317,2025-09-20,9,7284,5,4,5
CUST_000318,2024-02-19,7,7292,4,4,4
CUST_000318,2025-08-11,8,7301,4,5,3
CUST_000319,2023-08-22,8,7307,4,4,4
CUST_000319,2024-04-29,9,7314,5,4,5
CUST_000319,2025-01-25,9,7318,5,4,5
CUST_000320,2023-11-07,8,7342,3,4,4
CUST_000320,2024-04-04,10,7349,5,5,5
CUST_000321,2023-10-09,5,7380,2,2,2
CUST_000321,2025-09-22,6,7389,3,3,4
CUST_000322,2023-12-05,10,7401,5,5,5
CUST_000322,2025-05-24,10,7415,5,5,5
CUST_000322,2025-11-19,10,7419,5,5,5
CUST_000323,2024-06-25,8,7434,4,4,5
CUST_000324,2023-08-05,7,7454,3,3,4
CUST_000324,2025-10-31,10,7470,5,5,5
CUST_000325,2025-05-18,10,7484,5,5,5
CUST_000326,2024-12-24,8,7498,4,3,3
CUST_000327,2023-03-29,10,7508,5,5,5
CUST_000327,2025-01-30,10,7521,5,5,5
CUST_000328,2023-01-28,10,7530,5,5,5
CUST_000328,2023-03-14,9,7531,5,5,3
CUST_000328,2024-04-09,10,7535,5,5,5
CUST_000329,2023-03-29,8,7548,3,4,4
CUST_000329,2023-06-29,10,7550,5,5,5
CUST_000329,2025-06-13,10,7557,5,5,3
CUST_000330,2023-02-21,8,7563,4,4,4
CUST_000331,2025-12-03,9,7605,4,5,4
CUST_000332,2023-03-09,8,7606,4,5,5
CUST_000332,2023-12-10,8,7613,4,3,3
CUST_000333,2023-02-08,10,7623,5,5,5
CUST_000333,2023-09-03,10,7629,5,5,5
CUST_000333,2025-10-19,10,7649,5,5,5
CUST_000334,2023-06-21,7,7654,3,3,3
CUST_000334,2023-08-17,10,7655,5,5,5
CUST_000334,2024-07-11,6,7661,3,3,3
CUST_000335,2023-11-20,5,7671,3,2,2
CUST_000336,2024-10-27,9,7702,5,5,5
CUST_000337,2023-08-17,8,7710,5,4,4
CUST_000338,2025-01-27,10,7735,5,5,5
CUST_000339,2023-10-26,10,7744,5,5,5
CUST_000340,2024-01-08,10,7771,5,5,5
CUST_000340,2024-10-06,10,7784,5,5,5
CUST_000340,2025-08-27,10,7799,5,5,5
CUST_000341,2025-05-28,10,7816,4,5,5
CUST_000342,2023-08-19,9,7826,4,4,5
CUST_000342,2024-12-22,10,7840,4,5,5
CUST_000343,2023-09-23,5,7854,3,2,2
CUST_000343,2023-12-18,6,7856,3,2,4
CUST_000343,2025-11-20,8,7870,5,3,5
CUST_000344,2024-05-27,9,7880,5,5,4
CUST_000345,2024-01-14,9,7901,4,4,5
CUST_000345,2025-07-24,9,7916,5,4,5
CUST_000346,2023-02-11,10,7920,5,4,5
CUST_000346,2024-01-29,8,7929,4,4,3
CUST_000346,2024-11-18,10,7938,5,5,5
CUST_000347,2025-04-13,7,7970,5,4,2
CUST_000348,2024-02-25,10,7979,5,5,5
CUST_000348,2024-07-24,9,7985,4,4,5
CUST_000348,2025-09-25,10,7995,5,5,5
CUST_000349,2023-04-16,8,8001,4,4,4
CUST_000349,2023-09-15,6,8006,2,3,3
CUST_000350,2023-10-08,10,8021,5,5,5
CUST_000351,2024-09-19,6,8051,3,3,3
CUST_000351,2025-06-01,5,8055,2,2,2
CUST_000352,2024-05-06,6,8062,3,3,3
CUST_000352,2024-12-19,7,8063,3,4,4
CUST_000353,2023-08-08,10,8072,5,5,5
CUST_000354,2025-05-10,8,8128,4,3,5
CUST_000355,2023-01-14,3,8134,2,1,1
CUST_000355,2025-05-11,5,8146,3,2,2
CUST_000356,2024-08-03,10,8171,5,5,5
CUST_000356,2025-03-17,10,8183,5,5,5
CUST_000357,2024-12-12,10,8221,5,5,5
CUST_000357,2025-06-04,9,8225,5,5,5
CUST_000358,2023-06-28,8,8235,4,4,3
CUST_000358,2024-04-01,8,8241,5,4,3
CUST_000358,2024-09-08,9,8243,3,5,3
CUST_000359,2024-05-08,10,8270,5,5,5
CUST_000360,2023-04-01,9,8299,5,5,5
CUST_000361,2025-05-31,7,8341,3,4,4
CUST_000362,2023-06-03,9,8353,4,5,3
CUST_000362,2024-09-29,10,8363,5,5,3
CUST_000362,2024-12-17,10,8365,5,5,5
CUST_000363,2024-07-22,8,8381,4,3,5
CUST_000363,2025-07-06,7,8386,4,4,4
CUST_000364,2025-09-28,10,8416,5,5,4
CUST_000365,2023-06-16,7,8421,4,5,5
CUST_000365,2024-03-02,8,8425,4,4,4
CUST_000365,2024-07-13,8,8426,4,5,4
CUST_000366,2023-08-22,10,8435,5,5,5
CUST_000366,2025-10-14,9,8453,5,4,4
CUST_000367,2024-12-03,10,8474,5,5,5
CUST_000368,2024-05-30,10,8504,5,5,5
CUST_000368,2025-12-14,10,8526,5,5,5
CUST_000368,2025-12-29,10,8528,5,5,5
CUST_000369,2025-09-08,4,8543,2,2,3
CUST_000369,2025-09-19,7,8544,3,4,4
CUST_000369,2025-12-03,10,8546,5,5,5
CUST_000370,2024-05-02,7,8560,3,4,3
CUST_000371,2024-12-18,10,8579,5,5,5
CUST_000371,2025-01-21,8,8581,4,4,5
CUST_000371,2025-12-11,10,8589,4,5,5
CUST_000372,2023-05-21,5,8593,4,2,3
CUST_000372,2024-04-07,9,8598,5,4,4
CUST_000373,2024-10-08,10,8614,5,5,5
CUST_000374,2025-03-05,10,8646,5,4,5
CUST_000375,2024-10-09,9,8664,3,4,5
CUST_000376,2025-06-07,8,8688,4,4,3
CUST_000377,2025-06-03,7,8711,4,4,4
CUST_000377,2025-07-17,10,8712,5,5,5
CUST_000377,2025-08-06,9,8714,5,5,4
CUST_000378,2024-09-03,9,8734,4,4,5
CUST_000379,2023-04-08,10,8745,5,5,5
CUST_000379,2024-09-23,10,8765,5,5,5
CUST_000380,2023-11-02,10,8795,5,5,5
CUST_000380,2024-08-05,10,8804,5,5,5
CUST_000380,2025-11-15,9,8815,5,5,5
CUST_000381,2024-01-23,9,8826,4,5,4
CUST_000381,2025-01-22,8,8831,4,5,4
CUST_000381,2025-06-10,8,8835,5,3,5
CUST_000382,2023-11-20,9,8844,5,4,4
CUST_000382,2025-07-29,10,8852,5,5,5
CUST_000383,2024-01-08,10,8861,5,5,5
CUST_000383,2024-03-29,9,8863,5,5,4
CUST_000383,2025-12-17,10,8881,5,5,5
CUST_000384,2025-04-25,10,8921,5,5,5
CUST_000384,2025-09-13,10,8927,5,5,5
CUST_000385,2023-05-10,10,8930,5,5,5
CUST_000385,2024-02-29,10,8938,5,5,5
CUST_000385,2024-12-07,9,8947,4,5,5
CUST_000386,2025-07-07,10,8973,5,5,4
CUST_000387,2023-11-15,10,8979,5,5,5
CUST_000387,2024-01-19,7,8981,4,3,2
CUST_000387,2025-12-03,8,8991,4,4,5
CUST_000388,2024-02-02,9,8999,5,4,5
CUST_000388,2025-04-19,7,9005,3,3,2
CUST_000388,2025-07-18,10,9007,5,5,5
CUST_000389,2025-02-20,10,9026,5,5,5
CUST_000389,2025-11-28,10,9033,5,5,5
CUST_000390,2025-03-02,6,9045,3,2,3
CUST_000390,2025-03-14,6,9046,4,3,3
CUST_000391,2024-08-21,10,9077,5,5,5
CUST_000391,2024-11-09,10,9080,5,5,5
CUST_000392,2023-01-30,10,9099,5,5,5
CUST_000392,2023-03-23,10,9101,5,5,5
CUST_000393,2024-01-13,8,9124,4,5,4
CUST_000393,2024-03-12,10,9126,5,5,5
CUST_000393,2024-07-24,8,9129,4,4,4
CUST_000394,2023-08-24,10,9152,5,5,5
CUST_000394,2025-09-30,10,9167,5,5,5
CUST_000395,2024-03-14,8,9179,4,4,5
CUST_000395,2024-10-16,8,9181,5,4,4
CUST_000395,2025-04-15,5,9188,2,3,2
CUST_000396,2024-10-10,10,9206,5,5,5
CUST_000396,2024-10-19,10,9207,5,5,5
CUST_000396,2024-11-25,10,9208,5,5,4
CUST_000397,2024-10-03,10,9240,5,5,5
CUST_000397,2024-12-27,10,9245,5,5,5
CUST_000397,2025-07-09,10,9253,5,5,5
CUST_000398,2023-07-15,6,9266,2,3,2
CUST_000399,2024-04-16,9,9295,4,5,4
CUST_000400,2025-08-09,10,9345,5,5,5
CUST_000401,2023-06-19,9,9362,5,5,5
CUST_000402,2023-12-27,9,9388,5,4,4
CUST_000402,2024-11-08,4,9393,2,2,2
CUST_000403,2023-10-28,6,9403,3,4,3
CUST_000403,2024-10-21,7,9406,3,4,3
CUST_000403,2024-10-17,9,9407,4,5,4
CUST_000404,2024-12-14,7,9428,4,4,3
CUST_000405,2023-10-20,10,9446,5,5,5
CUST_000406,2025-06-13,6,9482,3,4,4
CUST_000406,2025-11-26,6,9485,2,3,2
CUST_000407,2023-09-25,7,9491,3,3,3
CUST_000408,2023-11-09,10,9517,5,5,5
CUST_000408,2023-12-05,10,9518,5,5,5
CUST_000409,2025-09-17,8,9578,4,3,4
CUST_000410,2023-07-15,4,9586,2,1,3
CUST_000410,2024-11-09,10,9589,5,5,5
CUST_000411,2025-03-26,7,9611,4,3,2
CUST_000411,2025-07-15,6,9613,3,3,5
CUST_000412,2023-07-03,9,9622,5,5,4
CUST_000412,2024-11-26,10,9634,5,5,5
CUST_000413,2024-03-09,7,9655,3,4,4
CUST_000414,2024-06-23,9,9676,4,5,5
CUST_000415,2024-09-24,3,9694,2,1,2
CUST_000416,2023-08-30,10,9714,5,5,5
CUST_000416,2024-09-11,9,9726,4,4,5
CUST_000417,2023-12-14,9,9762,4,5,5
CUST_000418,2023-03-04,8,9778,4,4,4
CUST_000418,2023-08-09,9,9782,5,4,4
CUST_000418,2025-07-25,7,9795,4,5,3
CUST_000419,2023-02-20,9,9800,4,4,4
CUST_000419,2024-06-19,5,9807,3,3,4
CUST_000420,2023-07-29,10,9818,5,5,5
CUST_000420,2024-10-31,10,9826,5,5,5
CUST_000420,2025-08-17,8,9834,4,4,5
CUST_000421,2025-11-12,7,9861,3,4,4
CUST_000422,2023-07-26,7,9867,3,5,3
CUST_000422,2025-06-26,6,9878,4,3,2
CUST_000423,2023-01-13,10,9881,5,5,5
CUST_000423,2023-05-22,8,9887,4,4,4
CUST_000423,2025-08-24,10,9917,5,5,5
CUST_000424,2025-01-20,7,9931,3,2,3
CUST_000425,2024-10-27,10,9969,5,5,4
CUST_000426,2024-08-15,9,9990,5,5,4
CUST_000426,2025-12-27,8,9998,4,4,4
CUST_000427,2023-11-02,10,10009,5,5,5
CUST_000428,2024-03-29,8,10038,3,4,4
CUST_000429,2023-05-10,10,10070,5,5,5
CUST_000429,2023-09-11,10,10083,5,5,5
CUST_000430,2023-02-18,4,10117,1,2,3
CUST_000430,2024-02-22,5,10123,1,2,3
CUST_000430,2025-09-15,8,10127,3,4,5
CUST_000431,2023-10-03,10,10131,5,5,5
CUST_000431,2025-04-02,10,10141,5,5,5
CUST_000431,2025-08-01,8,10144,4,4,3
CUST_000432,2025-02-03,10,10183,5,5,5
CUST_000432,2025-06-26,10,10187,5,5,5
CUST_000433,2023-05-24,10,10200,5,5,5
CUST_000433,2023-10-11,10,10206,5,5,5
CUST_000433,2024-08-01,10,10216,5,5,5
CUST_000434,2023-07-14,6,10231,4,3,3
CUST_000435,2023-10-12,10,10256,5,5,5
CUST_000436,2023-07-02,10,10284,5,5,5
CUST_000436,2025-02-06,10,10312,5,5,5
CUST_000437,2025-09-10,10,10351,5,5,5
CUST_000438,2024-04-08,9,10362,5,5,2
CUST_000438,2025-01-13,10,10368,5,5,5
CUST_000438,2025-08-10,10,10374,5,5,4
CUST_000439,2024-04-25,10,10391,5,5,5
CUST_000439,2024-08-04,10,10393,5,5,5
CUST_000439,2024-11-11,8,10395,4,3,5
CUST_000440,2025-08-30,6,10416,3,2,3
CUST_000441,2024-01-17,10,10430,5,4,5
CUST_000441,2025-11-29,10,10448,5,5,5
CUST_000442,2023-03-21,7,10451,3,3,5
CUST_000442,2024-05-19,5,10459,2,3,2
CUST_000442,2024-09-27,6,10463,4,3,3
CUST_000443,2025-05-06,10,10487,5,5,5
CUST_000443,2025-07-09,10,10491,5,5,5
CUST_000444,2023-12-09,9,10497,5,4,5
CUST_000444,2024-07-05,4,10499,2,2,3
CUST_000444,2025-01-29,6,10501,2,4,3
CUST_000445,2024-01-05,6,10508,3,3,3
CUST_000445,2024-02-16,6,10509,3,2,3
CUST_000446,2023-10-26,9,10519,4,4,5
CUST_000446,2024-02-22,9,10522,4,5,4
CUST_000446,2024-06-03,9,10524,4,5,4
CUST_000447,2024-02-27,8,10542,4,4,3
CUST_000447,2025-09-16,10,10554,5,5,5
CUST_000448,2023-01-08,10,10562,5,5,5
CUST_000448,2023-04-05,9,10566,5,4,5
CUST_000448,2023-07-10,10,10572,5,5,5
CUST_000449,2023-12-09,10,10608,5,5,5
CUST_000450,2024-09-11,7,10633,3,4,4
CUST_000450,2024-11-15,9,10638,4,4,4
CUST_000450,2025-02-21,8,10639,4,5,4
CUST_000451,2023-02-13,6,10642,4,4,3
CUST_000452,2024-03-03,10,10653,5,5,5
CUST_000452,2024-03-11,8,10654,4,4,4
CUST_000452,2025-09-09,9,10661,5,5,5
CUST_000453,2024-02-24,9,10673,4,5,5
CUST_000454,2023-09-29,10,10690,5,5,5
CUST_000454,2024-09-20,9,10695,5,5,5
CUST_000454,2025-07-06,8,10702,4,4,3
CUST_000455,2023-10-31,9,10715,4,4,5
CUST_000455,2025-01-06,10,10727,5,5,5
CUST_000455,2025-09-21,10,10732,5,5,5
CUST_000456,2025-10-28,10,10772,5,5,5
CUST_000457,2025-03-09,10,10799,5,5,5
CUST_000457,2025-10-21,9,10803,4,4,5
CUST_000458,2023-06-26,10,10805,4,5,4
CUST_000458,2023-09-14,8,10807,4,4,3
CUST_000458,2024-07-13,7,10810,3,3,5
CUST_000459,2023-10-20,7,10824,3,3,4
CUST_000459,2025-05-18,8,10834,4,4,2
CUST_000460,2023-09-28,10,10849,5,5,5
CUST_000461,2023-09-16,10,10885,5,5,5
CUST_000461,2024-01-03,10,10889,5,5,5
CUST_000462,2023-03-28,8,10907,3,3,3
CUST_000463,2023-06-06,4,10930,2,2,3
CUST_000464,2024-04-15,8,10956,4,4,4
CUST_000465,2024-02-05,6,10978,3,3,4
CUST_000466,2024-12-27,9,11007,5,5,4
CUST_000467,2024-01-05,7,11026,2,3,4
CUST_000467,2025-10-22,5,11035,2,3,3
CUST_000468,2023-05-28,7,11037,3,4,4
CUST_000468,2024-12-21,8,11043,4,5,5
CUST_000469,2024-04-15,10,11064,5,5,5
CUST_000469,2025-07-11,10,11072,4,5,4
CUST_000470,2024-02-23,7,11078,4,4,3
CUST_000471,2024-05-02,6,11090,3,3,4
CUST_000471,2025-02-15,9,11094,5,4,4
CUST_000472,2024-05-18,9,11112,4,5,4
CUST_000473,2025-02-07,10,11142,5,5,5
CUST_000474,2025-10-25,10,11182,5,5,5
CUST_000474,2025-12-02,10,11185,5,5,4
CUST_000475,2023-04-23,9,11186,4,4,4
CUST_000475,2023-05-15,3,11187,2,2,1
CUST_000475,2024-03-16,5,11195,3,3,3
CUST_000476,2024-05-23,10,11217,5,5,5
CUST_000476,2024-08-10,10,11221,5,5,4
CUST_000476,2025-02-24,10,11228,5,5,5
CUST_000477,2023-03-05,8,11233,4,4,4
CUST_000477,2023-11-24,8,11234,4,5,5
CUST_000478,2023-03-05,10,11247,5,5,5
CUST_000478,2024-08-21,8,11254,3,3,5
CUST_000479,2023-12-06,2,11270,1,1,1
CUST_000479,2025-08-25,5,11276,3,2,3
CUST_000480,2023-02-25,3,11279,1,1,1
CUST_000480,2024-05-23,6,11283,4,3,2
CUST_000481,2024-09-25,10,11311,5,5,5
CUST_000482,2025-03-01,7,11330,3,3,4
CUST_000483,2024-05-31,10,11346,5,5,5
CUST_000483,2025-04-18,6,11352,3,3,3
CUST_000484,2024-03-23,9,11368,5,4,3
CUST_000485,2023-10-19,10,11388,5,5,5
CUST_000486,2025-02-26,8,11427,4,4,5
CUST_000487,2024-11-25,5,11441,4,2,3
CUST_000488,2025-06-18,10,11458,5,4,5
CUST_000489,2023-06-12,6,11463,3,3,1
CUST_000489,2025-12-01,7,11476,4,3,5
CUST_000490,2024-10-29,10,11493,5,5,5
CUST_000491,2024-11-10,9,11514,4,5,5
CUST_000492,2024-11-30,9,11529,4,5,4
CUST_000492,2025-06-11,5,11532,2,4,2
CUST_000493,2023-06-22,10,11545,5,5,5
CUST_000493,2024-04-04,10,11559,5,5,5
CUST_000494,2024-03-12,8,11584,4,4,3
CUST_000494,2024-05-18,10,11589,5,5,5
CUST_000494,2025-01-11,6,11592,3,3,3
CUST_000495,2024-12-15,6,11606,2,3,2
CUST_000495,2025-02-25,7,11608,4,3,2
CUST_000495,2025-04-03,8,11609,4,4,3
CUST_000496,2025-09-11,6,11625,3,4,2
CUST_000497,2023-02-09,8,11628,4,4,5
CUST_000497,2025-08-20,7,11644,4,4,4
CUST_000498,2025-11-06,8,11664,4,4,4
CUST_000499,2023-12-20,10,11671,5,5,5
