customer_id,complaint_date,complaint_type,severity,resolution_time_days,is_resolved,purchase_id
CUST_000381,2025-04-07,Delivery Issue,Medium,6.0,1,8833
CUST_000382,2024-02-12,Delivery Issue,Medium,,0,8845
CUST_000383,2025-01-15,Delivery Issue,Medium,11.0,1,8874
CUST_000385,2024-03-01,Delivery Issue,Low,11.0,1,8938
CUST_000385,2024-04-16,Product Defect,Low,13.0,1,8941
CUST_000386,2023-12-01,Product Defect,Low,11.0,1,8961
CUST_000386,2025-06-21,Product Defect,Low,1.0,1,8972
CUST_000388,2023-06-04,Delivery Issue,Medium,1.0,1,8994
CUST_000388,2025-12-22,Product Defect,Medium,11.0,1,9010
CUST_000388,2025-12-12,Delivery Issue,Low,3.0,1,9009
CUST_000388,2025-07-27,Product Defect,High,10.0,1,9008
CUST_000389,2024-09-01,Delivery Issue,Medium,11.0,1,9024
CUST_000389,2023-07-23,Billing Error,High,7.0,1,9014
CUST_000390,2025-03-11,Other,Medium,10.0,1,9046
CUST_000390,2025-09-16,Product Defect,High,,0,9048
CUST_000390,2024-01-22,Delivery Issue,Low,10.0,1,9040
CUST_000391,2023-07-09,Billing Error,Medium,8.0,1,9057
CUST_000391,2025-01-04,Billing Error,Low,4.0,1,9084
CUST_000394,2023-03-01,Delivery Issue,Medium,4.0,1,9146
CUST_000395,2025-04-10,Customer Service,Medium,2.0,1,9188
CUST_000395,2025-03-20,Product Defect,High,7.0,1,9187
CUST_000397,2025-06-28,Delivery Issue,Medium,4.0,1,9253
CUST_000397,2024-09-14,Delivery Issue,Low,13.0,1,9239
CUST_000398,2025-09-16,Customer Service,Low,8.0,1,9271
CUST_000399,2023-06-21,Customer Service,Low,8.0,1,9280
CUST_000401,2023-09-18,Customer Service,Medium,,0,9367
CUST_000401,2023-08-12,Billing Error,Low,6.0,1,9365
CUST_000401,2025-07-20,Customer Service,High,4.0,1,9381
CUST_000403,2025-05-10,Billing Error,Medium,,0,9413
CUST_000403,2023-08-31,Product Defect,High,11.0,1,9401
CUST_000405,2024-11-24,Delivery Issue,Medium,9.0,1,9457
CUST_000406,2025-08-19,Delivery Issue,Medium,8.0,1,9483
CUST_000407,2024-06-02,Billing Error,Medium,8.0,1,9495
CUST_000409,2024-09-07,Other,Low,11.0,1,9566
CUST_000409,2023-07-26,Customer Service,Low,12.0,1,9558
CUST_000409,2025-04-03,Other,Low,7.0,1,9573
CUST_000413,2025-07-24,Billing Error,Medium,4.0,1,9665
CUST_000414,2023-07-10,Delivery Issue,Low,,0,9673
CUST_000414,2023-04-10,Product Defect,Low,7.0,1,9671
CUST_000415,2025-10-22,Billing Error,High,13.0,1,9702
CUST_000415,2023-09-04,Product Defect,Low,,0,9690
CUST_000415,2025-09-02,Billing Error,Low,,0,9700
CUST_000416,2023-06-16,Delivery Issue,Low,9.0,1,9709
CUST_000418,2024-10-03,Delivery Issue,Medium,,0,9789
CUST_000418,2025-07-24,Product Defect,Low,7.0,1,9795
CUST_000419,2024-08-31,Product Defect,Low,2.0,1,9810
CUST_000420,2023-11-14,Product Defect,High,1.0,1,9820
CUST_000420,2024-10-08,Product Defect,Medium,2.0,1,9825
CUST_000421,2025-06-26,Product Defect,Medium,7.0,1,9857
CUST_000421,2023-12-09,Delivery Issue,Medium,4.0,1,9846
CUST_000421,2025-01-31,Product Defect,Low,4.0,1,9852
CUST_000422,2025-12-20,Product Defect,Low,6.0,1,9880
CUST_000422,2023-01-22,Product Defect,High,7.0,1,9863
CUST_000423,2025-09-08,Delivery Issue,Low,6.0,1,9919
CUST_000423,2024-01-09,Other,High,7.0,1,9898
CUST_000424,2023-05-14,Delivery Issue,Medium,,0,9922
CUST_000426,2024-03-14,Product Defect,Medium,6.0,1,9988
CUST_000427,2023-08-15,Delivery Issue,Medium,,0,10007
CUST_000428,2024-11-03,Customer Service,Low,5.0,1,10046
CUST_000429,2024-02-01,Product Defect,High,8.0,1,10088
CUST_000429,2024-01-30,Customer Service,High,14.0,1,10089
CUST_000430,2023-02-11,Customer Service,Low,,0,10116
CUST_000430,2023-04-21,Other,Low,10.0,1,10118
CUST_000430,2025-09-14,Delivery Issue,Medium,1.0,1,10127
CUST_000430,2025-08-25,Customer Service,Low,6.0,1,10125
CUST_000432,2025-07-09,Delivery Issue,Medium,1.0,1,10189
CUST_000432,2024-04-15,Product Defect,High,1.0,1,10172
CUST_000433,2023-05-31,Delivery Issue,Low,4.0,1,10201
CUST_000436,2023-07-02,Customer Service,Low,8.0,1,10286
CUST_000436,2025-11-11,Delivery Issue,Medium,13.0,1,10324
CUST_000439,2025-03-11,Product Defect,Low,11.0,1,10399
CUST_000440,2023-06-30,Product Defect,High,7.0,1,10402
CUST_000441,2023-03-29,Customer Service,High,10.0,1,10423
CUST_000441,2025-07-12,Product Defect,High,,0,10444
CUST_000442,2025-06-28,Delivery Issue,Low,2.0,1,10466
CUST_000442,2023-09-08,Delivery Issue,Medium,1.0,1,10456
CUST_000443,2024-06-11,Delivery Issue,High,4.0,1,10480
CUST_000443,2024-06-15,Delivery Issue,High,7.0,1,10481
CUST_000445,2024-10-24,Product Defect,Low,9.0,1,10512
CUST_000445,2024-03-01,Billing Error,Low,6.0,1,10510
CUST_000445,2023-06-24,Delivery Issue,Low,6.0,1,10507
CUST_000445,2025-09-15,Delivery Issue,Medium,5.0,1,10515
CUST_000446,2024-06-11,Other,Medium,,0,10526
CUST_000446,2024-07-19,Billing Error,Low,9.0,1,10527
CUST_000446,2023-10-26,Product Defect,Medium,12.0,1,10519
CUST_000447,2023-04-14,Product Defect,Low,3.0,1,10538
CUST_000447,2024-02-23,Billing Error,High,2.0,1,10541
CUST_000448,2023-07-13,Delivery Issue,Low,7.0,1,10572
CUST_000448,2023-03-18,Customer Service,High,2.0,1,10565
CUST_000449,2024-09-24,Product Defect,High,10.0,1,10616
CUST_000450,2023-09-16,Delivery Issue,Low,8.0,1,10626
CUST_000450,2024-08-09,Customer Service,Medium,12.0,1,10632
CUST_000452,2024-10-10,Delivery Issue,Low,2.0,1,10657
CUST_000453,2025-07-15,Customer Service,Low,12.0,1,10685
CUST_000453,2024-07-19,Product Defect,Medium,9.0,1,10677
CUST_000454,2025-08-04,Billing Error,Low,7.0,1,10703
CUST_000455,2024-11-19,Customer Service,Medium,9.0,1,10726
CUST_000455,2024-04-19,Product Defect,Medium,,0,10721
CUST_000456,2025-04-03,Product Defect,Medium,12.0,1,10761
CUST_000456,2024-05-28,Product Defect,High,4.0,1,10752
CUST_000457,2023-10-17,Customer Service,Medium,13.0,1,10784
CUST_000459,2025-02-28,Billing Error,Low,,0,10833
CUST_000460,2023-08-14,Customer Service,High,14.0,1,10847
CUST_000461,2024-06-24,Product Defect,Low,7.0,1,10892
CUST_000461,2024-08-02,Other,High,6.0,1,10894
CUST_000462,2023-04-09,Delivery Issue,Medium,10.0,1,10908
CUST_000463,2024-08-08,Product Defect,High,,0,10938
CUST_000463,2025-10-23,Delivery Issue,Medium,13.0,1,10950
CUST_000463,2025-07-15,Product Defect,Low,2.0,1,10947
CUST_000463,2025-06-25,Product Defect,Medium,11.0,1,10944
CUST_000463,2025-07-02,Delivery Issue,High,8.0,1,10945
CUST_000464,2024-12-03,Product Defect,Medium,,0,10960
CUST_000464,2023-07-19,Billing Error,Low,,0,10952
CUST_000464,2024-08-26,Other,High,3.0,1,10958
CUST_000464,2024-04-20,Billing Error,Low,12.0,1,10957
CUST_000465,2023-07-15,Customer Service,Low,,0,10970
CUST_000465,2023-01-25,Product Defect,Low,8.0,1,10969
CUST_000465,2023-11-21,Customer Service,Low,,0,10975
CUST_000467,2024-01-05,Customer Service,Low,14.0,1,11026
CUST_000467,2023-07-26,Product Defect,Medium,8.0,1,11023
CUST_000469,2023-04-04,Customer Service,Low,,0,11054
CUST_000469,2023-12-27,Other,High,4.0,1,11058
CUST_000472,2023-10-11,Product Defect,Low,,0,11105
CUST_000473,2024-07-23,Product Defect,Low,13.0,1,11135
CUST_000473,2023-04-04,Product Defect,Low,6.0,1,11128
CUST_000473,2023-01-24,Customer Service,Medium,14.0,1,11125
CUST_000474,2025-12-03,Customer Service,High,12.0,1,11185
CUST_000474,2025-09-16,Billing Error,High,12.0,1,11181
CUST_000475,2023-06-30,Customer Service,Low,,0,11188
CUST_000478,2024-06-02,Product Defect,Low,14.0,1,11251
CUST_000478,2025-03-26,Customer Service,Medium,,0,11259
CUST_000478,2024-08-13,Delivery Issue,Low,,0,11254
CUST_000479,2025-07-03,Billing Error,Medium,1.0,1,11274
CUST_000480,2025-10-09,Billing Error,Low,4.0,1,11295
CUST_000480,2024-11-06,Product Defect,Low,10.0,1,11289
CUST_000481,2023-04-21,Billing Error,Medium,4.0,1,11298
CUST_000481,2024-05-27,Customer Service,Low,2.0,1,11308
CUST_000481,2025-05-27,Billing Error,Low,,0,11319
CUST_000482,2023-01-25,Billing Error,Low,7.0,1,11322
CUST_000485,2025-09-07,Product Defect,Medium,4.0,1,11404
CUST_000485,2023-03-19,Other,Low,13.0,1,11378
CUST_000485,2025-11-28,Delivery Issue,Low,4.0,1,11406
CUST_000487,2024-02-27,Product Defect,Medium,,0,11436
CUST_000488,2023-11-20,Billing Error,Low,7.0,1,11453
CUST_000488,2024-11-13,Product Defect,Medium,10.0,1,11457
CUST_000488,2023-12-15,Delivery Issue,High,3.0,1,11454
CUST_000489,2025-07-05,Delivery Issue,Low,10.0,1,11473
CUST_000490,2025-08-20,Customer Service,Medium,,0,11500
CUST_000492,2025-06-05,Delivery Issue,Medium,,0,11532
CUST_000494,2024-04-26,Billing Error,Medium,9.0,1,11588
CUST_000495,2023-09-12,Other,Low,14.0,1,11603
CUST_000495,2025-02-17,Customer Service,Medium,,0,11608
CUST_000496,2023-02-17,Delivery Issue,High,13.0,1,11612
CUST_000497,2024-04-03,Delivery Issue,High,14.0,1,11637
CUST_000497,2023-09-08,Product Defect,Low,6.0,1,11632
CUST_000499,2025-07-31,Billing Error,Low,1.0,1,11695
