title,genres,director,main_actor,release_date,promotion_budget,runtime,production_budget,promotion_timeseries,competition_environment,pre_sales_data,point_screen_data,wom_scoring,first_week_box_office,total_box_office
电影_0286,"['奇幻', '音乐', '惊悚']",宁浩,Robert Downey Jr.,2020-10-01,3259.797451972496,138,10075.625816159636,"{'daily_spend': [418.9838491315421, 149.11613464916437, 163.9961809300229, 495.2758636457884, 168.4974715934995, 158.8374383179415, 105.5070793410254, 461.31320721756714, 159.14921067346927, 164.23224691950483, 168.003250032536, 134.6146344983811, 146.3370304331313, 94.48254477398272, 139.7253595733304, 131.72594933807682], 'spend_pattern': 'random', 'total_spend': 3259.7974510689637}","{'same_period_movies': 8, 'average_competitor_budget': 1930.8442581127254, 'genre_overlap_ratio': 0.029660743564281056, 'competitor_ratings': [5.9, 8.6, 5.5, 5.2, 7.3, 8.8, 8.3, 8.9]}","{'total_amount': 5065.504914317696, 'daily_sales': [161.3746520035361, 242.98570457463376, 192.63999161674423, 205.79741200078627, 173.01580149615955, 274.9197807737737, 261.21100951991866, 155.28835052777976, 558.8266957959859, 327.6983370400227, 167.14285375720735, 487.75119995313764, 487.7697603779503, 470.72861403750596, 423.7265664038735, 474.6281844386805], 'presale_days': 16, 'wish_count': 6241}",,,6534.0,24689.22
电影_0287,"['悬疑', '动作', '音乐']",贾樟柯,Dwayne Johnson,2024-12-29,12824.692136548285,102,27989.513454169864,"{'daily_spend': [463.3783161070536, 757.5349988363708, 1105.1456161186513, 1001.1868907525836, 1834.5367800845288, 3537.9461167471204, 4124.963416955303], 'spend_pattern': 'random', 'total_spend': 12824.692135601612}","{'same_period_movies': 4, 'average_competitor_budget': 17970.372343974228, 'genre_overlap_ratio': 0.6271589396397714, 'competitor_ratings': [8.5, 6.2, 6.2, 6.0]}","{'total_amount': 6322.710290037141, 'daily_sales': [270.04955902137317, 791.385422798721, 619.8890557064054, 708.1937149974052, 1301.5604223448227, 1325.5648643323348, 1306.0672508360792], 'presale_days': 7, 'wish_count': 19556}","{'screen_count': 79, 'total_viewers': 3362, 'average_occupancy': 0.55, 'point_screen_days': 6, 'average_score': 9.1, 'positive_review_ratio': 0.6, 'social_media_mentions': 2416, 'want_to_watch_increase': 9993, 'viewer_comments': None}",,54762.22,199505.62
电影_0288,"['犯罪', '战争', '剧情']",王家卫,Tom Hanks,2025-11-24,7012.875282311165,110,14321.416404837457,"{'daily_spend': [745.2803762321013, 706.640880658986, 449.99881802213355, 506.1535549861252, 539.7452979688961, 651.6750217300722, 731.3586841231837, 454.0247526396489, 524.0621257935125, 570.9080144107692, 499.55448333377245, 633.4732713566818], 'spend_pattern': 'random', 'total_spend': 7012.875281255883}","{'same_period_movies': 7, 'average_competitor_budget': 8035.1958944994885, 'genre_overlap_ratio': 0.32944987337000886, 'competitor_ratings': [7.2, 7.9, 6.9, 5.2, 5.1, 5.9, 6.7]}","{'total_amount': 8202.705112554831, 'daily_sales': [344.452489661841, 356.7772436319214, 324.67497102769886, 463.2396588115534, 411.33238442288996, 549.5663562690047, 852.6392920409569, 988.8204673369939, 694.3170334883782, 1111.2662557974093, 1205.2708372246702, 900.348122841514], 'presale_days': 12, 'wish_count': 3311}",,"{'douban_score': 7.4, 'maoyan_score': 7.6, 'taopiaopiao_score': 7.5, 'imdb_score': 7.4, 'rotten_tomatoes': 75.0, 'metacritic': 70.0}",19397.19,31878.6
电影_0289,"['冒险', '剧情', '动画']",宁浩,Scarlett Johansson,2022-08-17,3484.3071474901035,110,5804.028188127679,"{'daily_spend': [150.2397381041302, 98.9061404727838, 111.08121130292785, 98.35022623550937, 152.68427378589874, 105.83357405645323, 118.67421143342476, 151.81771473180845, 126.63966253782768, 154.62431549173877, 154.15301616449952, 119.91798129559896, 128.81325380548583, 102.8842712174873, 158.87275135307235, 106.41953102630761, 143.6108486184538, 108.97159654881301, 108.9769876944408, 93.57143501067186, 127.15715516991673, 103.9534915866986, 96.85109678114745, 102.61563582206989, 104.41458577547223, 123.04671008802151, 114.34448065725817, 91.48185820341688, 125.39939149714976], 'spend_pattern': 'random', 'total_spend': 3484.307146468485}","{'same_period_movies': 1, 'average_competitor_budget': 4627.181252798387, 'genre_overlap_ratio': 0.32531882790763844, 'competitor_ratings': [6.3]}","{'total_amount': 6839.661620800262, 'daily_sales': [140.23325487861436, 94.8922669567458, 135.65468079971694, 131.4091585612155, 136.54223034462697, 215.1014580078041, 147.0210565150542, 179.86109210921956, 184.2307697301941, 249.84982319199568, 222.28165866581, 207.70257747409389, 117.90468317286145, 201.2754548907088, 361.75420648806033, 180.32358776627362, 145.16185915138635, 243.67842305994958, 274.5372748248051, 223.80824751723196, 368.42069047015934, 391.90952301704857, 398.80093879776814, 293.65720319112404, 319.44168480209794, 378.2362976892712, 301.545222552952, 264.64264442893636, 329.78365174453637], 'presale_days': 29, 'wish_count': 3658}",,,5741.92,36680.09
电影_0290,"['奇幻', '冒险', '惊悚']",Christopher Nolan,徐峥,2022-02-17,14630.544599175044,142,27526.937723905412,"{'daily_spend': [241.66342645633617, 1007.2874108028266, 316.0216374456529, 291.9126820819557, 771.9863390788187, 373.19274462692954, 248.40136215252377, 260.9729846617107, 219.82113721620686, 259.4828548668916, 1128.0356596777865, 243.69762943281503, 246.64136389216802, 953.709565093268, 311.96061894349054, 724.8061687475492, 237.69833184995417, 230.98846634121222, 364.8889363594727, 327.7027379263743, 381.5089220150658, 239.78008163752344, 292.82322632506487, 343.64809738812465, 745.0987232420018, 999.4338730577603, 295.19848494064297, 287.46532104631166, 326.0044696044882, 294.09920333065395, 357.49804571377143, 377.3837506759196, 315.902412355431, 264.02998381703424, 349.7979453668504], 'spend_pattern': 'random', 'total_spend': 14630.544598170587}","{'same_period_movies': 8, 'average_competitor_budget': 8135.523471919783, 'genre_overlap_ratio': 0.017256505546768053, 'competitor_ratings': [5.8, 5.0, 5.7, 6.9, 6.6, 6.5, 8.3, 7.7]}","{'total_amount': 33619.448403651884, 'daily_sales': [486.88183619751896, 685.2460995573249, 526.37112199972, 367.9853952237668, 598.3149838961791, 582.1177062388213, 692.6919080833361, 795.2340246714793, 879.8448555633807, 1049.146589327934, 584.5622829624305, 544.8964278695645, 1110.4204646423746, 944.3980874254045, 892.376098430868, 1124.5279723669787, 1167.490296601518, 951.9381433518029, 749.7555674025762, 774.6627713839991, 1292.2839783457496, 1266.5376860770152, 1473.9803322630542, 1372.8000085471072, 972.1299209993396, 949.6404716798314, 1182.1849063734735, 1226.046068847214, 770.4247622076596, 1430.0227341462225, 1407.5080540489525, 1440.2956439541913, 866.4108141948486, 1226.319273056273, 1234.0011157139722], 'presale_days': 35, 'wish_count': 22058}","{'screen_count': 200, 'total_viewers': 12224, 'average_occupancy': 0.44, 'point_screen_days': 4, 'average_score': 7.7, 'positive_review_ratio': 0.88, 'social_media_mentions': 6871, 'want_to_watch_increase': 7389, 'viewer_comments': None}","{'douban_score': 9.1, 'maoyan_score': 9.3, 'taopiaopiao_score': 9.7, 'imdb_score': 9.5, 'rotten_tomatoes': 103.0, 'metacritic': 103.0}",58542.38,206339.36
电影_0291,"['音乐', '科幻']",陈思诚,Dwayne Johnson,2020-02-26,13160.648927680702,114,19704.400259726142,"{'daily_spend': [524.3579993151251, 662.9278020512808, 484.9117911143125, 1179.0996957949421, 677.4896618482265, 430.93263686535425, 396.82164697520653, 509.46928557724794, 518.0412785034257, 416.7951367820192, 663.7326930151114, 526.8245073857042, 555.0816615664114, 479.5898627667719, 1686.9408824078448, 647.8329728119921, 2083.678793999552, 716.1206178817594], 'spend_pattern': 'random', 'total_spend': 13160.648926662288}","{'same_period_movies': 3, 'average_competitor_budget': 11195.702955907253, 'genre_overlap_ratio': 0.905301665182571, 'competitor_ratings': [7.2, 7.8, 8.0]}","{'total_amount': 10643.44024240619, 'daily_sales': [262.4350288795457, 356.8910526309161, 363.75821002271226, 409.06823063544573, 473.51961531714767, 407.3315444047566, 526.4934973424411, 504.3743047569984, 663.6405069340698, 582.0765489687442, 708.9620814835284, 483.6807179881012, 710.8845242043643, 665.3165250133297, 993.9643259018086, 1129.7608738678346, 534.403675777754, 866.8789782766918], 'presale_days': 18, 'wish_count': 10246}",,,46040.24,117985.01
电影_0292,"['惊悚', '科幻']",姜文,周润发,2022-04-12,8117.521455033995,123,16892.76577051454,"{'daily_spend': [148.03435344420413, 87.43762337606285, 120.9820744799921, 88.0249128093946, 117.36058686636161, 129.7976003426213, 138.17265658541302, 283.0549201276332, 96.37886344333162, 118.31785688459668, 156.48444517182557, 110.07559182311643, 115.24285961440802, 115.59847251130411, 90.1710756853627, 140.3014950175611, 102.63376770988776, 405.61423645153536, 356.0433195736866, 128.5622940133667, 88.23884691208677, 446.0163179664953, 101.9654726714345, 132.77787964855563, 142.02537083337768, 123.37619973772115, 108.72285933197719, 155.02904264345452, 313.39632789014155, 152.9152343086817, 95.63058812038203, 112.47380417280574, 283.0470215788952, 253.49774267488647, 103.15114196802865, 271.92494204061666, 155.63931798612813, 139.39652023006477, 84.60510217108538, 301.51348972172974, 132.77996546261193, 113.14826016825081, 144.47043773416357, 120.83321812072737, 131.58915998378225, 127.49658315773267, 130.4699425793179, 100.97092530662174, 111.3220441513966, 263.9916870017929, 126.81700177358607], 'spend_pattern': 'random', 'total_spend': 8117.521453980198}","{'same_period_movies': 7, 'average_competitor_budget': 4272.969103203438, 'genre_overlap_ratio': 0.848030256511452, 'competitor_ratings': [8.1, 8.8, 8.9, 8.1, 6.1, 5.9, 6.8]}","{'total_amount': 29451.229780587488, 'daily_sales': [248.4419189240843, 336.7618867165538, 304.44423062019354, 353.2670970118913, 226.24447005785518, 448.09922584247573, 328.9001394651043, 339.5374592164874, 498.4350435747249, 424.1299988838312, 458.72659152864594, 625.0793777971533, 431.79011636866176, 400.721902962088, 556.1772329977812, 399.12916468494575, 585.8440194344577, 406.1292119044439, 429.6846485534662, 516.4091890768532, 334.54655545473486, 449.52695661665103, 438.7648808007359, 470.33852207413247, 555.4247590315478, 799.6161383994303, 694.8774765437231, 819.402342000883, 391.5597603693617, 770.3223081245862, 719.5506874009368, 1128.1828170120223, 356.537038908759, 718.9518975753163, 736.7658392747014, 710.3866344391964, 668.1559872280177, 608.549516420032, 532.1754374683456, 519.1374493452957, 804.7079447165919, 729.9739088253084, 971.2480623096612, 734.2062719232371, 1045.6936653199898, 737.2929967368713, 446.6569512017126, 757.4980735159027, 1037.452590776184, 518.0889627025135, 927.6844224494075], 'presale_days': 51, 'wish_count': 13847}",,,10568.9,31938.08
电影_0293,"['动画', '家庭']",Steven Spielberg,易烊千玺,2024-01-02,4122.847984603797,179,9908.156453728749,"{'daily_spend': [26.266873088763074, 27.53793689140854, 23.929239512805974, 29.201732127903536, 34.33756665397096, 34.852298929521446, 34.21611670537158, 30.061971100054873, 38.27064524518985, 53.147282170699064, 45.95798078037396, 43.70717746292037, 46.22844941014321, 56.64585527251936, 50.64895422445969, 64.92629901486897, 81.58932853560228, 47.88179758363748, 55.459016644541045, 58.55063711400291, 73.55156519700051, 57.684155382478544, 82.24513010982074, 109.8158453787139, 64.68275284434517, 88.08557833263545, 116.13567029058599, 83.38984563221138, 82.27279852365258, 124.51237473409334, 85.38703462009636, 149.65040546182607, 98.24310453770724, 141.092786934981, 166.67076772090428, 128.9932373860817, 121.85111377721994, 134.89659100542073, 212.8120017539574, 206.52080734474353, 157.69278355176903, 227.90564099394737, 237.80487977543694, 287.53395381637506], 'spend_pattern': 'random', 'total_spend': 4122.847983574762}","{'same_period_movies': 1, 'average_competitor_budget': 4538.201109096778, 'genre_overlap_ratio': 0.21472968222871514, 'competitor_ratings': [7.3]}","{'total_amount': 25925.043363389403, 'daily_sales': [287.31033713863184, 391.0326919420136, 404.8247367193767, 177.7945925016051, 373.40215514032195, 530.0524835818758, 468.4992260013263, 378.81993357064306, 426.4445058171203, 444.0982933258432, 417.96745661631735, 559.7870654184792, 603.7427443134376, 190.5727196606368, 518.5450106151909, 701.0430616731007, 468.9053732816458, 448.58460244635233, 611.8919937634691, 679.2900158491142, 585.7886034602395, 669.7180608833202, 607.9505472763049, 563.688769453135, 875.2015315749002, 813.5506384375673, 636.6509646655109, 658.7428228759925, 627.0777615052534, 603.5421936747036, 726.4067815891904, 709.9826432588727, 527.1038903146542, 788.7887363578918, 812.2248712885952, 639.3581135184163, 788.6961320081047, 680.1397897032449, 1042.6867703850091, 561.326494600233, 829.9472257594141, 873.8477559407365, 789.9876934156234, 430.02557206598794], 'presale_days': 44, 'wish_count': 7870}","{'screen_count': 184, 'total_viewers': 15431, 'average_occupancy': 0.41, 'point_screen_days': 2, 'average_score': 9.0, 'positive_review_ratio': 0.89, 'social_media_mentions': 4842, 'want_to_watch_increase': 5167, 'viewer_comments': None}","{'douban_score': 5.1, 'maoyan_score': 5.3, 'taopiaopiao_score': 5.8, 'imdb_score': 5.0, 'rotten_tomatoes': 48.0, 'metacritic': 64.0}",11745.3,31968.86
电影_0294,"['惊悚', '战争', '奇幻']",王家卫,Leonardo DiCaprio,2021-07-24,5778.421400855058,127,25312.381716354914,"{'daily_spend': [109.87522603517101, 84.79972504261286, 121.85551914420799, 74.34357409506858, 91.06099232296116, 102.64050712220772, 99.19481210703161, 108.05708227287413, 86.86104947076977, 342.4895866212282, 93.25885605209058, 229.92065438631988, 339.3859242668169, 369.91382277842104, 90.82541924268295, 104.18612546747572, 110.00974101787979, 355.60220367910523, 80.95261532663918, 309.05706648880835, 339.37915282682275, 81.01980590601345, 97.23543724903773, 96.75378964012988, 118.99805869787441, 115.31786954085469, 82.96554439122804, 83.02641796348767, 112.11738232244447, 339.24551809378124, 79.81996727996231, 93.59901336009827, 118.19281600443655, 73.91878904851724, 91.38719145987946, 107.44213314059651, 114.94891794031132, 107.92363088845256, 92.78871511017114, 128.0507460924341], 'spend_pattern': 'random', 'total_spend': 5778.421399896906}","{'same_period_movies': 7, 'average_competitor_budget': 6647.169692016536, 'genre_overlap_ratio': 0.3664479125863098, 'competitor_ratings': [6.0, 6.8, 8.2, 8.4, 8.8, 6.2, 7.6]}","{'total_amount': 41849.71980755355, 'daily_sales': [584.3659416715298, 887.7263625584424, 630.742277088722, 523.1256718364206, 615.1161471287268, 842.9268829526952, 552.8210145238065, 763.86143723124, 873.7189514707281, 617.6209102977607, 817.0103915218949, 836.903735199688, 994.6713105673002, 632.0701085422165, 1049.2835520069564, 734.8698880419079, 1190.22021731023, 621.0001567835928, 948.4673098654114, 987.5570681214754, 686.6988445712309, 1090.9977144693808, 1101.5307777251985, 1262.7285850883165, 1196.2376169076426, 1031.0910745526694, 921.5195028687021, 1163.362723808094, 1099.6470434341172, 1811.1365073020027, 1037.674225846909, 1717.6277712130234, 1899.4523636288907, 1149.3450339214537, 1663.7769136053046, 1841.7261069548038, 1519.9826544938685, 1445.6248736111993, 1287.7184350497348, 1217.761703780263], 'presale_days': 40, 'wish_count': 17948}","{'screen_count': 102, 'total_viewers': 6372, 'average_occupancy': 0.44, 'point_screen_days': 2, 'average_score': 7.6, 'positive_review_ratio': 0.71, 'social_media_mentions': 4085, 'want_to_watch_increase': 13581, 'viewer_comments': None}","{'douban_score': 9.9, 'maoyan_score': 9.3, 'taopiaopiao_score': 10.1, 'imdb_score': 9.3, 'rotten_tomatoes': 102.0, 'metacritic': 104.0}",57336.88,161877.5
电影_0295,"['动作', '爱情']",James Cameron,Dwayne Johnson,2025-07-20,15267.504352949476,71,21435.35206453536,"{'daily_spend': [104.5920065615011, 186.02603351564758, 117.26490879851109, 212.4381184971001, 176.23769412761206, 189.36709735324064, 233.71362267422046, 236.11338772484285, 188.78163814719196, 170.03890620116337, 294.24954477171786, 207.99804296822518, 300.34287350881164, 380.66991520939575, 328.4750743763166, 294.8101043763277, 289.68389704463317, 272.56011422763135, 433.4867024422988, 442.9919806447546, 443.60535359207023, 393.0639212470445, 430.0126216983093, 690.6798537858716, 409.16757108580833, 559.3601558877465, 467.38823882916745, 558.5216882561017, 915.7777328868799, 608.8213487203861, 867.0669404477786, 787.5284059617944, 993.1209868605577, 1181.5185745942904, 902.0292948897533], 'spend_pattern': 'random', 'total_spend': 15267.504351914704}","{'same_period_movies': 5, 'average_competitor_budget': 13243.08131273256, 'genre_overlap_ratio': 0.5472851676961841, 'competitor_ratings': [6.6, 8.1, 8.7, 5.3, 8.2]}","{'total_amount': 29825.001067233203, 'daily_sales': [507.89336066325455, 521.4169494372892, 339.8647128686389, 403.0438002558107, 701.9698603820761, 690.8785765086087, 614.960970024828, 658.8202738546602, 823.6403311001098, 487.606346119956, 553.6253302540656, 564.3801688900455, 953.402052778077, 1030.6619838269992, 852.6336948621579, 578.2681050952622, 787.0058122949197, 714.2086580401456, 888.4425439673112, 836.9068835646373, 915.923335030855, 544.4524802108662, 1040.7105184519173, 755.339554123393, 1009.5737036323301, 1251.2838839678009, 1267.8106588404937, 1486.1153672506973, 1200.473283041596, 776.8774511954729, 1184.394841480319, 977.9739451067536, 1375.945144517447, 1322.5332864189818, 1205.963199175424], 'presale_days': 35, 'wish_count': 6066}","{'screen_count': 85, 'total_viewers': 3172, 'average_occupancy': 0.52, 'point_screen_days': 1, 'average_score': 7.5, 'positive_review_ratio': 0.95, 'social_media_mentions': 1258, 'want_to_watch_increase': 2037, 'viewer_comments': None}",,47879.08,136902.29
电影_0296,"['动画', '喜剧']",Christopher Nolan,梁朝伟,2022-05-25,15008.154674797392,109,19587.95967296115,"{'daily_spend': [286.7181967296606, 236.25957300691132, 1075.6806319979382, 304.44318315514465, 261.277493253005, 346.6962970883146, 409.09784264994676, 317.33482907230217, 1013.7364282636411, 253.38576953721375, 759.0709415132909, 309.681193851556, 383.3454517625204, 1186.8512363915838, 344.65528125899397, 291.057019112796, 365.293148657829, 277.98691000239705, 792.5731760798964, 1121.8302451422644, 365.5368507527059, 390.4628089847547, 332.2162999627313, 393.2470854533583, 227.39414053802622, 270.70192935853066, 375.6638124063081, 303.090190523681, 267.97147380418863, 374.07902061446765, 379.05871813285813, 309.3029157306012, 311.27297384618254, 371.1816051882248], 'spend_pattern': 'random', 'total_spend': 15008.154673823825}","{'same_period_movies': 8, 'average_competitor_budget': 9450.989705202985, 'genre_overlap_ratio': 0.027039114968128053, 'competitor_ratings': [5.8, 5.8, 5.3, 6.8, 7.0, 6.4, 6.6, 7.2]}","{'total_amount': 29463.20620972792, 'daily_sales': [225.1991563274085, 455.1375256374071, 694.8748411498672, 402.3289288750417, 517.3275762057596, 385.91958763109733, 628.0953185688278, 858.2904252522679, 419.7249424424326, 431.260276007745, 632.2302789617705, 428.12421517894677, 773.5703507767965, 787.1473458319762, 936.4989535153267, 886.0431248072863, 1058.7009813499749, 1130.6370973755852, 1107.5565829520403, 766.6786655663102, 1041.6757688095627, 1389.4547410947332, 804.7243816216032, 1362.0743448989379, 1587.6071678408487, 960.9687160819288, 839.8212712542231, 997.0891031937522, 977.5383171871387, 1663.3075076783343, 779.6582282641835, 1393.255019550548, 1233.7798043684763, 906.905663469781], 'presale_days': 34, 'wish_count': 5909}",,,23130.3,85985.79
电影_0297,['冒险'],Christopher Nolan,成龙,2023-06-04,6294.496189466373,86,11947.788386616892,"{'daily_spend': [306.52645222567156, 287.72382300479774, 182.32078189627018, 201.81675609700338, 255.14517300740496, 191.05641184304113, 253.07424144074446, 146.92946607745228, 160.27600732834142, 164.44307352004955, 228.44129938795052, 206.1142102196063, 207.05487361687986, 156.0212614291257, 185.68724656508851, 181.3226301560769, 135.20715333238422, 179.3430173977816, 161.01765697490404, 164.25185590473203, 149.9970692809135, 137.82343355475697, 143.957940025231, 104.05265392036361, 122.976016035586, 83.65551043945187, 110.75255271789126, 109.44012215927098, 101.52092093219981, 104.52588809371754, 78.75107968491311, 82.02156489426217, 54.254560677501736, 58.167101878581306, 77.15414128541632, 70.83273462089717, 53.73113582136544, 53.41218662824291, 55.0226974133949, 65.945859416948, 59.81690818350405, 40.0274750815679, 59.98157176858418, 42.78831480808133, 52.91866720246837, 35.705173854554594, 57.60704330097425, 31.910696805522527, 46.95778511825307, 40.41047841617049, 28.496410883476294, 26.107102168941424], 'spend_pattern': 'random', 'total_spend': 6294.49618849831}","{'same_period_movies': 4, 'average_competitor_budget': 7559.34693642162, 'genre_overlap_ratio': 0.3294658538444881, 'competitor_ratings': [6.7, 5.3, 8.8, 5.3]}","{'total_amount': 17404.778850167222, 'daily_sales': [139.76787266205025, 246.59260207346495, 212.73733790457015, 155.2741690200561, 207.22124186902, 202.8158463418445, 127.11509925808153, 193.70921188445178, 190.76388507158788, 241.62616907487856, 213.72986587682158, 212.0108355279973, 393.6731165580428, 286.76054889711014, 267.78745679792434, 231.64538463549025, 314.85464138867155, 266.85497106660813, 257.72291158676995, 305.49663770021687, 169.44256189478472, 338.61095253734646, 331.57049090189696, 283.4072495291011, 342.10185180415135, 377.6401099224555, 290.65655798951326, 398.0443706280722, 269.32231167139764, 267.3524566690591, 338.5187460187044, 361.6844239578236, 421.43292022374703, 312.18109869323473, 388.98484234633725, 439.4107152897455, 451.5723182118108, 380.39198793056926, 414.9149220593514, 470.5761526607009, 436.439629846604, 480.1266017266451, 437.1126390827452, 334.33503978602636, 430.93020820997054, 691.0195972867582, 333.90817234549706, 592.5150229752486, 504.5454329267604, 492.89959544265116, 443.13917283338134, 511.83089156947096], 'presale_days': 52, 'wish_count': 6444}","{'screen_count': 68, 'total_viewers': 4084, 'average_occupancy': 0.76, 'point_screen_days': 3, 'average_score': 8.3, 'positive_review_ratio': 0.63, 'social_media_mentions': 629, 'want_to_watch_increase': 4399, 'viewer_comments': None}","{'douban_score': 6.1, 'maoyan_score': 5.9, 'taopiaopiao_score': 6.1, 'imdb_score': 5.0, 'rotten_tomatoes': 69.0, 'metacritic': 58.0}",15107.81,76310.86
电影_0298,"['家庭', '爱情']",姜文,周星驰,2021-12-14,403.61736365269104,121,2292.462143184248,"{'daily_spend': [18.388406502621145, 24.271239617731478, 23.258378915595962, 16.657578211110074, 18.536380996240688, 20.599182524515985, 19.812917230780396, 10.854534282432748, 14.40254818773699, 15.147609934388017, 10.34800162222454, 14.527413707292185, 11.414484234625306, 11.102689802138604, 9.185143748678243, 8.934279819855485, 7.280236225674433, 11.669342719261685, 8.22968162424215, 6.748589392589238, 6.352254143869667, 7.299032104145728, 7.970777613152497, 8.23295349170388, 8.461140962428374, 6.96821394980196, 5.864135139033924, 5.608086030210218, 5.873074576932379, 5.494967030455317, 5.567347778911775, 4.915530629160754, 3.4471673049885685, 4.4811663880162405, 3.053984213496029, 3.30618678405387, 3.644248410714343, 3.8495216689381033, 2.8937463403858286, 2.952331481592356, 3.0125628853181734, 2.5480272047088666, 3.865723981253092, 3.3629183499242417, 3.2236249152486756], 'spend_pattern': 'random', 'total_spend': 403.6173626781802}","{'same_period_movies': 9, 'average_competitor_budget': 133.05567226553654, 'genre_overlap_ratio': 0.5802888236446817, 'competitor_ratings': [8.3, 7.0, 7.9, 6.0, 8.7, 5.3, 9.0, 7.5, 6.9]}","{'total_amount': 4138.048969123013, 'daily_sales': [40.707480222352544, 63.771314730125226, 52.2214729237526, 61.57871129799974, 55.0828004939335, 54.43073680502108, 58.47297294896921, 49.528113548444765, 54.687283809452005, 53.239235946500614, 70.63531025138968, 76.5796501905911, 75.13389905096494, 54.977372533735775, 65.40817357979321, 81.75790518676823, 101.19503694327481, 85.73809934253323, 81.24381277074387, 83.33352814881135, 97.75274393845814, 69.40304871362683, 79.93313447678122, 104.56792612123749, 53.387434903591846, 99.02157627842666, 89.69677507287464, 79.5635486070254, 92.98968496162364, 93.16152310452294, 88.88116919062735, 98.39780314274608, 98.04996942772183, 76.03146378151575, 176.81030845792293, 143.3367374240973, 120.27607896274891, 89.53936572513402, 132.08789645213471, 137.15888877686203, 109.51547388611357, 195.3425371490084, 176.78729843464944, 135.4153120352163, 181.21835937318852], 'presale_days': 45, 'wish_count': 899}",,,2617.79,7013.97
电影_0299,"['喜剧', '剧情']",吴京,徐峥,2020-08-19,9041.415756055989,99,18496.24505132717,"{'daily_spend': [255.81964901204915, 281.0548451538509, 389.68017510754567, 468.13070793684255, 579.1538624614298, 612.3864771723192, 1246.0511454010582, 1411.8529769609245, 1697.4526687937066, 2099.8332470794417], 'spend_pattern': 'random', 'total_spend': 9041.415755079168}","{'same_period_movies': 2, 'average_competitor_budget': 6913.674284485554, 'genre_overlap_ratio': 0.07022745759308402, 'competitor_ratings': [6.8, 6.2]}","{'total_amount': 6536.363942312325, 'daily_sales': [356.88443695018447, 482.89823237983506, 496.19127244101855, 448.28602820904734, 535.4585240873296, 757.4881078319601, 578.8760155823027, 953.9023074884569, 753.8198457015521, 1172.5591716406384], 'presale_days': 10, 'wish_count': 8999}","{'screen_count': 249, 'total_viewers': 10184, 'average_occupancy': 0.35, 'point_screen_days': 3, 'average_score': 8.4, 'positive_review_ratio': 0.61, 'social_media_mentions': 7517, 'want_to_watch_increase': 6520, 'viewer_comments': None}","{'douban_score': 7.4, 'maoyan_score': 7.0, 'taopiaopiao_score': 7.7, 'imdb_score': 6.2, 'rotten_tomatoes': 81.0, 'metacritic': 65.0}",49114.39,196218.37
电影_0300,['犯罪'],周星驰,刘德华,2020-03-09,938.4984380811263,106,3089.6055251243793,"{'daily_spend': [4.957271632189176, 6.203910715487881, 6.116963172337442, 9.373072331074784, 7.318795536680747, 7.451895063377222, 11.978319663218729, 7.661732509348378, 7.647228014583284, 9.444838740211917, 10.58696443326295, 13.629293328214038, 15.758840458808356, 15.05136923728452, 15.500548046299471, 18.551799158648382, 17.43855882750253, 12.379165250132724, 16.20218619032864, 17.450703392331466, 16.143232241970587, 15.331381034794587, 22.71940517631747, 18.340366947147803, 23.88641482010762, 20.851244543336968, 24.593387905306617, 23.21130296573777, 25.582429483158215, 32.31222257542659, 36.639199469466725, 31.433649659104216, 35.00463076652027, 42.01163240206976, 28.44873052803039, 30.303599628124253, 36.536393074917555, 37.10154764941693, 56.83566323894108, 47.97228069070138, 49.20088994862553, 53.335376637660545], 'spend_pattern': 'random', 'total_spend': 938.4984370882055}","{'same_period_movies': 8, 'average_competitor_budget': 293.60051590557424, 'genre_overlap_ratio': 0.3134141072413519, 'competitor_ratings': [6.8, 8.3, 5.6, 7.8, 6.4, 5.8, 6.4, 7.1]}","{'total_amount': 6337.683422758359, 'daily_sales': [104.54774261649958, 92.9829635798751, 69.85961590528994, 65.88085372162675, 130.37894610438127, 111.01765540257205, 86.7568286655387, 59.280609520844955, 130.51722089911834, 101.68443166637809, 105.97495102735428, 119.45951986313007, 86.96050268210425, 139.38569873611627, 123.0053692282292, 129.4296717252229, 203.4136588916484, 146.21258654140502, 141.44508693606468, 134.15307392779306, 115.1250357679966, 83.98817192981966, 80.17946661885196, 179.54023529958414, 102.92901019663066, 214.91985213775735, 139.48013890913205, 131.95739534806097, 274.9332995569722, 182.89266007285872, 191.94922757224396, 188.5206833241665, 262.5064016215146, 220.34908573193513, 212.99459069927863, 153.12765980131644, 215.2034629155536, 145.7331536869135, 165.2535088224422, 201.79599908963974, 320.36166751707157, 271.59572849742506], 'presale_days': 42, 'wish_count': 3304}",,"{'douban_score': 7.3, 'maoyan_score': 8.0, 'taopiaopiao_score': 8.0, 'imdb_score': 8.0, 'rotten_tomatoes': 74.0, 'metacritic': 69.0}",5320.1,24627.06
